"Manager","Report Date","Value ($000)","Shares","Option Type"
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2018","11,659","234,000",""
"Crossmark Global Holdings, Inc.","12/31/2018","11,386","228,308",""
"SHELL ASSET MANAGEMENT CO","12/31/2018","11,164","224,069",""
"Artemis Investment Management LLP","12/31/2018","10,564","212,200",""
"Mn Services Vermogensbeheer B.V.","12/31/2018","9,108","208,974",""
"Neuberger Berman Group LLC","12/31/2018","10,450","208,632",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2018","13,918","204,523",""
"Commonwealth Bank of Australia","12/31/2018","9,930","199,150",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2018","13,440","197,500",""
"JCIC Asset Management Inc.","12/31/2018","9,014","180,633",""
"ALLIANCEBERNSTEIN L.P.","12/31/2018","8,609","172,630",""
"DAVIS-REA LTD.","12/31/2018","8,283","164,082",""
"Manitou Investment Management Ltd.","12/31/2018","10,847","163,173",""
"MILLENNIUM MANAGEMENT LLC","12/31/2018","8,132","163,067",""
"Galibier Capital Management Ltd.","12/31/2018","8,077","162,115",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2018","7,507","150,523",""
"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC","12/31/2018","7,391","148,201",""
"TWO SIGMA ADVISERS, LP","12/31/2018","6,795","136,208",""
"JOHN G ULLMAN & ASSOCIATES INC","12/31/2018","6,520","130,734",""
"HOWLAND CAPITAL MANAGEMENT LLC","12/31/2018","6,327","126,860",""
"Marshall Wace North America L.P.","12/31/2018","6,220","124,836",""
"Granite Investment Advisors, LLC","12/31/2018","6,218","124,680",""
"ONTARIO TEACHERS PENSION PLAN BOARD","12/31/2018","5,726","114,812",""
"Waratah Capital Advisors Ltd.","12/31/2018","5,558","110,800",""
"Candriam Luxembourg S.C.A.","12/31/2018","5,209","104,553",""
"Polar Asset Management Partners Inc.","12/31/2018","4,987","100,000","call"
"BANK OF MONTREAL /CAN/","12/31/2018","4,987","100,000","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","4,962","99,500","call"
"HENNESSY ADVISORS INC","12/31/2018","4,219","84,600",""
"BANK OF NOVA SCOTIA","12/31/2018","4,208","84,379",""
"Voya Investment Management LLC","12/31/2018","4,164","83,575",""
"VAN ECK ASSOCIATES CORP","12/31/2018","4,137","82,896",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2018","4,117","82,558",""
"Nippon Life Global Investors Americas, Inc.","12/31/2018","3,737","74,930",""
"US BANCORP \DE\","12/31/2018","3,656","73,290",""
"MACQUARIE GROUP LTD","12/31/2018","3,644","73,100",""
"COMERICA BANK","12/31/2018","4,032","71,893",""
"Adams Asset Advisors, LLC","12/31/2018","3,527","70,727",""
"MEAG MUNICH ERGO KAPITALANLAGEGESELLSCHAFT MBH","12/31/2018","3,382","67,380",""
"Twin Tree Management, LP","12/31/2018","3,302","66,217",""
"Bollard Group LLC","12/31/2018","3,197","64,101",""
"Timbercreek Investment Management Inc.","12/31/2018","3,147","63,040",""
"Russell Investments Group, Ltd.","12/31/2018","2,916","58,439",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","2,668","53,500","put"
"CITADEL ADVISORS LLC","12/31/2018","2,578","51,700","call"
"Willingdon Wealth Management","12/31/2018","2,561","51,348",""
"Eliot Finkel Investment Counsel, LLC","12/31/2018","2,494","50,005",""
"Cardinal Capital Management","12/31/2018","2,414","48,410",""
"CLARET ASSET MANAGEMENT Corp","12/31/2018","2,368","47,459",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2018","2,343","46,516",""
"Snowden Capital Advisors LLC","12/31/2018","2,132","42,758",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2018","2,128","42,680",""
"JANE STREET GROUP, LLC","12/31/2018","2,058","41,264",""
"K.J. Harrison & Partners Inc","12/31/2018","1,984","39,788",""
"COMMERZBANK AKTIENGESELLSCHAFT /FI","12/31/2018","1,834","36,769",""
"ADELL HARRIMAN & CARPENTER INC","12/31/2018","1,830","36,705",""
"Jefferies Group LLC","12/31/2018","1,794","35,960",""
"Gradient Investments LLC","12/31/2018","1,774","35,565",""
"Radnor Capital Management, LLC","12/31/2018","1,752","35,125",""
"American Assets Investment Management, LLC","12/31/2018","1,745","35,000",""
"BANK OF AMERICA CORP /DE/","12/31/2018","1,745","35,000","call"
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC","12/31/2018","1,719","34,467",""
"CITADEL ADVISORS LLC","12/31/2018","1,591","31,900","put"
"Martin Capital Partners, LLC","12/31/2018","1,558","31,250",""
"Zurich Insurance Group Ltd/FI","12/31/2018","1,456","29,185",""
"ARNHOLD LLC","12/31/2018","1,356","28,600",""
"BREWIN DOLPHIN Ltd","12/31/2018","1,376","27,592",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2018","1,368","27,406",""
"SMITHBRIDGE ASSET MANAGEMENT INC/DE","12/31/2018","1,298","26,022",""
"AVALON ADVISORS, LLC","12/31/2018","1,262","25,312",""
"Callahan Advisors, LLC","12/31/2018","1,257","25,202",""
"Banco de Sabadell, S.A","12/31/2018","1,673","24,600",""
"Gulf International Bank (UK) Ltd","12/31/2018","1,175","23,550",""
"Baird Financial Group, Inc.","12/31/2018","1,171","23,483",""
"RAYMOND JAMES & ASSOCIATES","12/31/2018","1,147","23,000",""
"NATIXIS ADVISORS, L.P.","12/31/2018","1,143","22,931",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2018","1,129","22,657",""
"BOWEN HANES & CO INC","12/31/2018","1,119","22,437",""
"Erste Asset Management GmbH","12/31/2018","1,111","22,200",""
"Mirae Asset Global Investments Co., Ltd.","12/31/2018","1,053","21,109",""
"TODD ASSET MANAGEMENT LLC","12/31/2018","1,016","20,375",""
"Varma Mutual Pension Insurance Co","12/31/2018","996","20,000",""
"TRUST CO OF VERMONT","12/31/2018","961","19,280",""
"World Asset Management Inc","12/31/2018","905","18,152",""
"Ipswich Investment Management Co., Inc.","12/31/2018","901","18,071",""
"Walleye Trading LLC","12/31/2018","892","17,881",""
"CIGNA INVESTMENTS INC /NEW","12/31/2018","876","17,558",""
"Gideon Capital Advisors, Inc.","12/31/2018","853","17,107",""
"FOUNDERS FINANCIAL SECURITIES LLC","12/31/2018","851","17,072",""
"Horizon Investments, LLC","12/31/2018","851","17,072",""
"Texas Yale Capital Corp.","12/31/2018","842","16,885",""
"Dynamic Technology Lab Private Ltd","12/31/2018","808","16,202",""
"STIFEL FINANCIAL CORP","12/31/2018","797","16,037",""
"Blueshift Asset Management, LLC","12/31/2018","799","16,022",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2018","784","15,723",""
"PNC Financial Services Group, Inc.","12/31/2018","779","15,621",""
"HighTower Advisors, LLC","12/31/2018","755","15,206",""
"BRADLEY FOSTER & SARGENT INC/CT","12/31/2018","736","14,760",""
"Harrington Investments, INC","12/31/2018","716","14,351",""
"Williams Jones & Associates LLC","12/31/2018","714","14,322",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2018","681","13,675",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2018","681","13,675",""
"Neuburgh Advisers LLC","12/31/2018","704","13,634",""
"Creative Planning","12/31/2018","659","13,224",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2018","887","13,040",""
"MARSHALL WACE, LLP","12/31/2018","618","12,389",""
"CONNING INC.","12/31/2018","610","12,236",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2018","589","11,820",""
"Farmers & Merchants Trust Co of Chambersburg PA","12/31/2018","587","11,775",""
"Baker Ellis Asset Management LLC","12/31/2018","586","11,753",""
"LPL Financial LLC","12/31/2018","586","11,743",""
"Rikoon Group, LLC","12/31/2018","571","11,445",""
"Raymond James Financial Services Advisors, Inc.","12/31/2018","563","11,283",""
"Flinton Capital Management LLC","12/31/2018","580","11,228",""
"Lourd Capital, LLC","12/31/2018","555","11,138",""
"WELCH & FORBES LLC","12/31/2018","548","11,000",""
"QS Investors, LLC","12/31/2018","538","10,791",""
"GUGGENHEIM CAPITAL LLC","12/31/2018","532","10,660",""
"Kavar Capital Partners, LLC","12/31/2018","519","10,400",""
"Verition Fund Management LLC","12/31/2018","518","10,378",""
"Kassirer Asset Management Corp","12/31/2018","506","10,143",""
"AMERIPRISE FINANCIAL INC","12/31/2018","503","10,103",""
"BLUESTEIN R H & CO","12/31/2018","499","10,000",""
"SIGNATUREFD, LLC","12/31/2018","495","9,920",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","489","9,813",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2018","487","9,762",""
"Moors & Cabot, Inc.","12/31/2018","476","9,576",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2018","469","9,413",""
"Advisor Group, Inc.","12/31/2018","443","8,902",""
"Tyers Asset Management LLC","12/31/2018","455","8,822",""
"Laurel Wealth Advisors, Inc.","12/31/2018","432","8,665",""
"Pennsylvania Trust Co","12/31/2018","426","8,532",""
"Cornerstone Wealth Management, LLC","12/31/2018","417","8,462",""
"Hemenway Trust Co LLC","12/31/2018","388","7,775",""
"Osborn Williams & Donohoe LLC","12/31/2018","384","7,700",""
"M&R CAPITAL MANAGEMENT INC","12/31/2018","382","7,672",""
"MITCHELL MCLEOD PUGH & WILLIAMS INC","12/31/2018","382","7,650",""
"Balyasny Asset Management LLC","12/31/2018","371","7,432",""
"LADENBURG THALMANN FINANCIAL SERVICES INC.","12/31/2018","369","7,395",""
"Brandywine Oak Private Wealth LLC","12/31/2018","364","7,387",""
"RIVERHEAD CAPITAL MANAGEMENT LLC","12/31/2018","372","7,199",""
"AlphaCrest Capital Management LLC","12/31/2018","344","6,900",""
"M&T Bank Corp","12/31/2018","341","6,828",""
"DAVIS R M INC","12/31/2018","340","6,825",""
"ADVISOR PARTNERS LLC","12/31/2018","326","6,530",""
"BLAIR WILLIAM & CO/IL","12/31/2018","324","6,500",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2018","442","6,488",""
"Glen Harbor Capital Management LLC","12/31/2018","331","6,416",""
"QUADRANT CAPITAL GROUP LLC","12/31/2018","302","6,338",""
"Shoker Investment Counsel, Inc.","12/31/2018","312","6,272",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2018","299","6,000",""
"FORBES J M & CO LLP","12/31/2018","299","6,000",""
"Old North State Trust, LLC","12/31/2018","299","6,000",""
"Gratus Capital LLC","12/31/2018","297","5,965",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2018","294","5,901",""
"Merit Financial Group, LLC","12/31/2018","291","5,838",""
"Cipher Capital LP","12/31/2018","289","5,790",""
"Quantitative Systematic Strategies LLC","12/31/2018","288","5,770",""
"Cubist Systematic Strategies, LLC","12/31/2018","286","5,740",""
"D. E. Shaw & Co., Inc.","12/31/2018","284","5,699",""
"Dean Capital Investments Management, LLC","12/31/2018","280","5,610",""
"Aull & Monroe Investment Management Corp","12/31/2018","274","5,500",""
"Compagnie Lombard Odier SCmA","12/31/2018","268","5,390",""
"NWAM LLC","12/31/2018","267","5,355",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2018","262","5,258",""
"CAMBRIDGE TRUST CO","12/31/2018","259","5,200",""
"One Capital Management, LLC","12/31/2018","254","5,094",""
"Bristol Gate Capital Partners Inc.","12/31/2018","253","5,082",""
"Inscription Capital, LLC","12/31/2018","241","4,762",""
"Advisors Asset Management, Inc.","12/31/2018","237","4,743",""
"ARGI Investment Services, LLC","12/31/2018","236","4,734",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2018","233","4,676",""
"SUNTRUST BANKS INC","12/31/2018","220","4,419",""
"GLENMEDE TRUST CO NA","12/31/2018","218","4,392",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2018","214","4,300",""
"Checchi Capital Advisers, LLC","12/31/2018","212","4,261",""
"LSV ASSET MANAGEMENT","12/31/2018","209","4,200",""
"Steward Partners Investment Advisory, LLC","12/31/2018","209","4,199",""
"Parallel Advisors, LLC","12/31/2018","207","4,156",""
"FORT WASHINGTON INVESTMENT ADVISORS INC /OH/","12/31/2018","197","3,948",""
"Walleye Trading LLC","12/31/2018","180","3,600","call"
"BNP PARIBAS ARBITRAGE, SA","12/31/2018","174","3,500",""
"Columbia Asset Management","12/31/2018","158","3,175",""
"Endurance Wealth Management, Inc.","12/31/2018","152","3,042",""
"OSSIAM","12/31/2018","149","3,000",""
"MIROVA","12/31/2018","148","2,972",""
"Glassman Wealth Services","12/31/2018","141","2,826",""
"ERTS Wealth Advisors, LLC","12/31/2018","131","2,635",""
"ASSETMARK, INC","12/31/2018","128","2,569",""
"Enlightenment Research, LLC","12/31/2018","120","2,400",""
"Bray Capital Advisors","12/31/2018","115","2,300",""
"SMITHFIELD TRUST CO","12/31/2018","110","2,200",""
"Cornerstone Advisors, Inc.","12/31/2018","105","2,114",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2018","99","2,000",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2018","100","2,000",""
"Bogart Wealth, LLC","12/31/2018","82","1,655",""
"UBS ASSET MANAGEMENT AMERICAS INC","12/31/2018","80","1,623",""
"Sandy Spring Bank","12/31/2018","75","1,500",""
"Walleye Trading LLC","12/31/2018","70","1,400","put"
"IFP Advisors, Inc","12/31/2018","66","1,302",""
"Parallax Volatility Advisers, L.P.","12/31/2018","64","1,280",""
"Patten Group, Inc.","12/31/2018","60","1,205",""
"Geneos Wealth Management Inc.","12/31/2018","59","1,178",""
"HALL LAURIE J TRUSTEE","12/31/2018","62","1,100",""
"Proficio Capital Partners LLC","12/31/2018","42","849",""
"Ameritas Investment Corp","12/31/2018","40","812",""
"WHITTIER TRUST CO","12/31/2018","40","800",""
"Carroll Financial Associates, Inc.","12/31/2018","38","750",""
"Pinnacle Bank","12/31/2018","37","735",""
"River Wealth Advisors LLC","12/31/2018","36","730",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2018","35","710",""
"SYNOVUS FINANCIAL CORP","12/31/2018","33","680",""
"Lindbrook Capital, LLC","12/31/2018","32","656",""
"Holloway Wealth Management, LLC","12/31/2018","40","616",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2018","29","580",""
"Legacy Financial Advisors, Inc.","12/31/2018","28","563",""
"SECURITY NATIONAL TRUST CO","12/31/2018","27","550",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2018","25","518",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2018","24","485",""
"Burt Wealth Advisors","12/31/2018","24","475",""
"Washington Trust Bank","12/31/2018","23","460",""
"CWM, LLC","12/31/2018","22","450",""
"AdvisorNet Financial, Inc","12/31/2018","20","404",""
"Knott David M","12/31/2018","20","400",""
"Cutler Group LP","12/31/2018","2","400","put"
"Balentine LLC","12/31/2018","20","400",""
"Sargent Bickham Lagudis LLC","12/31/2018","20","400",""
"Alera Investment Advisors, LLC","12/31/2018","20","395",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2018","19","378",""
"PenderFund Capital Management Ltd.","12/31/2018","5","375",""
"LifePlan Financial Group, Inc","12/31/2018","19","375",""
"FinTrust Capital Advisors, LLC","12/31/2018","17","345",""
"CITY HOLDING CO","12/31/2018","15","300",""
"TRUSTMARK NATIONAL BANK TRUST DEPARTMENT","12/31/2018","15","300",""
"SeaCrest Wealth Management, LLC","12/31/2018","15","300",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2018","13","266",""
"Kistler-Tiffany Companies, LLC","12/31/2018","13","258",""
"Mondrian Investment Partners LTD","12/31/2018","17","252",""
"Winslow, Evans & Crocker, Inc.","12/31/2018","14","248",""
"Cascade Investment Advisors, Inc.","12/31/2018","9","200",""
"HUNTINGTON NATIONAL BANK","12/31/2018","10","200",""
"Gemmer Asset Management LLC","12/31/2018","9","190",""
"Tower Research Capital LLC (TRC)","12/31/2018","9","187",""
"BARCLAYS PLC","12/31/2018","9","184",""
"Prestige Wealth Management Group LLC","12/31/2018","8","168",""
"EARNEST PARTNERS LLC","12/31/2018","8","161",""
"FIFTH THIRD BANCORP","12/31/2018","7","150",""
"Berman Capital Advisors, LLC","12/31/2018","7","143",""
"We Are One Seven, LLC","12/31/2018","6","140",""
"Rehmann Capital Advisory Group","12/31/2018","6","124",""
"Avestar Capital, LLC","12/31/2018","4","107",""
"Advisory Services Network, LLC","12/31/2018","5","102",""
"WHITENER CAPITAL MANAGEMENT, INC.","12/31/2018","4","100",""
"FORT WASHINGTON INVESTMENT ADVISORS INC /OH/","12/31/2018","5","100",""
"Executive Wealth Management, LLC","12/31/2018","5","100",""
"ADVANTAGE INVESTMENT MANAGEMENT, LLC","12/31/2018","5","94",""
"FIRST HAWAIIAN BANK","12/31/2018","5","93",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2018","4","90",""
"American Portfolios Advisors","12/31/2018","4","85",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2018","4","83",""
"BerganKDV Wealth Management, LLC","12/31/2018","4","76",""
"Black Swift Group, LLC","12/31/2018","4","75",""
"Lenox Wealth Management, Inc.","12/31/2018","3","61",""
"Tradewinds Capital Management, LLC","12/31/2018","3","55",""
"REGIONS FINANCIAL CORP","12/31/2018","2","50",""
"Taylor Hoffman Wealth Management","12/31/2018","2","50",""
"Lenox Wealth Advisors, LLC","12/31/2018","2","50",""
"BRONFMAN E.L. ROTHSCHILD, L.P.","12/31/2018","2","43",""
"FIRST INTERSTATE BANK","12/31/2018","2","40",""
"VALLEY NATIONAL ADVISERS INC","12/31/2018","2","32",""
"McIlrath & Eck, LLC","12/31/2018","1","15",""
"First Personal Financial Services","12/31/2018","0","6",""
"PNC Financial Services Group, Inc.","12/31/2018","0","5",""
"Private Capital Group, LLC","12/31/2018","0","5",""
"PROEQUITIES, INC.","12/31/2018","0","0",""
