"Manager","Report Date","Value ($000)","Shares","Option Type"
"BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp","12/31/2019","156,710","2,774,135",""
"ROYAL BANK OF CANADA","12/31/2019","141,671","2,507,900","put"
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2019","137,380","2,431,936",""
"BANK OF AMERICA CORP /DE/","12/31/2019","130,966","2,318,398",""
"Alberta Investment Management Corp","12/31/2019","119,078","2,105,172",""
"Burgundy Asset Management Ltd.","12/31/2019","114,338","2,024,571",""
"QV Investors Inc.","12/31/2019","113,827","2,012,339",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2019","113,142","2,000,228",""
"FMR LLC","12/31/2019","107,990","1,911,798",""
"MORGAN STANLEY","12/31/2019","105,072","1,860,007",""
"DEUTSCHE BANK AG\","12/31/2019","103,491","1,832,107",""
"CREDIT SUISSE AG/","12/31/2019","102,996","1,823,253",""
"CIDEL ASSET MANAGEMENT INC","12/31/2019","100,819","1,782,380",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2019","100,843","1,776,365",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2019","100,843","1,776,365",""
"MONTRUSCO BOLTON INVESTMENTS INC.","12/31/2019","100,082","1,769,344",""
"Highstreet Asset Management Inc.","12/31/2019","96,474","1,707,922",""
"FIL Ltd","12/31/2019","94,298","1,669,403",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2019","121,905","1,664,690",""
"TORONTO DOMINION BANK","12/31/2019","87,664","1,550,900",""
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2019","87,261","1,542,680",""
"Bank of New York Mellon Corp","12/31/2019","86,488","1,531,044",""
"National Pension Service","12/31/2019","110,498","1,506,448",""
"Addenda Capital Inc.","12/31/2019","84,851","1,500,055",""
"Cardinal Capital Management, Inc.","12/31/2019","84,066","1,486,129",""
"LINCLUDEN MANAGEMENT LTD","12/31/2019","80,521","1,425,501",""
"PUBLIC SECTOR PENSION INVESTMENT BOARD","12/31/2019","80,002","1,414,352",""
"NORTHERN TRUST CORP","12/31/2019","70,634","1,250,391",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2019","68,504","1,236,383",""
"EdgePoint Investment Group Inc.","12/31/2019","66,672","1,195,654",""
"Hexavest Inc.","12/31/2019","63,750","1,127,040",""
"Polar Asset Management Partners Inc.","12/31/2019","62,704","1,110,000","call"
"M&G INVESTMENT MANAGEMENT LTD","12/31/2019","57,609","1,024,697",""
"DekaBank Deutsche Girozentrale","12/31/2019","56,732","1,005,716",""
"Value Partner Investments Inc.","12/31/2019","55,828","988,540",""
"Northwest & Ethical Investments L.P.","12/31/2019","54,316","960,674",""
"State of Tennessee, Treasury Department","12/31/2019","68,175","929,445",""
"FIRST TRUST ADVISORS LP","12/31/2019","48,532","859,134",""
"CITADEL ADVISORS LLC","12/31/2019","44,265","783,791",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2019","43,898","777,092",""
"AMUNDI PIONEER ASSET MANAGEMENT INC","12/31/2019","43,631","772,378",""
"TORONTO DOMINION BANK","12/31/2019","43,247","765,100",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2019","42,307","747,910",""
"TORONTO DOMINION BANK","12/31/2019","42,596","743,433",""
"AMF Pensionsforsakring AB","12/31/2019","41,813","738,619",""
"Aperio Group, LLC","12/31/2019","41,276","730,686",""
"Cumberland Partners Ltd","12/31/2019","41,296","730,042",""
"Credential Qtrade Securities Inc.","12/31/2019","40,199","711,639",""
"UBS Group AG","12/31/2019","39,733","703,363",""
"AGF INVESTMENTS INC.","12/31/2019","37,350","661,231",""
"Parametric Portfolio Associates LLC","12/31/2019","35,154","622,299",""
"WELLS FARGO & COMPANY/MN","12/31/2019","33,384","590,971",""
"BANK OF MONTREAL /CAN/","12/31/2019","32,764","580,000","call"
"CITIGROUP INC","12/31/2019","30,833","545,090",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2019","38,513","536,384",""
"Nexus Investment Management Inc.","12/31/2019","29,107","514,554",""
"ROYAL BANK OF CANADA","12/31/2019","28,810","510,000","call"
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2019","28,738","508,062",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2019","27,001","478,095",""
"Man Group plc","12/31/2019","26,989","477,182",""
"PICTET ASSET MANAGEMENT LTD","12/31/2019","25,913","458,104",""
"BARCLAYS PLC","12/31/2019","25,810","456,901",""
"NN Investment Partners Holdings N.V.","12/31/2019","24,328","430,661",""
"AVIVA PLC","12/31/2019","24,228","429,998",""
"Korea Investment CORP","12/31/2019","24,232","428,388",""
"Bridgewater Associates, LP","12/31/2019","23,278","411,537",""
"AXA","12/31/2019","21,572","381,872",""
"AXA S.A.","12/31/2019","21,572","381,872",""
"EVOKE WEALTH, LLC","12/31/2019","21,514","380,863",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2019","21,055","373,000",""
"AMP Capital Investors Ltd","12/31/2019","20,618","364,448",""
"JANUS HENDERSON GROUP PLC","12/31/2019","19,321","341,785",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2019","22,995","313,500",""
"HSBC HOLDINGS PLC","12/31/2019","16,474","296,308",""
"APG Asset Management N.V.","12/31/2019","14,832","294,329",""
"Quadrature Capital Ltd","12/31/2019","16,412","292,300",""
"BESSEMER GROUP INC","12/31/2019","16,480","291,483",""
"Rathbone Brothers plc","12/31/2019","15,620","276,111",""
"Neuberger Berman Group LLC","12/31/2019","15,123","267,092",""
"Twin Tree Management, LP","12/31/2019","14,490","256,511",""
"Artemis Investment Management LLP","12/31/2019","14,055","248,834",""
"Fairfax Financial Holdings Ltd/ Can","12/31/2019","13,955","247,100",""
"HOWLAND CAPITAL MANAGEMENT LLC","12/31/2019","13,119","232,230",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2019","13,091","231,495",""
"Baskin Financial Services Inc.","12/31/2019","12,951","229,357",""
"Crossmark Global Holdings, Inc.","12/31/2019","12,086","213,954",""
"Galibier Capital Management Ltd.","12/31/2019","11,994","212,036",""
"Hillsdale Investment Management Inc.","12/31/2019","11,109","197,152",""
"SHELL ASSET MANAGEMENT CO","12/31/2019","10,946","193,508",""
"Allianz Asset Management GmbH","12/31/2019","10,358","183,105",""
"Balyasny Asset Management LLC","12/31/2019","10,225","181,007",""
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2019","10,159","179,600",""
"ALLIANCEBERNSTEIN L.P.","12/31/2019","10,110","178,974",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2019","9,981","177,762",""
"TWO SIGMA INVESTMENTS, LP","12/31/2019","9,967","176,438",""
"JCIC Asset Management Inc.","12/31/2019","9,420","166,820",""
"JOHN G ULLMAN & ASSOCIATES INC","12/31/2019","8,856","156,775",""
"FORSTA AP-FONDEN","12/31/2019","8,128","143,700",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2019","8,076","142,880",""
"PCJ Investment Counsel Ltd.","12/31/2019","7,940","140,374",""
"K.J. Harrison & Partners Inc","12/31/2019","7,705","136,203",""
"Bollard Group LLC","12/31/2019","6,893","122,026",""
"Jefferies Group LLC","12/31/2019","6,885","121,849",""
"Westpac Banking Corp","12/31/2019","8,840","120,524",""
"Voya Investment Management LLC","12/31/2019","6,591","116,516",""
"VAN ECK ASSOCIATES CORP","12/31/2019","6,365","112,713",""
"Marshall Wace North America L.P.","12/31/2019","6,306","111,500",""
"D. E. Shaw & Co., Inc.","12/31/2019","5,672","100,400",""
"CITIGROUP INC","12/31/2019","5,656","100,000","call"
"DAVIS-REA LTD.","12/31/2019","5,455","96,439",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2019","5,376","95,170",""
"BANK OF AMERICA CORP /DE/","12/31/2019","5,084","90,000","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2019","4,915","87,000","call"
"BANK OF NOVA SCOTIA","12/31/2019","4,846","85,793",""
"Nippon Life Global Investors Americas, Inc.","12/31/2019","4,839","85,660",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2019","6,116","83,381",""
"AlphaCrest Capital Management LLC","12/31/2019","4,165","73,725",""
"Martin Capital Partners, LLC","12/31/2019","4,048","71,665",""
"Andra AP-fonden","12/31/2019","5,193","70,800",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2019","3,991","70,654",""
"US BANCORP \DE\","12/31/2019","3,783","66,953",""
"QS Investors, LLC","12/31/2019","3,678","65,909",""
"MEAG MUNICH ERGO KAPITALANLAGEGESELLSCHAFT MBH","12/31/2019","3,638","64,760",""
"COMERICA BANK","12/31/2019","3,389","61,496",""
"Willingdon Wealth Management","12/31/2019","3,227","57,125",""
"Ensign Peak Advisors, Inc","12/31/2019","3,134","55,399",""
"American Assets Investment Management, LLC","12/31/2019","3,107","55,000",""
"Candriam Luxembourg S.C.A.","12/31/2019","2,893","51,148",""
"Waratah Capital Advisors Ltd.","12/31/2019","2,755","48,790",""
"Cardinal Capital Management","12/31/2019","2,755","48,769",""
"Quantitative Investment Management, LLC","12/31/2019","2,751","48,699",""
"Snowden Capital Advisors LLC","12/31/2019","2,737","48,453",""
"BANK OF MONTREAL /CAN/","12/31/2019","2,712","48,000","put"
"Erste Asset Management GmbH","12/31/2019","2,629","46,700",""
"CLARET ASSET MANAGEMENT Corp","12/31/2019","2,452","43,420",""
"NATIXIS ADVISORS, L.P.","12/31/2019","2,339","41,409",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2019","2,334","41,325",""
"Avalon Investment & Advisory","12/31/2019","2,267","40,126",""
"Callahan Advisors, LLC","12/31/2019","2,217","39,241",""
"Cubist Systematic Strategies, LLC","12/31/2019","2,143","37,940",""
"Pacifica Partners Inc.","12/31/2019","2,086","36,927",""
"Radnor Capital Management, LLC","12/31/2019","1,990","35,225",""
"Banco de Sabadell, S.A","12/31/2019","2,587","35,200",""
"Russell Investments Group, Ltd.","12/31/2019","1,966","34,765",""
"A.R.T. Advisors, LLC","12/31/2019","1,836","32,500",""
"CIDEL ASSET MANAGEMENT INC","12/31/2019","1,736","30,689",""
"AIA Investment Management Private Ltd","12/31/2019","1,733","30,683",""
"SMITHBRIDGE ASSET MANAGEMENT INC/DE","12/31/2019","1,673","29,622",""
"Arnhold LLC","12/31/2019","1,616","28,600",""
"NATIXIS","12/31/2019","1,562","27,621",""
"BREWIN DOLPHIN LTD","12/31/2019","1,550","27,452",""
"Assenagon Asset Management S.A.","12/31/2019","1,431","25,290",""
"PRUDENTIAL PLC","12/31/2019","1,376","24,354",""
"Magnetar Financial LLC","12/31/2019","1,353","23,951",""
"BOWEN HANES & CO INC","12/31/2019","1,267","22,437",""
"KEMPEN CAPITAL MANAGEMENT N.V.","12/31/2019","2,122","22,302",""
"STIFEL FINANCIAL CORP","12/31/2019","1,241","22,081",""
"Qube Research & Technologies Ltd","12/31/2019","1,190","21,068",""
"Gulf International Bank (UK) Ltd","12/31/2019","1,130","20,029",""
"Varma Mutual Pension Insurance Co","12/31/2019","1,131","20,000",""
"RAYMOND JAMES & ASSOCIATES","12/31/2019","1,116","19,775",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2019","1,103","19,532",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2019","1,086","19,220",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2019","1,083","19,174",""
"Ipswich Investment Management Co., Inc.","12/31/2019","1,054","18,662",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2019","1,034","18,300","put"
"CIGNA INVESTMENTS INC /NEW","12/31/2019","980","17,903",""
"CITADEL ADVISORS LLC","12/31/2019","989","17,500","call"
"Texas Yale Capital Corp.","12/31/2019","988","17,489",""
"ADELL HARRIMAN & CARPENTER INC","12/31/2019","965","17,100",""
"Steward Partners Investment Advisory, LLC","12/31/2019","938","16,637",""
"FOUNDERS FINANCIAL SECURITIES LLC","12/31/2019","917","16,231",""
"Horizon Investments, LLC","12/31/2019","917","16,231",""
"BRADLEY FOSTER & SARGENT INC/CT","12/31/2019","877","15,523",""
"Granite Investment Advisors, LLC","12/31/2019","870","15,400",""
"QUADRANT CAPITAL GROUP LLC","12/31/2019","850","15,326",""
"Total Clarity Wealth Management, Inc.","12/31/2019","865","15,310",""
"CITADEL ADVISORS LLC","12/31/2019","836","14,800","put"
"Raymond James Financial Services Advisors, Inc.","12/31/2019","826","14,644",""
"FORA Capital, LLC","12/31/2019","827","14,641",""
"AMERIPRISE FINANCIAL INC","12/31/2019","821","14,543",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2019","785","13,893",""
"Marathon Capital Management","12/31/2019","775","13,725",""
"Walleye Trading LLC","12/31/2019","751","13,300","call"
"Lombard Odier Asset Management (Europe) Ltd","12/31/2019","956","13,040",""
"ADVISOR PARTNERS LLC","12/31/2019","721","13,018",""
"Farmers & Merchants Trust Co of Chambersburg PA","12/31/2019","732","12,950",""
"BI Asset Management Fondsmaeglerselskab A/S","12/31/2019","724","12,801",""
"TODD ASSET MANAGEMENT LLC","12/31/2019","722","12,780",""
"TRUST CO OF VERMONT","12/31/2019","714","12,630",""
"TWO SIGMA SECURITIES, LLC","12/31/2019","695","12,300","put"
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2019","689","12,205",""
"PNC Financial Services Group, Inc.","12/31/2019","682","12,069",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2019","668","11,820",""
"SILVERCREST ASSET MANAGEMENT GROUP LLC","12/31/2019","658","11,645",""
"Moors & Cabot, Inc.","12/31/2019","648","11,553",""
"World Asset Management Inc","12/31/2019","652","11,544",""
"Advisor Group, Inc.","12/31/2019","649","11,468",""
"Walleye Trading LLC","12/31/2019","638","11,300","put"
"WOLVERINE TRADING, LLC","12/31/2019","629","11,200","put"
"Cutler Group LP","12/31/2019","1","11,200","call"
"Baird Financial Group, Inc.","12/31/2019","621","10,994",""
"M&T Bank Corp","12/31/2019","600","10,628",""
"SIGNATUREFD, LLC","12/31/2019","596","10,549",""
"CONNING INC.","12/31/2019","588","10,408",""
"BLUESTEIN R H & CO","12/31/2019","565","10,000",""
"Kavar Capital Partners, LLC","12/31/2019","545","9,650",""
"Harrington Investments, INC","12/31/2019","544","9,628",""
"LADENBURG THALMANN FINANCIAL SERVICES INC.","12/31/2019","522","9,403",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2019","525","9,284",""
"Quilter Plc","12/31/2019","523","9,250",""
"Merit Financial Group, LLC","12/31/2019","522","9,245",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2019","673","9,178",""
"Manitou Investment Management Ltd.","12/31/2019","508","8,988",""
"Laurel Wealth Advisors, Inc.","12/31/2019","505","8,945",""
"OPPENHEIMER & CO INC","12/31/2019","503","8,913",""
"WOLVERINE TRADING, LLC","12/31/2019","500","8,900","call"
"Bridgecreek Investment Management, LLC","12/31/2019","497","8,800",""
"Cornerstone Wealth Management, LLC","12/31/2019","493","8,722",""
"Creative Planning","12/31/2019","468","8,282",""
"Baker Ellis Asset Management LLC","12/31/2019","460","8,150",""
"Osborn Williams & Donohoe LLC","12/31/2019","435","7,700",""
"MITCHELL MCLEOD PUGH & WILLIAMS INC","12/31/2019","432","7,650",""
"Banque Cantonale Vaudoise","12/31/2019","432","7,643",""
"AlphaStar Capital Management, LLC","12/31/2019","417","7,382",""
"Bristol Gate Capital Partners Inc.","12/31/2019","414","7,336",""
"Hemenway Trust Co LLC","12/31/2019","411","7,270",""
"Pennsylvania Trust Co","12/31/2019","407","7,205",""
"AMERICAN CENTURY COMPANIES INC","12/31/2019","399","7,061",""
"NWAM LLC","12/31/2019","368","6,515",""
"JANE STREET GROUP, LLC","12/31/2019","366","6,484",""
"Community Bank, N.A.","12/31/2019","362","6,400",""
"Regal Investment Advisors LLC","12/31/2019","357","6,324",""
"MIROVA","12/31/2019","350","6,188",""
"Mirae Asset Global Investments Co., Ltd.","12/31/2019","343","6,069",""
"MILLENNIUM MANAGEMENT LLC","12/31/2019","342","6,061",""
"Paloma Partners Management Co","12/31/2019","339","6,000",""
"FORBES J M & CO LLP","12/31/2019","339","6,000",""
"WELCH & FORBES LLC","12/31/2019","332","5,875",""
"180 WEALTH ADVISORS, LLC","12/31/2019","322","5,811",""
"Shoker Investment Counsel, Inc.","12/31/2019","322","5,717",""
"WELD CAPITAL MANAGEMENT LLC","12/31/2019","314","5,558",""
"BLAIR WILLIAM & CO/IL","12/31/2019","314","5,550",""
"Cetera Advisors LLC","12/31/2019","311","5,491",""
"Cairn Investment Group, Inc.","12/31/2019","310","5,490",""
"LPL Financial LLC","12/31/2019","299","5,285",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2019","298","5,284",""
"Dean Capital Investments Management, LLC","12/31/2019","296","5,234",""
"Guggenheim Capital LLC","12/31/2019","293","5,189",""
"GLENMEDE TRUST CO NA","12/31/2019","289","5,136",""
"Resources Investment Advisors, LLC.","12/31/2019","288","5,100",""
"Old North State Trust, LLC","12/31/2019","275","4,872",""
"OLD DOMINION CAPITAL MANAGEMENT INC","12/31/2019","272","4,819",""
"Parallel Advisors, LLC","12/31/2019","270","4,781",""
"Brandywine Oak Private Wealth LLC","12/31/2019","263","4,666",""
"Checchi Capital Advisers, LLC","12/31/2019","256","4,539",""
"Janney Montgomery Scott LLC","12/31/2019","250","4,432",""
"Blueshift Asset Management, LLC","12/31/2019","242","4,289",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2019","237","4,200",""
"Capital Investment Advisors, LLC","12/31/2019","236","4,175",""
"Aull & Monroe Investment Management Corp","12/31/2019","234","4,150",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2019","233","4,113",""
"LSV ASSET MANAGEMENT","12/31/2019","225","4,000",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2019","220","3,888",""
"Advisors Asset Management, Inc.","12/31/2019","218","3,860",""
"Sigma Planning Corp","12/31/2019","212","3,758",""
"BAHL & GAYNOR INC","12/31/2019","211","3,734",""
"FORT WASHINGTON INVESTMENT ADVISORS INC /OH/","12/31/2019","210","3,720",""
"ARGI Investment Services, LLC","12/31/2019","208","3,716",""
"OSSIAM","12/31/2019","209","3,700",""
"TRUIST FINANCIAL CORP","12/31/2019","205","3,636",""
"BOENNING & SCATTERGOOD, INC.","12/31/2019","205","3,626",""
"CAPROCK Group, Inc.","12/31/2019","203","3,602",""
"Campbell & CO Investment Adviser LLC","12/31/2019","202","3,579",""
"BNP PARIBAS ARBITRAGE, SA","12/31/2019","197","3,500",""
"Investors Research Corp","12/31/2019","198","3,500",""
"Cutler Group LP","12/31/2019","0","3,400","put"
"Advisory Services Network, LLC","12/31/2019","191","3,377",""
"Sowell Financial Services LLC","12/31/2019","189","3,344",""
"BlackRock Inc.","12/31/2019","175","3,098",""
"Endurance Wealth Management, Inc.","12/31/2019","172","3,042",""
"M&R CAPITAL MANAGEMENT INC","12/31/2019","161","2,860",""
"QUANTUM CAPITAL MANAGEMENT","12/31/2019","161","2,858",""
"Glassman Wealth Services","12/31/2019","160","2,841",""
"PATHSTONE FAMILY OFFICE, LLC","12/31/2019","1,518","2,687",""
"SMITHFIELD TRUST CO","12/31/2019","124","2,200",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2019","113","2,000",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2019","112","2,000",""
"Compagnie Lombard Odier SCmA","12/31/2019","110","1,940",""
"Geneos Wealth Management Inc.","12/31/2019","106","1,891",""
"FSA Wealth Management LLC","12/31/2019","100","1,763",""
"Sandy Spring Bank","12/31/2019","85","1,500",""
"Lindbrook Capital, LLC","12/31/2019","79","1,394",""
"Bogart Wealth, LLC","12/31/2019","75","1,319",""
"Zions Bancorporation, N.A.","12/31/2019","67","1,194",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2019","66","1,177",""
"KBC Group NV","12/31/2019","66","1,164",""
"IFP Advisors, Inc","12/31/2019","63","1,125",""
"LifePlan Financial Group, Inc","12/31/2019","61","1,085",""
"Firestone Capital Management","12/31/2019","56","1,000",""
"HM PAYSON & CO","12/31/2019","53","947",""
"MCMILLION CAPITAL MANAGEMENT INC","12/31/2019","47","840",""
"WHITTIER TRUST CO","12/31/2019","45","800",""
"LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA","12/31/2019","45","800",""
"Carroll Financial Associates, Inc.","12/31/2019","42","750",""
"Pinnacle Bank","12/31/2019","42","735",""
"Princeton Global Asset Management LLC","12/31/2019","37","650",""
"SYNOVUS FINANCIAL CORP","12/31/2019","37","650",""
"HALL LAURIE J TRUSTEE","12/31/2019","34","600",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2019","33","580",""
"SECURITY NATIONAL TRUST CO","12/31/2019","31","550",""
"Tower Research Capital LLC (TRC)","12/31/2019","31","540",""
"Balentine LLC","12/31/2019","30","532",""
"Kore Private Wealth LLC","12/31/2019","29","516",""
"Holloway Wealth Management, LLC","12/31/2019","29","516",""
"North Star Investment Management Corp.","12/31/2019","28","500",""
"Burt Wealth Advisors","12/31/2019","27","475",""
"Knott David M","12/31/2019","23","400",""
"Allred Capital Management, LLC","12/31/2019","22","400",""
"TFG Advisers LLC","12/31/2019","21","377",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2019","20","358",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2019","18","327",""
"Coastal Capital Group, Inc.","12/31/2019","18","326",""
"Rockefeller Capital Management L.P.","12/31/2019","18","316",""
"Private Capital Group, LLC","12/31/2019","16","295",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2019","16","292",""
"Arkadios Wealth Advisors","12/31/2019","14","263",""
"Kistler-Tiffany Companies, LLC","12/31/2019","15","261",""
"Mondrian Investment Partners LTD","12/31/2019","19","259",""
"AdvisorNet Financial, Inc","12/31/2019","14","248",""
"FIFTH THIRD BANCORP","12/31/2019","11","202",""
"TOMPKINS FINANCIAL CORP","12/31/2019","11","200",""
"Cascade Investment Advisors, Inc.","12/31/2019","11","200",""
"HUNTINGTON NATIONAL BANK","12/31/2019","11","200",""
"Gemmer Asset Management LLC","12/31/2019","11","190",""
"BARCLAYS PLC","12/31/2019","10","184",""
"TSFG, LLC","12/31/2019","10","180",""
"BerganKDV Wealth Management, LLC","12/31/2019","10","176",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2019","10","175",""
"Thomas J. Herzfeld Advisors, Inc.","12/31/2019","9","167",""
"EARNEST PARTNERS LLC","12/31/2019","9","161",""
"Weaver Consulting Group","12/31/2019","9","160",""
"CITY HOLDING CO","12/31/2019","8","150",""
"Lenox Wealth Management, Inc.","12/31/2019","8","148",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2019","7","135",""
"Berman Capital Advisors, LLC","12/31/2019","7","126",""
"CWM, LLC","12/31/2019","8","117",""
"WEALTHCARE CAPITAL MANAGEMENT LLC","12/31/2019","6","103",""
"Financial Perspectives, Inc","12/31/2019","5","100",""
"FORT WASHINGTON INVESTMENT ADVISORS INC /OH/","12/31/2019","6","100",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2019","6","100",""
"SRS Capital Advisors, Inc.","12/31/2019","6","100",""
"S.A. Mason LLC","12/31/2019","6","100",""
"Raab & Moskowitz Asset Management LLC","12/31/2019","5","89",""
"American Portfolios Advisors","12/31/2019","4","85",""
"TRUE Private Wealth Advisors","12/31/2019","4","74",""
"WEST BANCORPORATION INC","12/31/2019","4","62",""
"Tradewinds Capital Management, LLC","12/31/2019","3","55",""
"Lenox Wealth Advisors, LLC","12/31/2019","3","50",""
"Taylor Hoffman Wealth Management","12/31/2019","3","50",""
"Gradient Investments LLC","12/31/2019","3","49",""
"Pacitti Group Inc.","12/31/2019","3","48",""
"Archer Investment Corp","12/31/2019","2","37",""
"VALLEY NATIONAL ADVISERS INC","12/31/2019","2","32",""
"ACCURATE INVESTMENT SOLUTIONS, INC.","12/31/2019","1","25",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2019","1","21",""
"Advisory Alpha, LLC","12/31/2019","0","16",""
"PNC Financial Services Group, Inc.","12/31/2019","0","4",""
"Orion Portfolio Solutions, LLC","12/31/2019","0","2",""
"CREDIT AGRICOLE S A","12/31/2019","0","1",""
"PROEQUITIES, INC.","12/31/2019","0","0",""
