"Manager","Report Date","Value ($000)","Shares","Option Type"
"UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC","12/31/2024","82,518","1,536,085",""
"Nuveen Asset Management, LLC","12/31/2024","75,655","1,409,616",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2024","74,877","1,396,185",""
"HSBC HOLDINGS PLC","12/31/2024","72,092","1,342,932",""
"Russell Investments Group, Ltd.","12/31/2024","71,362","1,326,962",""
"FRANKLIN RESOURCES INC","12/31/2024","69,680","1,299,271",""
"AVIVA PLC","12/31/2024","69,507","1,296,998",""
"CIBC WORLD MARKET INC.","12/31/2024","69,224","1,288,600","put"
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2024","65,605","1,221,882",""
"Burgundy Asset Management Ltd.","12/31/2024","65,332","1,217,857",""
"Addenda Capital Inc.","12/31/2024","90,717","1,175,246",""
"SIG North Trading, ULC","12/31/2024","61,428","1,143,500","put"
"Bank of New York Mellon Corp","12/31/2024","58,838","1,095,285",""
"BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp","12/31/2024","57,588","1,073,809",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2024","55,842","1,039,516",""
"BlackRock, Inc.","12/31/2024","55,783","1,038,410",""
"UBS Group AG","12/31/2024","54,608","1,016,547",""
"CANADA LIFE ASSURANCE Co","12/31/2024","54,365","1,014,087",""
"CIBC WORLD MARKET INC.","12/31/2024","52,764","982,200","call"
"Korea Investment CORP","12/31/2024","50,247","936,201",""
"FIRST TRUST ADVISORS LP","12/31/2024","49,108","914,201",""
"Marathon Asset Management Ltd","12/31/2024","48,806","908,915",""
"Hillsdale Investment Management Inc.","12/31/2024","47,390","883,511",""
"NORTHERN TRUST CORP","12/31/2024","44,887","835,588",""
"CITIGROUP INC","12/31/2024","44,820","835,087",""
"SIG North Trading, ULC","12/31/2024","44,045","819,900","call"
"MILLENNIUM MANAGEMENT LLC","12/31/2024","61,832","801,500","put"
"BANK OF MONTREAL /CAN/","12/31/2024","42,582","794,000","put"
"LINCLUDEN MANAGEMENT LTD","12/31/2024","42,401","789,620",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2024","39,790","740,975",""
"State of Tennessee, Department of Treasury","12/31/2024","37,865","705,514",""
"Nexus Investment Management ULC","12/31/2024","37,425","698,537",""
"Pictet Asset Management Holding SA","12/31/2024","36,741","684,568",""
"APG Asset Management N.V.","12/31/2024","35,074","676,704",""
"Guardian Partners Inc.","12/31/2024","31,515","609,780",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2024","32,537","606,233",""
"D. E. Shaw & Co., Inc.","12/31/2024","31,235","582,000","put"
"CAISSE DE DEPOT ET PLACEMENT DU QUEBEC","12/31/2024","30,699","572,000",""
"D. E. Shaw & Co., Inc.","12/31/2024","30,623","570,600","call"
"CITADEL ADVISORS LLC","12/31/2024","30,034","559,100","call"
"Artemis Investment Management LLP","12/31/2024","27,452","511,877",""
"GUARDIAN CAPITAL LP","12/31/2024","25,828","481,235",""
"Galibier Capital Management Ltd.","12/31/2024","25,586","476,721",""
"BANK OF AMERICA CORP /DE/","12/31/2024","25,517","475,000","call"
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2024","25,484","474,559",""
"OMERS ADMINISTRATION Corp","12/31/2024","24,631","458,933",""
"TORONTO DOMINION BANK","12/31/2024","23,067","429,400",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2024","21,996","409,629",""
"NEUBERGER BERMAN GROUP LLC","12/31/2024","21,931","408,614",""
"MARSHALL WACE, LLP","12/31/2024","21,608","402,248",""
"AGF MANAGEMENT LTD","12/31/2024","30,651","397,097",""
"AXA S.A.","12/31/2024","21,154","393,798",""
"CITADEL ADVISORS LLC","12/31/2024","19,973","371,800","put"
"VAN ECK ASSOCIATES CORP","12/31/2024","19,566","364,598",""
"FAIRFAX FINANCIAL HOLDINGS LTD/ CAN","12/31/2024","19,271","359,100",""
"Aviso Financial Inc.","12/31/2024","18,629","347,013",""
"BARCLAYS PLC","12/31/2024","18,425","343,006",""
"AMERICAN CENTURY COMPANIES INC","12/31/2024","18,131","337,650",""
"FORSTA AP-FONDEN","12/31/2024","17,759","330,900",""
"CANERECTOR INC","12/31/2024","31,720","300,000",""
"Northwest & Ethical Investments L.P.","12/31/2024","16,066","299,730",""
"HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND","12/31/2024","15,562","290,000","call"
"Varma Mutual Pension Insurance Co","12/31/2024","15,385","286,656",""
"AMERIPRISE FINANCIAL INC","12/31/2024","15,681","279,905",""
"DekaBank Deutsche Girozentrale","12/31/2024","14,601","272,850",""
"Mn Services Vermogensbeheer B.V.","12/31/2024","14,234","265,200",""
"Triasima Portfolio Management inc.","12/31/2024","13,735","255,921",""
"Walleye Capital LLC","12/31/2024","13,408","249,600","put"
"Qube Research & Technologies Ltd","12/31/2024","13,160","245,396",""
"Walleye Trading LLC","12/31/2024","12,871","239,600","put"
"BANK OF NOVA SCOTIA TRUST CO","12/31/2024","12,760","237,543",""
"Euro Pacific Asset Management, LLC","12/31/2024","12,568","233,533",""
"Waratah Capital Advisors Ltd.","12/31/2024","12,094","225,137",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2024","11,936","222,516",""
"AMF Tjanstepension AB","12/31/2024","11,815","218,606",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2024","11,721","218,200",""
"Twin Tree Management, LP","12/31/2024","11,673","217,300","put"
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2024","11,525","216,142",""
"Coleford Investment Management Ltd.","12/31/2024","11,513","214,903",""
"LOUISBOURG INVESTMENTS INC.","12/31/2024","11,368","211,809",""
"Generali Asset Management SPA SGR","12/31/2024","15,540","201,326",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2024","10,486","195,200","call"
"Corient Private Wealth LLC","12/31/2024","10,215","190,154",""
"Investment Management Corp of Ontario","12/31/2024","10,164","189,212",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2024","9,965","185,500","put"
"USS Investment Management Ltd","12/31/2024","9,924","185,037",""
"NATIXIS","12/31/2024","9,910","184,492",""
"Allianz Asset Management GmbH","12/31/2024","9,458","176,235",""
"CIDEL ASSET MANAGEMENT INC","12/31/2024","9,284","172,986",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2024","8,660","160,686",""
"Unigestion Holding SA","12/31/2024","8,501","158,523",""
"Lorne Steinberg Wealth Management Inc.","12/31/2024","8,445","157,428",""
"ALLIANCEBERNSTEIN L.P.","12/31/2024","8,455","157,398",""
"ROYAL LONDON ASSET MANAGEMENT LTD","12/31/2024","8,364","155,706",""
"Eldred Rock Partners, LLC","12/31/2024","8,351","155,467",""
"Crossmark Global Holdings, Inc.","12/31/2024","8,272","153,991",""
"MILLENNIUM MANAGEMENT LLC","12/31/2024","11,578","150,000","call"
"Achmea Investment Management B.V.","12/31/2024","7,844","146,140",""
"JANUS HENDERSON GROUP PLC","12/31/2024","7,796","145,249",""
"Bridgewater Associates, LP","12/31/2024","7,376","137,431",""
"Maryland State Retirement & Pension System","12/31/2024","7,357","137,078",""
"Utah Retirement Systems","12/31/2024","7,342","136,811",""
"Keystone Financial Planning, Inc.","12/31/2024","7,166","133,404",""
"Rathbones Group PLC","12/31/2024","7,155","133,328",""
"Gold Investment Management Ltd.","12/31/2024","7,088","132,028",""
"PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO","12/31/2024","7,018","130,751",""
"STATE STREET CORP","12/31/2024","6,461","120,277",""
"Public Sector Pension Investment Board","12/31/2024","6,410","119,436",""
"Value Partners Investments Inc.","12/31/2024","8,615","111,609",""
"Value Partners Investments Inc.","12/31/2024","5,987","111,609",""
"JANE STREET GROUP, LLC","12/31/2024","5,778","107,572",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2024","11,852","106,749",""
"INTECH INVESTMENT MANAGEMENT LLC","12/31/2024","5,719","106,557",""
"American Assets Investment Management, LLC","12/31/2024","5,372","100,000",""
"Walleye Trading LLC","12/31/2024","5,372","100,000","call"
"BANK OF AMERICA CORP /DE/","12/31/2024","5,372","100,000","put"
"HSBC HOLDINGS PLC","12/31/2024","5,374","100,000","call"
"US BANCORP \DE\","12/31/2024","5,329","99,207",""
"CITADEL ADVISORS LLC","12/31/2024","5,258","97,878",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2024","5,116","95,400",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2024","5,049","93,995",""
"Americana Partners, LLC","12/31/2024","5,028","93,600",""
"NATIXIS ADVISORS, LLC","12/31/2024","4,953","92,201",""
"Assenagon Asset Management S.A.","12/31/2024","4,836","90,121",""
"OSSIAM","12/31/2024","4,735","88,239",""
"Walleye Capital LLC","12/31/2024","4,716","87,800","call"
"Ensign Peak Advisors, Inc","12/31/2024","4,642","86,506",""
"Twin Tree Management, LP","12/31/2024","4,523","84,200","call"
"MILLENNIUM MANAGEMENT LLC","12/31/2024","4,469","83,274",""
"Avanza Fonder AB","12/31/2024","6,313","81,793",""
"Pathway Financial Advisers, LLC","12/31/2024","3,958","73,690",""
"Fiera Capital Corp","12/31/2024","3,864","72,046",""
"FMR LLC","12/31/2024","3,597","67,001",""
"Federation des caisses Desjardins du Quebec","12/31/2024","3,532","65,900",""
"STIFEL FINANCIAL CORP","12/31/2024","3,461","64,427",""
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2024","3,447","64,177",""
"PCJ Investment Counsel Ltd.","12/31/2024","3,437","64,100",""
"BANK OF NOVA SCOTIA","12/31/2024","3,440","64,078",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2024","3,103","57,775",""
"Cardinal Capital Management","12/31/2024","3,023","56,282",""
"LPL Financial LLC","12/31/2024","2,975","55,386",""
"Ninepoint Partners LP","12/31/2024","2,973","55,356",""
"Harvest Portfolios Group Inc.","12/31/2024","2,952","54,975",""
"K.J. Harrison & Partners Inc","12/31/2024","2,935","54,794",""
"Quantinno Capital Management LP","12/31/2024","2,861","53,274",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2024","2,825","52,600","call"
"Metis Global Partners, LLC","12/31/2024","2,816","52,451",""
"ADVISORS MANAGEMENT GROUP INC /ADV","12/31/2024","2,744","51,086",""
"Creative Planning","12/31/2024","2,514","46,816",""
"Cumberland Partners Ltd","12/31/2024","2,447","45,683",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2024","4,918","44,302",""
"JONES FINANCIAL COMPANIES LLLP","12/31/2024","2,353","43,814",""
"WOLVERINE TRADING, LLC","12/31/2024","2,312","42,900","put"
"SHELL ASSET MANAGEMENT CO","12/31/2024","2,255","42,017",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2024","2,235","41,564",""
"Mariner, LLC","12/31/2024","2,197","40,894",""
"BESSEMER GROUP INC","12/31/2024","2,187","40,787",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2024","4,408","39,789",""
"Credit Agricole S A","12/31/2024","2,037","37,922",""
"WELLS FARGO & COMPANY/MN","12/31/2024","1,935","36,055",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2024","1,896","35,300","put"
"Laird Norton Wetherby Wealth Management, LLC","12/31/2024","1,892","35,237",""
"JANE STREET GROUP, LLC","12/31/2024","1,815","33,800","call"
"Walleye Capital LLC","12/31/2024","1,721","32,042",""
"RAYMOND JAMES FINANCIAL INC","12/31/2024","1,715","31,940",""
"Tacita Capital Inc","12/31/2024","1,687","31,487",""
"WOLVERINE TRADING, LLC","12/31/2024","1,687","31,300","call"
"Man Group plc","12/31/2024","1,670","31,106",""
"PRINCIPAL FINANCIAL GROUP INC","12/31/2024","1,620","30,200",""
"Cubist Systematic Strategies, LLC","12/31/2024","1,591","29,656",""
"WOLVERINE TRADING, LLC","12/31/2024","1,576","29,247",""
"First National Trust Co","12/31/2024","1,543","28,739",""
"Arnhold LLC","12/31/2024","1,536","28,600",""
"D. E. Shaw & Co., Inc.","12/31/2024","1,529","28,500",""
"Ipswich Investment Management Co., Inc.","12/31/2024","1,523","28,355",""
"HIGHLAND CAPITAL MANAGEMENT, LLC","12/31/2024","1,522","28,350",""
"PINNACLE ASSOCIATES LTD","12/31/2024","1,477","27,500",""
"Vanguard Personalized Indexing Management, LLC","12/31/2024","1,429","26,616",""
"PEAK6 LLC","12/31/2024","1,391","25,900","put"
"Genus Capital Management Inc.","12/31/2024","1,310","24,420","put"
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2024","1,290","24,024",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2024","1,288","23,986",""
"PRUDENTIAL PLC","12/31/2024","1,274","23,767",""
"UniSuper Management Pty Ltd","12/31/2024","1,829","23,700",""
"CIGNA INVESTMENTS INC /NEW","12/31/2024","1,228","22,864",""
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC","12/31/2024","1,215","22,629",""
"Aigen Investment Management, LP","12/31/2024","1,195","22,257",""
"Candriam S.C.A.","12/31/2024","1,184","22,070",""
"Ewing Morris & Co. Investment Partners Ltd.","12/31/2024","1,703","22,065",""
"Dynamic Technology Lab Private Ltd","12/31/2024","1,165","21,690",""
"SIGNATUREFD, LLC","12/31/2024","1,112","20,702",""
"Cetera Investment Advisers","12/31/2024","1,107","20,621",""
"SEI INVESTMENTS CO","12/31/2024","1,089","20,289",""
"Intrua Financial, LLC","12/31/2024","1,086","20,218",""
"Cornerstone Wealth Management, LLC","12/31/2024","1,075","20,020",""
"ONTARIO TEACHERS PENSION PLAN BOARD","12/31/2024","1,040","19,396",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2024","1,036","19,278",""
"Pacifica Partners Inc.","12/31/2024","1,011","18,888",""
"TODD ASSET MANAGEMENT LLC","12/31/2024","1,008","18,775",""
"Vise Technologies, Inc.","12/31/2024","961","17,905",""
"OSAIC HOLDINGS, INC.","12/31/2024","944","17,576",""
"Sienna Gestion","12/31/2024","909","16,954",""
"Plato Investment Management Ltd","12/31/2024","897","16,667",""
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP","12/31/2024","886","16,534",""
"Orca Wealth Management, LLC","12/31/2024","888","16,532",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2024","853","15,896",""
"Advisory Services Network, LLC","12/31/2024","839","15,622",""
"Cerity Partners LLC","12/31/2024","833","15,408",""
"Walleye Trading LLC","12/31/2024","812","15,118",""
"BAILARD, INC.","12/31/2024","807","15,035",""
"MOTCO","12/31/2024","798","14,872",""
"Texas Yale Capital Corp.","12/31/2024","782","14,557",""
"Cambridge Investment Research Advisors, Inc.","12/31/2024","777","14,472",""
"IEQ CAPITAL, LLC","12/31/2024","771","14,369",""
"BOWEN HANES & CO INC","12/31/2024","766","14,267",""
"Retirement Planning Group, LLC","12/31/2024","747","13,918",""
"Radnor Capital Management, LLC","12/31/2024","741","13,790",""
"Onex Canada Asset Management Inc.","12/31/2024","736","13,702",""
"PNC Financial Services Group, Inc.","12/31/2024","726","13,516",""
"Bogart Wealth, LLC","12/31/2024","718","13,366",""
"SIMPLEX TRADING, LLC","12/31/2024","686","12,779",""
"TRUIST FINANCIAL CORP","12/31/2024","685","12,760",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2024","676","12,590",""
"Ballentine Partners, LLC","12/31/2024","670","12,485",""
"M&T BANK CORP","12/31/2024","638","11,887",""
"Orion Portfolio Solutions, LLC","12/31/2024","625","11,646",""
"Orion Porfolio Solutions, LLC","12/31/2024","625","11,646",""
"HighTower Advisors, LLC","12/31/2024","614","11,438",""
"Executive Wealth Management, LLC","12/31/2024","609","11,352",""
"Snowden Capital Advisors LLC","12/31/2024","604","11,257",""
"Y-Intercept (Hong Kong) Ltd","12/31/2024","600","11,184",""
"Atomi Financial Group, Inc.","12/31/2024","594","11,065",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2024","582","10,850",""
"Samalin Investment Counsel, LLC","12/31/2024","576","10,740",""
"Pacer Advisors, Inc.","12/31/2024","574","10,698",""
"RHUMBLINE ADVISERS","12/31/2024","568","10,589",""
"MITCHELL MCLEOD PUGH & WILLIAMS INC","12/31/2024","557","10,381",""
"Janney Montgomery Scott LLC","12/31/2024","557","10,359",""
"SIG North Trading, ULC","12/31/2024","553","10,298",""
"Sigma Planning Corp","12/31/2024","551","10,267",""
"Arrowpoint Investment Partners (Singapore) Pte. Ltd.","12/31/2024","531","9,900","call"
"Pathstone Holdings, LLC","12/31/2024","518","9,704",""
"TWINBEECH CAPITAL LP","12/31/2024","519","9,673",""
"Arrowpoint Investment Partners (Singapore) Pte. Ltd.","12/31/2024","515","9,600","put"
"RITHOLTZ WEALTH MANAGEMENT","12/31/2024","507","9,451",""
"Andra AP-fonden","12/31/2024","702","9,100",""
"1900 WEALTH MANAGEMENT LLC","12/31/2024","488","9,096",""
"AQR CAPITAL MANAGEMENT LLC","12/31/2024","485","9,040",""
"Ruggaard & Associates LLC","12/31/2024","482","8,981",""
"SUMITOMO LIFE INSURANCE CO","12/31/2024","478","8,898",""
"Sumitomo Mitsui DS Asset Management Company, Ltd","12/31/2024","478","8,898",""
"GUGGENHEIM CAPITAL LLC","12/31/2024","462","8,608",""
"SILVERLAKE WEALTH MANAGEMENT LLC","12/31/2024","456","8,504",""
"Russell Investments Group, Ltd.","12/31/2024","414","7,723",""
"AlphaCore Capital LLC","12/31/2024","412","7,687",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2024","409","7,621",""
"Cohen Investment Advisors LLC","12/31/2024","408","7,610",""
"First Affirmative Financial Network","12/31/2024","403","7,513",""
"Virtu Financial LLC","12/31/2024","397","7,385",""
"ASAHI LIFE ASSET MANAGEMENT CO., LTD.","12/31/2024","373","6,950",""
"Equitable Holdings, Inc.","12/31/2024","357","6,656",""
"May Hill Capital, LLC","12/31/2024","356","6,645",""
"Lansforsakringar Fondforvaltning AB (publ)","12/31/2024","348","6,495",""
"Focus Partners Wealth","12/31/2024","348","6,482",""
"Focus Partners Wealth","12/31/2024","348","6,482",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2024","346","6,445",""
"Callahan Advisors, LLC","12/31/2024","344","6,420",""
"Private Advisor Group, LLC","12/31/2024","335","6,248",""
"FORBES J M & CO LLP","12/31/2024","322","6,000",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2024","319","5,942",""
"Arrowpoint Investment Partners (Singapore) Pte. Ltd.","12/31/2024","319","5,940",""
"PDS Planning, Inc","12/31/2024","310","5,776",""
"TOWNSQUARE CAPITAL LLC","12/31/2024","309","5,760",""
"ICONIQ Capital, LLC","12/31/2024","303","5,655",""
"Applied Capital LLC/FL","12/31/2024","301","5,616",""
"PEAK6 LLC","12/31/2024","300","5,600","call"
"Integrated Wealth Concepts LLC","12/31/2024","296","5,515",""
"Mediolanum International Funds Ltd","12/31/2024","292","5,445",""
"Tower Research Capital LLC (TRC)","12/31/2024","290","5,399",""
"Hemenway Trust Co LLC","12/31/2024","276","5,140",""
"Magnus Financial Group LLC","12/31/2024","273","5,100",""
"Transamerica Financial Advisors, Inc.","12/31/2024","271","5,034",""
"Prospera Financial Services Inc","12/31/2024","264","4,932",""
"Venture Visionary Partners LLC","12/31/2024","264","4,916",""
"Merit Financial Group, LLC","12/31/2024","263","4,905",""
"FOX RUN MANAGEMENT, L.L.C.","12/31/2024","263","4,896",""
"Old North State Trust, LLC","12/31/2024","262","4,872",""
"Westover Capital Advisors, LLC","12/31/2024","260","4,850",""
"SYON CAPITAL LLC","12/31/2024","260","4,842",""
"FIDUCIARY FINANCIAL GROUP, LLC","12/31/2024","246","4,802",""
"1620 INVESTMENT ADVISORS, INC.","12/31/2024","257","4,790",""
"NWAM LLC","12/31/2024","257","4,788",""
"MGO ONE SEVEN LLC","12/31/2024","254","4,737",""
"Sara-Bay Financial","12/31/2024","254","4,727",""
"West Family Investments, Inc.","12/31/2024","252","4,702",""
"Vident Advisory, LLC","12/31/2024","249","4,648",""
"Sequoia Financial Advisors, LLC","12/31/2024","237","4,416",""
"AE Wealth Management LLC","12/31/2024","235","4,376",""
"Five Oceans Advisors","12/31/2024","232","4,330",""
"Checchi Capital Advisers, LLC","12/31/2024","230","4,283",""
"Hexagon Capital Partners LLC","12/31/2024","228","4,249",""
"Squarepoint Ops LLC","12/31/2024","227","4,244",""
"Kestra Advisory Services, LLC","12/31/2024","225","4,196",""
"Mutual Advisors, LLC","12/31/2024","212","4,117",""
"Adero Partners, LLC","12/31/2024","220","4,096",""
"Savant Capital, LLC","12/31/2024","219","4,081",""
"HB Wealth Management, LLC","12/31/2024","219","4,079",""
"Callan Capital, LLC","12/31/2024","217","4,058",""
"Dynamic Advisor Solutions LLC","12/31/2024","216","4,038",""
"SBI Securities Co., Ltd.","12/31/2024","216","4,037",""
"Abel Hall, LLC","12/31/2024","214","4,000",""
"GPS Wealth Strategies Group, LLC","12/31/2024","213","3,980",""
"Enterprise Bank & Trust Co","12/31/2024","213","3,977",""
"Moran Wealth Management, LLC","12/31/2024","210","3,925",""
"BLAIR WILLIAM & CO/IL","12/31/2024","209","3,903",""
"Alan B Lancz & Associates, Inc.","12/31/2024","209","3,900",""
"GLENMEDE TRUST CO NA","12/31/2024","205","3,825",""
"Baskin Financial Services Inc.","12/31/2024","205","3,824",""
"KAVAR CAPITAL PARTNERS GROUP, LLC","12/31/2024","204","3,800",""
"JAMISON PRIVATE WEALTH MANAGEMENT, INC.","12/31/2024","202","3,765",""
"Almanack Investment Partners, LLC.","12/31/2024","201","3,758",""
"LSV ASSET MANAGEMENT","12/31/2024","199","3,700",""
"Addison Advisors LLC","12/31/2024","197","3,685",""
"Investors Research Corp","12/31/2024","171","3,200",""
"Parallel Advisors, LLC","12/31/2024","166","3,093",""
"PRINCIPAL SECURITIES, INC.","12/31/2024","163","3,046",""
"Mitsubishi UFJ Asset Management Co., Ltd.","12/31/2024","160","3,007",""
"Advisors Asset Management, Inc.","12/31/2024","157","2,933",""
"MACQUARIE GROUP LTD","12/31/2024","154","2,873",""
"Lindbrook Capital, LLC","12/31/2024","153","2,860",""
"Farther Finance Advisors, LLC","12/31/2024","151","2,813",""
"Cromwell Holdings LLC","12/31/2024","147","2,742",""
"Spartan Fund Management Inc.","12/31/2024","138","2,580",""
"Gulf International Bank (UK) Ltd","12/31/2024","138","2,575",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2024","138","2,573",""
"Ridgewood Investments LLC","12/31/2024","138","2,570",""
"Headlands Technologies LLC","12/31/2024","131","2,439",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2024","125","2,406",""
"CIBC Private Wealth Group LLC","12/31/2024","122","2,368",""
"CWM, LLC","12/31/2024","124","2,306",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2024","111","2,065",""
"Wilmington Savings Fund Society, FSB","12/31/2024","109","2,039",""
"Dunhill Financial, LLC","12/31/2024","95","1,771",""
"Clearstead Advisors, LLC","12/31/2024","90","1,687",""
"Steward Partners Investment Advisory, LLC","12/31/2024","85","1,597",""
"ATLAS CAPITAL ADVISORS INC.","12/31/2024","83","1,548",""
"EverSource Wealth Advisors, LLC","12/31/2024","81","1,522",""
"QUADRANT CAPITAL GROUP LLC","12/31/2024","79","1,475",""
"HARBOUR INVESTMENTS, INC.","12/31/2024","76","1,430",""
"Fortitude Family Office, LLC","12/31/2024","72","1,350",""
"BESSEMER GROUP INC","12/31/2024","70","1,301",""
"TOMPKINS FINANCIAL CORP","12/31/2024","69","1,300",""
"MassMutual Private Wealth & Trust, FSB","12/31/2024","63","1,176",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2024","61","1,141",""
"City State Bank","12/31/2024","56","1,055",""
"WHITTIER TRUST CO","12/31/2024","53","1,000",""
"NBT BANK N A /NY","12/31/2024","53","1,000",""
"Bollard Group LLC","12/31/2024","49","908",""
"Live Oak Investment Partners","12/31/2024","47","878",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2024","46","862",""
