"Manager","Report Date","Value ($000)","Shares","Option Type"
"HAZLETT, BURT & WATSON, INC.","12/31/2022","20","400",""
"CARY STREET PARTNERS INVESTMENT ADVISORY LLC","12/31/2022","19","396",""
"Capital Analysts, LLC","12/31/2022","19","384",""
"HALLMARK CAPITAL MANAGEMENT INC","12/31/2022","17","352",""
"BerganKDV Wealth Management, LLC","12/31/2022","16","346",""
"Asset Dedication, LLC","12/31/2022","16","331",""
"Ronald Blue Trust, Inc.","12/31/2022","16","329",""
"TRUST CO OF VERMONT","12/31/2022","15","310",""
"PNC Financial Services Group, Inc.","12/31/2022","15","309",""
"Front Row Advisors LLC","12/31/2022","15","300",""
"New Hampshire Trust","12/31/2022","14","300",""
"Accurate Wealth Management, LLC","12/31/2022","13","265",""
"Householder Group Estate & Retirement Specialist, LLC","12/31/2022","12","245",""
"Allworth Financial LP","12/31/2022","11","240",""
"HUNTINGTON NATIONAL BANK","12/31/2022","9","200",""
"IFP Advisors, Inc","12/31/2022","11","199",""
"First Personal Financial Services","12/31/2022","9","198",""
"Harvest Fund Management Co., Ltd","12/31/2022","9","193",""
"Coston, McIsaac & Partners","12/31/2022","9","187",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2022","8","166",""
"EARNEST PARTNERS LLC","12/31/2022","10","161",""
"JONES FINANCIAL COMPANIES LLLP","12/31/2022","8","159",""
"EverSource Wealth Advisors, LLC","12/31/2022","7","158",""
"AlphaMark Advisors, LLC","12/31/2022","7","150",""
"Retirement Group, LLC","12/31/2022","7","146",""
"Laurel Wealth Planning LLC","12/31/2022","7","144",""
"Belpointe Asset Management LLC","12/31/2022","6","139",""
"Newbridge Financial Services Group, Inc.","12/31/2022","6","138",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2022","6","135",""
"Schubert & Co","12/31/2022","5","117",""
"New England Capital Financial Advisors LLC","12/31/2022","5","100",""
"Carolina Wealth Advisors, LLC","12/31/2022","5","100",""
"Mascoma Wealth Management LLC","12/31/2022","4","100",""
"Financial Perspectives, Inc","12/31/2022","4","100",""
"Farmers & Merchants Trust Co of Chambersburg PA","12/31/2022","5","100",""
"Advisory Services Network, LLC","12/31/2022","4","94",""
"Coppell Advisory Solutions LLC","12/31/2022","4","89",""
"Coppell Advisory Solutions Corp.","12/31/2022","4","89",""
"JFS WEALTH ADVISORS, LLC","12/31/2022","4","87",""
"Bell Investment Advisors, Inc","12/31/2022","4","86",""
"Financial Management Professionals, Inc.","12/31/2022","4","85",""
"MONEY CONCEPTS CAPITAL CORP","12/31/2022","3","77",""
"Penserra Capital Management LLC","12/31/2022","3","64",""
"PFG Private Wealth Management, LLC","12/31/2022","3","54",""
"Daiwa Securities Group Inc.","12/31/2022","2","50",""
"Iron Horse Wealth Management, LLC","12/31/2022","2","45",""
"Endurance Wealth Management, Inc.","12/31/2022","2","42",""
"Archer Investment Corp","12/31/2022","1","37",""
"SOA Wealth Advisors, LLC.","12/31/2022","1","25",""
"Gyon Technologies Capital Management, LP","12/31/2022","0","13",""
"DecisionPoint Financial, LLC","12/31/2022","0","9",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2022","0","0",""
"Sierra Capital LLC","12/31/2022","0","0",""
"Erste Asset Management GmbH","12/31/2022","0","0",""
