"Manager","Report Date","Value ($000)","Shares","Option Type"
"Cape Investment Advisory, Inc.","12/31/2023","3","71",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2023","3","70",""
"Frazier Financial Advisors, LLC","12/31/2023","2","59",""
"Daiwa Securities Group Inc.","12/31/2023","2","50",""
"Avior Wealth Management, LLC","12/31/2023","2","49",""
"Blue Trust, Inc.","12/31/2023","2","43",""
"ICA Group Wealth Management, LLC","12/31/2023","1","41",""
"Archer Investment Corp","12/31/2023","1","37",""
"NewEdge Advisors, LLC","12/31/2023","1","31",""
"Gradient Investments LLC","12/31/2023","1","30",""
"SOA Wealth Advisors, LLC.","12/31/2023","1","25",""
"PRINCIPAL SECURITIES, INC.","12/31/2023","0","17",""
"CALDWELL SUTTER CAPITAL, INC.","12/31/2023","0","14",""
"DecisionPoint Financial, LLC","12/31/2023","0","9",""
"Bollard Group LLC","12/31/2023","0","1",""
"Erste Asset Management GmbH","12/31/2023","0","0",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2023","0","0",""
