"Manager","Report Date","Value ($000)","Shares","Option Type"
"Bogart Wealth, LLC","12/31/2022","170","1,881",""
"HUNTINGTON NATIONAL BANK","12/31/2022","162","1,795",""
"Operose Advisors LLC","12/31/2022","159","1,759",""
"GRAYHAWK INVESTMENT STRATEGIES INC.","12/31/2022","6","1,750",""
"Parallax Volatility Advisers, L.P.","12/31/2022","144","1,600","call"
"Steward Partners Investment Advisory, LLC","12/31/2022","132","1,460",""
"BDO Wealth Advisors, LLC","12/31/2022","129","1,431",""
"BESSEMER GROUP INC","12/31/2022","127","1,400",""
"WEBSTER BANK, N. A.","12/31/2022","127","1,400",""
"Cyrus J. Lawrence, LLC","12/31/2022","127","1,400",""
"Allworth Financial LP","12/31/2022","123","1,361",""
"TOBAM","12/31/2022","123","1,355",""
"Bartlett & Co. LLC","12/31/2022","120","1,330",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2022","120","1,330",""
"WHITTIER TRUST CO","12/31/2022","111","1,233",""
"TRUST CO OF VERMONT","12/31/2022","110","1,220",""
"JTC Employer Solutions Trustee Ltd","12/31/2022","105","1,162",""
"JANICZEK WEALTH MANAGEMENT, LLC","12/31/2022","103","1,060",""
"CENTRAL TRUST Co","12/31/2022","93","1,030",""
"WASHINGTON TRUST Co","12/31/2022","90","1,000",""
"JNBA Financial Advisors","12/31/2022","90","1,000",""
"AdvisorNet Financial, Inc","12/31/2022","90","1,000",""
"TOMPKINS FINANCIAL CORP","12/31/2022","91","1,000",""
"Iron Horse Wealth Management, LLC","12/31/2022","89","980",""
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","12/31/2022","86","960",""
"CONTRAVISORY INVESTMENT MANAGEMENT, INC.","12/31/2022","86","953",""
"SRS Capital Advisors, Inc.","12/31/2022","74","818",""
"Bray Capital Advisors","12/31/2022","72","800",""
"Cowen Prime Advisors LLC","12/31/2022","68","753",""
"NewEdge Advisors, LLC","12/31/2022","51","748",""
"Baird Financial Group, Inc.","12/31/2022","61","674",""
"Sutton Wealth Advisors Inc.","12/31/2022","56","628",""
"Compass Wealth Management LLC","12/31/2022","54","600",""
"Princeton Global Asset Management LLC","12/31/2022","54","600",""
"DUNCKER STREETT & CO INC","12/31/2022","47","526",""
"Ronald Blue Trust, Inc.","12/31/2022","46","526",""
"PNC Financial Services Group, Inc.","12/31/2022","46","513",""
"Grove Bank & Trust","12/31/2022","46","510",""
"CWM, LLC","12/31/2022","45","492",""
"Capital Analysts, LLC","12/31/2022","40","444",""
"Stonebridge Capital Advisors LLC","12/31/2022","39","439",""
"Glassman Wealth Services","12/31/2022","37","417",""
"Winch Advisory Services, LLC","12/31/2022","32","350",""
"PRIVATE TRUST CO NA","12/31/2022","32","350",""
"Compagnie Lombard Odier SCmA","12/31/2022","31","340",""
"Zions Bancorporation, N.A.","12/31/2022","28","317",""
"Belpointe Asset Management LLC","12/31/2022","28","315",""
"Banque Cantonale Vaudoise","12/31/2022","27","300",""
"Global Retirement Partners, LLC","12/31/2022","26","291",""
"Johnson Midwest Financial, LLC","12/31/2022","26","286",""
"Hexagon Capital Partners LLC","12/31/2022","25","282",""
"Financial Management Professionals, Inc.","12/31/2022","24","261",""
"WFA of San Diego, LLC","12/31/2022","22","250",""
"Daiwa Securities Group Inc.","12/31/2022","23","250",""
"CITADEL ADVISORS LLC","12/31/2022","22","245",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2022","21","240",""
"Harvest Fund Management Co., Ltd","12/31/2022","20","224",""
"Financial Avengers, Inc.","12/31/2022","19","213",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2022","19","212",""
"Sargent Bickham Lagudis LLC","12/31/2022","19","211",""
"MONEY CONCEPTS CAPITAL CORP","12/31/2022","18","200",""
"WFA Asset Management Corp","12/31/2022","16","181",""
"JFS WEALTH ADVISORS, LLC","12/31/2022","15","170",""
"GHP Investment Advisors, Inc.","12/31/2022","14","161",""
"McIlrath & Eck, LLC","12/31/2022","14","160",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2022","14","159",""
"U.S. Capital Wealth Advisors, LLC","12/31/2022","13","155",""
"Focused Wealth Management, Inc","12/31/2022","13","150",""
"NORTHWEST INVESTMENT COUNSELORS, LLC","12/31/2022","13","150",""
"Westside Investment Management, Inc.","12/31/2022","13","150",""
"Tradewinds Capital Management, LLC","12/31/2022","11","125",""
"Farmers & Merchants Trust Co of Chambersburg PA","12/31/2022","11","117",""
"MCF Advisors LLC","12/31/2022","9","110",""
"Oakworth Capital, Inc.","12/31/2022","9","109",""
"IFP Advisors, Inc","12/31/2022","6","100",""
"Accurate Wealth Management, LLC","12/31/2022","9","100",""
"EverSource Wealth Advisors, LLC","12/31/2022","9","100",""
"City State Bank","12/31/2022","9","100",""
"CLEAR STREET MARKETS LLC","12/31/2022","9","100",""
"MARK SHEPTOFF FINANCIAL PLANNING, LLC","12/31/2022","9","100",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2022","8","97",""
"Schubert & Co","12/31/2022","8","93",""
"MBM Wealth Consultants, LLC","12/31/2022","8","87",""
"EARNEST PARTNERS LLC","12/31/2022","9","81",""
"IAG Wealth Partners, LLC","12/31/2022","6","67",""
"Bell Investment Advisors, Inc","12/31/2022","5","65",""
"Householder Group Estate & Retirement Specialist, LLC","12/31/2022","5","62",""
"Pathway Financial Advisers, LLC","12/31/2022","5","60",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2022","4","53",""
"Mascoma Wealth Management LLC","12/31/2022","4","50",""
"Financial Perspectives, Inc","12/31/2022","3","43",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2022","3","42",""
"MOTCO","12/31/2022","3","40",""
"Colonial Trust Advisors","12/31/2022","3","40",""
"Penserra Capital Management LLC","12/31/2022","3","36",""
"PFG Private Wealth Management, LLC","12/31/2022","3","34",""
"Sugarloaf Wealth Management, LLC","12/31/2022","2","33",""
"Western Pacific Wealth Management, LP","12/31/2022","2","32",""
"First Horizon Advisors, Inc.","12/31/2022","2","28",""
"Fortis Capital Advisors, LLC","12/31/2022","2","26",""
"Sandy Spring Bank","12/31/2022","2","23",""
"CULLEN/FROST BANKERS, INC.","12/31/2022","1","12",""
"Grey Fox Wealth Advisors, LLC","12/31/2022","1","12",""
"CoreCap Advisors, LLC","12/31/2022","1","12",""
"Baystate Wealth Management LLC","12/31/2022","1","11",""
"D.A. DAVIDSON & CO.","12/31/2022","30","10","put"
"NATIXIS","12/31/2022","0","1",""
"Moisand Fitzgerald Tamayo, LLC","12/31/2022","0","1",""
"Erste Asset Management GmbH","12/31/2022","0","0",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2022","0","0",""
