"Manager","Report Date","Value ($000)","Shares","Option Type"
"TFG Advisers LLC","12/31/2019","34","446",""
"SYNOVUS FINANCIAL CORP","12/31/2019","34","439",""
"Global Retirement Partners, LLC","12/31/2019","33","421",""
"WHITTIER TRUST CO","12/31/2019","31","405",""
"Eudaimonia Partners, LLC","12/31/2019","30","388",""
"Tower Research Capital LLC (TRC)","12/31/2019","29","383",""
"Financial Architects, Inc","12/31/2019","29","372",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2019","28","363",""
"Winch Advisory Services, LLC","12/31/2019","27","350",""
"Compagnie Lombard Odier SCmA","12/31/2019","26","340",""
"CULLEN/FROST BANKERS, INC.","12/31/2019","25","321",""
"Gradient Investments LLC","12/31/2019","24","316",""
"MARK SHEPTOFF FINANCIAL PLANNING, LLC","12/31/2019","23","300",""
"BARCLAYS PLC","12/31/2019","23","300","put"
"Pinnacle Bank","12/31/2019","21","265",""
"Squar Milner Financial Services LLC","12/31/2019","19","250",""
"Ellis Investment Partners, LLC","12/31/2019","18","233",""
"TRUE Private Wealth Advisors","12/31/2019","17","225",""
"SRS Capital Advisors, Inc.","12/31/2019","17","219",""
"Kore Private Wealth LLC","12/31/2019","17","215",""
"Mondrian Investment Partners LTD","12/31/2019","21","213",""
"Sargent Bickham Lagudis LLC","12/31/2019","16","211",""
"Balentine LLC","12/31/2019","16","202",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2019","14","190",""
"Pacitti Group Inc.","12/31/2019","15","188",""
"Focused Wealth Management, Inc","12/31/2019","12","150",""
"Retirement Network","12/31/2019","12","150",""
"PNC Financial Services Group, Inc.","12/31/2019","10","130",""
"Tradewinds Capital Management, LLC","12/31/2019","10","125",""
"IAG Wealth Partners, LLC","12/31/2019","10","125",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2019","10","124",""
"TD AMERITRADE INVESTMENT MANAGEMENT, LLC","12/31/2019","9","122",""
"Wealth Quarterback LLC","12/31/2019","8","114",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2019","8","109",""
"Carroll Financial Associates, Inc.","12/31/2019","8","105",""
"HBC Financial Services, PLLC","12/31/2019","8","100",""
"MANCHESTER FINANCIAL INC","12/31/2019","8","100",""
"FTB Advisors, Inc.","12/31/2019","7","93",""
"MBM Wealth Consultants, LLC","12/31/2019","7","87",""
"Tarbox Family Office, Inc.","12/31/2019","7","86",""
"McCarthy Grittinger Financial Group, LLC","12/31/2019","6","86",""
"Coastal Investment Advisors, Inc.","12/31/2019","7","86",""
"EARNEST PARTNERS LLC","12/31/2019","6","81",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2019","6","73",""
"LS Investment Advisors, LLC","12/31/2019","6","72",""
"Advisory Alpha, LLC","12/31/2019","4","62",""
"Sofos Investments, Inc.","12/31/2019","5","61",""
"WEALTHCARE CAPITAL MANAGEMENT LLC","12/31/2019","4","54",""
"INSTITUTIONAL & FAMILY ASSET MANAGEMENT, LLC","12/31/2019","4","53",""
"BerganKDV Wealth Management, LLC","12/31/2019","4","50",""
"Taylor Hoffman Wealth Management","12/31/2019","4","50",""
"EVOKE WEALTH, LLC","12/31/2019","3","45",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2019","3","44",""
"Financial Perspectives, Inc","12/31/2019","3","42",""
"MOTCO","12/31/2019","3","40",""
"Jacobi Capital Management LLC","12/31/2019","3","36",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2019","2","36",""
"Lenox Wealth Advisors, LLC","12/31/2019","3","35",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2019","3","35",""
"Berman Capital Advisors, LLC","12/31/2019","2","35",""
"Sugarloaf Wealth Management, LLC","12/31/2019","3","33",""
"Personal Wealth Partners","12/31/2019","3","33",""
"Lenox Wealth Management, Inc.","12/31/2019","2","31",""
"Baystate Wealth Management LLC","12/31/2019","2","26",""
"Sofos Investments, Inc.","12/31/2019","78","25",""
"TSFG, LLC","12/31/2019","2","25",""
"CWM, LLC","12/31/2019","2","24",""
"Column Capital Advisors, LLC","12/31/2019","1","17",""
"Citizens Financial Group Inc/RI","12/31/2019","1","15",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2019","1","11",""
"Private Capital Group, LLC","12/31/2019","0","9",""
"Glassman Wealth Services","12/31/2019","1","8",""
"Orion Portfolio Solutions, LLC","12/31/2019","0","1",""
"PROEQUITIES, INC.","12/31/2019","0","0",""
"IFP Advisors, Inc","12/31/2019","0","0",""
