"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"MSFT","MICROSOFT CORP","COM","594918104","557,020","7.0%","1,481,280","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","463,368","5.8%","3,317,120","",""
"AMZN","AMAZON COM INC","COM","023135106","318,910","4.0%","2,098,923","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","268,655","3.4%","506,143","",""
"ADBE","ADOBE INC","COM","00724F101","250,041","3.2%","419,111","",""
"BBU","BROOKFIELD BUSINESS PARTNERS","UNIT LTD L P","G16234109","247,770","3.1%","12,039,362","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","243,892","3.1%","571,832","",""
"LIN","LINDE PLC","SHS","G54950103","214,133","2.7%","521,373","",""
"OTIS","OTIS WORLDWIDE CORP","COM","68902V107","207,929","2.6%","2,324,016","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","198,347","2.5%","1,166,064","",""
"ADI","ANALOG DEVICES INC","COM","032654105","189,525","2.4%","954,499","",""
"SPGI","S&P GLOBAL INC","COM","78409V104","185,458","2.3%","421,000","",""
"ELV","ELEVANCE HEALTH INC","COM","036752103","184,871","2.3%","392,042","",""
"NVDA","NVIDIA CORPORATION","COM","67066G104","178,122","2.2%","359,684","",""
"AON","AON PLC","SHS CL A","G0403H108","172,943","2.2%","594,265","",""
"AAPL","APPLE INC","COM","037833100","168,806","2.1%","876,778","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","166,273","2.1%","2,295,645","",""
"UNP","UNION PAC CORP","COM","907818108","163,046","2.1%","663,817","",""
"SYK","STRYKER CORPORATION","COM","863667101","161,375","2.0%","538,889","",""
"WM","WASTE MGMT INC DEL","COM","94106L109","160,974","2.0%","898,796","",""
"T.TO","TELUS CORPORATION","COM","87971M103","151,561","1.9%","8,475,357","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","151,494","1.9%","2,301,125","",""
"PLD","PROLOGIS INC.","COM","74340W103","145,944","1.8%","1,094,857","",""
"NEE","NEXTERA ENERGY INC","COM","65339F101","145,842","1.8%","2,401,103","",""
"RY.TO","ROYAL BK CDA","COM","780087102","145,758","1.8%","1,434,306","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","145,022","1.8%","413,276","",""
"BBUC","BROOKFIELD BUSINESS CORP","CL A EXC SUB VTG","11259V106","140,138","1.8%","6,019,681","",""
"CBRE","CBRE GROUP INC","CL A","12504L109","136,185","1.7%","1,462,949","",""
"PXD","PIONEER NAT RES CO","COM","723787107","130,610","1.6%","580,800","",""
"HON","HONEYWELL INTL INC","COM","438516106","127,497","1.6%","607,970","",""
"HES","HESS CORP","COM","42809H107","122,305","1.5%","848,400","",""
"FTS.TO","FORTIS INC","COM","349553107","100,802","1.3%","2,438,417","",""
"TRP.TO","TC ENERGY CORP","COM","87807B107","98,779","1.2%","2,516,423","",""
"CVX","CHEVRON CORP NEW","COM","166764100","98,415","1.2%","659,800","",""
"BN.TO","BROOKFIELD CORP","CL A LTD VT SH","11271J107","92,989","1.2%","2,317,789","",""
"DG","DOLLAR GEN CORP NEW","COM","256677105","92,704","1.2%","681,900","",""
"ARCC","ARES CAPITAL CORP","COM","04010L103","79,575","1.0%","3,972,793","",""
"TJX","TJX COS INC NEW","COM","872540109","76,027","1.0%","810,439","",""
"MCD","MCDONALDS CORP","COM","580135101","71,162","0.9%","240,000","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","49,544","0.6%","104,235","",""
"HDB","HDFC BANK LTD","SPONSORED ADS","40415F101","49,461","0.6%","737,018","",""
"GBDC","GOLUB CAP BDC INC","COM","38173M102","47,731","0.6%","3,161,011","",""
"BXSL","BLACKSTONE SECD LENDING FD","COMMON STOCK","09261X102","39,332","0.5%","1,423,015","",""
"CM.TO","CANADIAN IMPERIAL BK COMM TO","COM","136069101","34,532","0.4%","713,700","",""
"YUMC","YUM CHINA HLDGS INC","COM","98850P109","32,122","0.4%","755,040","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","27,783","0.4%","368,825","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","22,012","0.3%","339,000","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","21,870","0.3%","219,955","",""
"BNS.TO","BANK NOVA SCOTIA HALIFAX","COM","064149107","21,151","0.3%","432,400","",""
"GTLB","GITLAB INC","CLASS A COM","37637K108","17,314","0.2%","275,000","",""
"AVGO","BROADCOM INC","COM","11135F101","15,564","0.2%","13,944","",""
