"Manager","Report Date","Value ($000)","Shares","Option Type"
"JANE STREET GROUP, LLC","12/31/2023","23,074","1,044,100","call"
"SIMPLEX TRADING, LLC","12/31/2023","1,354","61,300","call"
"GROUP ONE TRADING, L.P.","12/31/2023","680","30,800","call"
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2023","0","0","call"
