"Manager","Report Date","Value ($000)","Shares","Option Type"
"GROUP ONE TRADING, L.P.","12/31/2020","891","50,000","call"
"Waratah Capital Advisors Ltd.","12/31/2020","18","30,300","call"
"SIMPLEX TRADING, LLC","12/31/2020","2,865","1,608","call"
"PROEQUITIES, INC.","12/31/2020","0","0","call"
