"Manager","Report Date","Value ($000)","Shares","Option Type"
"SIMPLEX TRADING, LLC","12/31/2022","849","47,600","call"
"JANE STREET GROUP, LLC","12/31/2022","756","42,400","call"
"GROUP ONE TRADING, L.P.","12/31/2022","394","22,100","call"
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2022","0","0","call"
