Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
BEP,Brookfield Renewable Partners LP,LP UNITS,G16258108,"2,614,495",22%,"56,068,944",,
EAF,GrafTech International Ltd,COM,384313508,"2,165,484",19%,"199,216,541",,
TERP,TERRAFORM POWER INC,COMMON STOCK,88104R100,"2,151,067",18%,"139,631,666",,
BPY,Brookfield Property Partners LP,LP UNITS,G16249107,"1,493,913",13%,"81,723,887",,
BBU,Brookfield Business Partners LP,LP UNITS,G16234109,"1,023,094",8.8%,"24,784,250",,
,Norbord Inc.,COM,65548P403,"930,171",8.0%,"34,787,535",,
TOO,Teekay Offshore Partners LP,PARTNERSHIP UN,Y8565J101,"463,575",4.0%,"301,022,398",,
VST,Vistra Energy Corp,COM,92840M102,"461,257",3.9%,"20,063,367",,
TA.TO,TRANSALTA CORPORATION,COMMON STOCK,89346D107,"100,252",0.9%,"14,031,743",,
OIBZQ,OI S A,SPONSORED ADR,670851500,"99,738",0.9%,"107,061,759",,
SPY,SPDR S&P 500 ETF TR,TR UNIT,78462F103,"64,372",0.6%,"200,000",,put
BPYU,Brookfield Property REIT Inc,CLASS A,11282X103,"56,020",0.5%,"3,036,315",,
CBB,Cincinnati Bell Inc,COMMON STOCK,171871502,"24,514",0.2%,"2,339,118",,
BIP,Brookfield Infrastructure Partners LP,LP UNITS,G16252101,"12,480",0.1%,"249,645",,
FPAC,FAR PT ACQUISITION CORP,COMMON CL A,30734W109,"5,682",0.0%,"550,000",,
KRA,KRATON CORP,COMMON,50077C106,"4,785",0.0%,"188,893",,
NSCO,NESCO HLDGS INC,COMMON,64083J104,"4,466",0.0%,"1,086,539",,
CCO,CLEAR CHANNEL OUTDOOR HLDGS,COMMON,18453H106,"3,477",0.0%,"1,215,894",,
GDX,VANECK VECTORS ETF TR,GOLD MINERS ETF,92189F106,"2,928",0.0%,"100,000",,
CNR,CORNERSTONE BLDG BRANDS INC,COMMON,21925D109,"2,191",0.0%,"257,500",,
RIG,TRANSOCEAN LTD,COMMON,H8817H100,"1,339",0.0%,"194,633",,
BPYU,Brookfield Property REIT,CLASS A COMMON,11282X103,813,0.0%,"44,070",,
,NESCO HLDGS INC,WARRANT,64083J112,758,0.0%,"1,613,450",,
REG,Regency CTRS Corp.,COMMON STOCK,758849103,45,0.0%,721,,
