"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TRUST","* SPDR S&P 500 ETF TR TR UNIT","78462F103","861,997","52%","1,813,548","",""
"INDA","ISHARES MSCI INDIA ETF","* ISHARES TR MSCI INDIA ETF","46429B598","138,855","8.4%","2,844,800","",""
"EWY","ISHARES MSCI SOUTH KOREA ETF","* ISHARES INC MSCI STH KOR ETF","464286772","99,191","6.0%","1,513,673","",""
"MCW","MISTER CAR WASH INC","COM","60646V105","80,086","4.8%","9,269,238","",""
"IGSB","ISHARES TRUST ISHARES 1-5 YEAR INVESTMENT GRADE CORPORATE BOND ETF","* ISHARES TR ISHS 1-5YR INVS","464288646","77,374","4.7%","1,509,000","",""
"QQQ","INVESCO QQQ TRUST SERIES 1","* INVESCO QQQ TR UNIT SER 1","46090E103","72,755","4.4%","177,660","",""
"EWT","ISHARES MSCI TAIWAN ETF","* ISHARES INC MSCI TAIWAN ETF","46434G772","58,539","3.5%","1,271,750","",""
"PLD","PROLOGIS INC","* PROLOGIS INC. COM","74340W103","49,102","3.0%","368,359","",""
"XVV","ISHARES ESG SCREENED S&P 500 ETF","* ISHARES TR ESG SCRND S&P500","46436E569","29,947","1.8%","823,040","",""
"CCAP","CRESCENT CAPITAL BDC INC","* CRESCENT CAP BDC INC COM","225655109","29,652","1.8%","1,706,082","",""
"AVB","AVALONBAY COMMUNITIES INC","* AVALONBAY CMNTYS INC COM","053484101","28,163","1.7%","150,427","",""
"IVV","ISHARES CORE S&P 500 ETF","* ISHARES TR CORE S&P500 ETF","464287200","26,022","1.6%","54,481","",""
"DLR","DIGITAL REALTY TRUST INC","* DIGITAL RLTY TR INC COM","253868103","20,978","1.3%","155,875","",""
"CPT","CAMDEN PROPERTY TRUST","* CAMDEN PPTY TR SH BEN INT","133131102","15,840","1.0%","159,528","",""
"VOO","VANGUARD S&P 500 ETF","* VANGUARD INDEX FDS S&P 500 ETF SHS","922908363","15,303","0.9%","35,034","",""
"REXR","REXFORD INDUSTRIAL REALTY INC","* REXFORD INDL RLTY INC COM","76169C100","14,017","0.8%","249,854","",""
"FR","FIRST INDUSTRIAL REALTY TRUST INC","* FIRST INDL RLTY TR INC COM","32054K103","13,318","0.8%","252,856","",""
"EWU","ISHARES MSCI UNITED KINGDOM INDEX FUND","* ISHARES TR MSCI UK ETF NEW","46435G334","9,069","0.5%","274,393","",""
"EWJ","ISHARES MSCI JAPAN UCITS ETF","* ISHARES INC MSCI JPN ETF NEW","46434G822","6,952","0.4%","108,389","",""
"EFA","ISHARES MSCI EAFE INDEX FUND","* ISHARES TR MSCI EAFE ETF","464287465","3,060","0.2%","40,612","",""
"EWQ","ISHARES MSCI FRANCE ETF","* ISHARES INC MSCI FRANCE ETF","464286707","2,374","0.1%","60,600","",""
"EWW","ISHARES MSCI MEXICO CAPPED ETF","* ISHARES INC MSCI MEXICO ETF","464286822","1,064","0.1%","15,685","",""
"EAF","GRAFTECH INTERNATIONAL LTD","* GRAFTECH INTL LTD COM","384313508","719","0.0%","841,528","",""
"EWG","ISHARES MSCI GERMANY ETF","* ISHARES INC MSCI GERMANY ETF","464286806","508","0.0%","17,125","",""
