"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TRUST","* SPDR S&P 500 ETF TR TR UNIT","78462F103","712,259","55%","1,862,458","",""
"MCW","MISTER CAR WASH INC","COM","60646V105","85,555","6.5%","9,269,238","",""
"IGSB","ISHARES TRUST ISHARES 1-5 YEAR INVESTMENT GRADE CORPORATE BOND ETF","* ISHARES TR ISHS 1-5YR INVS","464288646","75,178","5.8%","1,509,000","",""
"QQQ","INVESCO QQQ TRUST SERIES 1","* INVESCO QQQ TR UNIT SER 1","46090E103","52,763","4.0%","198,150","",""
"JPST","J P MORGAN EXCHANGE TRADED F","ULTRA SHRT INC","46641Q837","46,538","3.6%","928,354","",""
"PLD","PROLOGIS INC","* PROLOGIS INC. COM","74340W103","41,525","3.2%","368,359","",""
"NEAR","ISHARES U S ETF TR","BLACKROCK ST MAT","46431W507","39,921","3.1%","810,259","",""
"MINT","PIMCO ETF TR","ENHAN SHRT MA AC","72201R833","39,685","3.0%","402,286","",""
"VOO","VANGUARD S&P 500 ETF","* VANGUARD INDEX FDS S&P 500 ETF SHS","922908363","27,103","2.1%","77,143","",""
"CPT","CAMDEN PROPERTY TRUST","* CAMDEN PPTY TR SH BEN INT","133131102","24,141","1.8%","215,784","",""
"XVV","ISHARES ESG SCREENED S&P 500 ETF","ISHARES TR ESG SCRND S&P500","46436E569","23,395","1.8%","823,040","",""
"IVV","ISHARES MSCI EAFE INDEX FUND","* ISHARES TR CORE S&P500 ETF","464287200","19,519","1.5%","50,803","",""
"AVB","AVALONBAY COMMUNITIES INC","* AVALONBAY CMNTYS INC COM","053484101","17,128","1.3%","106,048","",""
"CCAP","CRESCENT CAPITAL BDC INC","* CRESCENT CAP BDC INC COM","225655109","13,759","1.1%","1,076,654","",""
"REXR","REXFORD INDUSTRIAL REALTY INC","* REXFORD INDL RLTY INC COM","76169C100","13,652","1.0%","249,854","",""
"FR","FIRST INDUSTRIAL REALTY TRUST INC","* FIRST INDL RLTY TR INC COM","32054K103","12,202","0.9%","252,856","",""
"EWU","ISHARES MSCI UNITED KINGDOM INDEX FUND","* ISHARES TR MSCI UK ETF NEW","46435G334","8,587","0.7%","280,073","",""
"EWJ","ISHARES MSCI JAPAN UCITS ETF","* ISHARES INC MSCI JPN ETF NEW","46434G822","6,317","0.5%","116,039","",""
"VYM","VANGUARD WHITEHALL FDS","HIGH DIV YLD","921946406","6,137","0.5%","56,722","",""
"VEU","VANGUARD INTL EQUITY INDEX F","ALLWRLD EX US","922042775","4,396","0.3%","87,680","",""
"DEI","DOUGLAS EMMETT INC","* DOUGLAS EMMETT INC COM","25960P109","3,002","0.2%","191,462","",""
"IVOO","VANGUARD ADMIRAL FDS INC","MIDCP 400 IDX","921932885","2,580","0.2%","15,779","",""
