"Manager","Report Date","Value ($000)","Shares","Option Type"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2022","525","20,631",""
"FLOW TRADERS U.S. LLC","12/31/2022","266","10,435",""
"CITADEL ADVISORS LLC","12/31/2022","263","10,347",""
"UBS Group AG","12/31/2022","229","9,009",""
"Tower Research Capital LLC (TRC)","12/31/2022","4","161",""
"Federation des caisses Desjardins du Quebec","12/31/2022","1","60",""
"HARBOUR INVESTMENTS, INC.","12/31/2022","0","2",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2022","0","0",""
