Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CNQ.TO,CANADIAN NAT RES LTD,COMMON STOCK,136385101,"827,885",1.6%,"25,560,959",,
DUK,DUKE ENERGY CORP NEW,COMMON STOCK,26441C204,"106,814",0.2%,"1,171,082",,
PPL.TO,PEMBINA PIPELINE CORP,COMMON STOCK,706327103,"79,098",0.2%,"2,131,105",,
SO,SOUTHERN CO,COMMON STOCK,842587107,"69,391",0.1%,"1,089,337",,
CVE.TO,CENOVUS ENERGY INC,COMMON STOCK,15135U109,"58,695",0.1%,"5,766,100",,
ECL,ECOLAB INC,COMMON STOCK,278865100,"57,841",0.1%,"299,708",,
AEE,AMEREN CORP,COMMON STOCK,023608102,"45,785",0.1%,"596,152",,
FE,FIRSTENERGY CORP,COMMON STOCK,337932107,"44,981",0.1%,"925,526",,
CSX,CSX CORP,COMMON STOCK,126408103,"42,089",0.1%,"581,668",,
XEL,XCEL ENERGY INC,COMMON STOCK,98389B100,"41,785",0.1%,"658,140",,
AEP,AMERICAN ELEC PWR CO INC,COMMON STOCK,025537101,"38,654",0.1%,"408,990",,
ENB.TO,ENBRIDGE INC,COMMON STOCK,29250N105,"35,387",0.1%,"888,890",,
NRG,NRG ENERGY INC,COMMON STOCK,629377508,"35,278",0.1%,"887,500",,
PGR,PROGRESSIVE CORP OHIO,COMMON STOCK,743315103,"33,392",0.1%,"461,282",,
SU.TO,SUNCOR ENERGY INC NEW,COMMON STOCK,867224107,"31,353",0.1%,"955,298",,
EVRG,EVERGY INC,COMMON STOCK,30034W106,"24,435",0.0%,"375,406",,
BKH,BLACK HILLS CORP,COMMON STOCK,092113109,"21,560",0.0%,"274,513",,
STX,SEAGATE TECHNOLOGY PLC,COMMON STOCK,G7945M107,"19,297",0.0%,"324,321",,
EOG,EOG RES INC,COMMON STOCK,26875P101,"18,225",0.0%,"217,587",,
DVN,DEVON ENERGY CORP NEW,COMMON STOCK,25179M103,"17,434",0.0%,"671,307",,
KMI,KINDER MORGAN INC DEL,COMMON STOCK,49456B101,"16,173",0.0%,"763,954",,
TA.TO,TRANSALTA CORP,COMMON STOCK,89346D107,"15,012",0.0%,"2,097,686",,
COP,CONOCOPHILLIPS,COMMON STOCK,20825C104,"12,911",0.0%,"198,540",,
TER,TERADYNE INC,COMMON STOCK,880770102,"12,143",0.0%,"178,074",,
PPC,PILGRIMS PRIDE CORP NEW,COMMON STOCK,72147K108,"11,643",0.0%,"355,886",,
PPL,PPL CORP,COMMON STOCK,69351T106,"11,393",0.0%,"317,526",,
KAR,KAR AUCTION SVCS INC,COMMON STOCK,48238T109,"10,484",0.0%,"481,122",,
FTS.TO,FORTIS INC,COMMON STOCK,349553107,"10,095",0.0%,"242,969",,
EL,LAUDER ESTEE COS INC,COMMON STOCK,518439104,"9,811",0.0%,"47,502",,
CVX,CHEVRON CORP NEW,COMMON STOCK,166764100,"9,664",0.0%,"80,190",,
OXY,OCCIDENTAL PETE CORP,COMMON STOCK,674599105,"8,492",0.0%,"206,076",,
AES,AES CORP,COMMON STOCK,00130H105,"8,211",0.0%,"412,623",,
EQT,EQT CORP,COMMON STOCK,26884L109,"8,088",0.0%,"742,010",,
WEC,WEC ENERGY GROUP INC,COMMON STOCK,92939U106,"7,796",0.0%,"84,525",,
DTE,DTE ENERGY CO,COMMON STOCK,233331107,"7,540",0.0%,"58,055",,
CPG.TO,CRESCENT PT ENERGY CORP,COMMON STOCK,22576C101,"7,401",0.0%,"1,657,530",,
HES,HESS CORP,COMMON STOCK,42809H107,"6,937",0.0%,"103,836",,
APA,APACHE CORP,COMMON STOCK,037411105,"6,368",0.0%,"248,851",,
POR,PORTLAND GEN ELEC CO,COMMON STOCK,736508847,"6,366",0.0%,"114,109",,
PNW,PINNACLE WEST CAP CORP,COMMON STOCK,723484101,"6,212",0.0%,"69,078",,
XOM,EXXON MOBIL CORP,COMMON STOCK,30231G102,"6,210",0.0%,"88,997",,
NI,NISOURCE INC,COMMON STOCK,65473P105,"5,771",0.0%,"207,306",,
VST,VISTRA ENERGY CORP,COMMON STOCK,92840M102,"5,643",0.0%,"245,458",,
PNM,PNM RES INC,COMMON STOCK,69349H107,"5,308",0.0%,"104,676",,
SLB,SCHLUMBERGER LTD,COMMON STOCK,806857108,"5,180",0.0%,"128,851",,
MRO,MARATHON OIL CORP,COMMON STOCK,565849106,"5,166",0.0%,"380,471",,
NEE,NEXTERA ENERGY INC,COMMON STOCK,65339F101,"3,559",0.0%,"14,695",,
DBI,DESIGNER BRANDS INC,COMMON STOCK,250565108,"3,266",0.0%,"207,500",,
NFG,NATIONAL FUEL GAS CO N J,COMMON STOCK,636180101,"3,085",0.0%,"66,277",,
CMS,CMS ENERGY CORP,COMMON STOCK,125896100,"2,971",0.0%,"47,285",,
SCI,SERVICE CORP INTL,COMMON STOCK,817565104,"2,844",0.0%,"61,776",,
RRC,RANGE RES CORP,COMMON STOCK,75281A109,"2,701",0.0%,"556,918",,
MOH,MOLINA HEALTHCARE INC,COMMON STOCK,60855R100,"2,592",0.0%,"19,100",,
LNT,ALLIANT ENERGY CORP,COMMON STOCK,018802108,"2,573",0.0%,"47,030",,
CNP,CENTERPOINT ENERGY INC,COMMON STOCK,15189T107,"2,425",0.0%,"88,942",,
NWE,NORTHWESTERN CORP,COMMON STOCK,668074305,"2,149",0.0%,"29,978",,
SM,SM ENERGY CO,COMMON STOCK,78454L100,"2,115",0.0%,"188,129",,
PXD,PIONEER NAT RES CO,COMMON STOCK,723787107,"2,084",0.0%,"13,772",,
OGE,OGE ENERGY CORP,COMMON STOCK,670837103,"1,987",0.0%,"44,676",,
TALO,TALOS ENERGY INC,COMMON STOCK,87484T108,"1,981",0.0%,"65,700",,
PDCE,PDC ENERGY INC,COMMON STOCK,69327R101,"1,963",0.0%,"75,000",,
VET.TO,VERMILION ENERGY INC,COMMON STOCK,923725105,"1,927",0.0%,"117,728",,
AR,ANTERO RES CORP,COMMON STOCK,03674X106,"1,780",0.0%,"624,684",,
ORI,OLD REP INTL CORP,COMMON STOCK,680223104,"1,732",0.0%,"77,408",,
SRE,SEMPRA ENERGY,COMMON STOCK,816851109,"1,577",0.0%,"10,411",,
HRL,HORMEL FOODS CORP,COMMON STOCK,440452100,"1,530",0.0%,"33,920",,
MDC,M D C HLDGS INC,COMMON STOCK,552676108,"1,472",0.0%,"38,580",,
MGEE,MGE ENERGY INC,COMMON STOCK,55277P104,"1,442",0.0%,"18,300",,
AXL,AMERICAN AXLE & MFG HLDGS IN,COMMON STOCK,024061103,"1,324",0.0%,"123,043",,
CTRA,CABOT OIL & GAS CORP,COMMON STOCK,127097103,"1,281",0.0%,"73,598",,
SQ,SQUARE INC,COMMON STOCK,852234103,968,0.0%,"15,480",,
OKE,ONEOK INC NEW,COMMON STOCK,682680103,913,0.0%,"12,060",,
CHK,CHESAPEAKE ENERGY CORP,COMMON STOCK,165167107,866,0.0%,"1,048,573",,
IVZ,INVESCO LTD,COMMON STOCK,G491BT108,771,0.0%,"42,900",,
MUR,MURPHY OIL CORP,COMMON STOCK,626717102,742,0.0%,"27,700",,
FANG,DIAMONDBACK ENERGY INC,COMMON STOCK,25278X109,683,0.0%,"7,360",,
IDA,IDACORP INC,COMMON STOCK,451107106,377,0.0%,"3,533",,
ATH,ATHENE HLDG LTD,COMMON STOCK,G0684D107,372,0.0%,"7,900",,
SNP,CHINA PETE & CHEM CORP,DEPOSITORY RECEIPT,16941R108,367,0.0%,"6,103",,
SWN,SOUTHWESTERN ENERGY CO,COMMON STOCK,845467109,303,0.0%,"125,275",,
PKI,PERKINELMER INC,COMMON STOCK,714046109,291,0.0%,"3,000",,
BC,BRUNSWICK CORP,COMMON STOCK,117043109,270,0.0%,"4,500",,
MTDR,MATADOR RES CO,COMMON STOCK,576485205,219,0.0%,"12,181",,
MDU,MDU RES GROUP INC,COMMON STOCK,552690109,104,0.0%,"3,510",,
WMB,WILLIAMS COS INC DEL,COMMON STOCK,969457100,43,0.0%,"1,810",,
LNG,CHENIERE ENERGY INC,COMMON STOCK,16411R208,7,0.0%,110,,
IMO.TO,IMPERIAL OIL LTD,COMMON STOCK,453038408,1,0.0%,10,,
AVA,AVISTA CORP,COMMON STOCK,05379B107,0,0.0%,10,,
BHF,BRIGHTHOUSE FINL INC,COMMON STOCK,10922N103,0,0.0%,10,,
OVV,ENCANA CORP,COMMON STOCK,292505104,0,0.0%,10,,
