Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CIVI,CIVITAS RESOURCES INC,COMMON STOCK,17888H103,"1,047,897",1.1%,"21,398,753",,
CNQ.TO,CANADIAN NAT RES LTD,COMMON STOCK,136385101,"985,071",1.0%,"23,279,559",,
NEE,NEXTERA ENERGY INC,COMMON STOCK,65339F101,"437,901",0.5%,"4,690,460",,
TRP.TO,TC ENERGY CORP,COMMON STOCK,87807B107,"283,473",0.3%,"6,086,500",,
ENB.TO,ENBRIDGE INC,COMMON STOCK,29250N105,"277,728",0.3%,"7,100,010",,
PPL.TO,PEMBINA PIPELINE CORP,COMMON STOCK,706327103,"203,033",0.2%,"6,683,905",,
DUK,DUKE ENERGY CORP NEW,COMMON STOCK,26441C204,"170,482",0.2%,"1,625,186",,
SU.TO,SUNCOR ENERGY INC NEW,COMMON STOCK,867224107,"159,484",0.2%,"6,365,010",,
SO,SOUTHERN CO,COMMON STOCK,842587107,"140,569",0.1%,"2,049,709",,
EL,LAUDER ESTEE COS INC,COMMON STOCK,518439104,"131,449",0.1%,"355,075",,
CVX,CHEVRON CORP NEW,COMMON STOCK,166764100,"101,017",0.1%,"860,818",,
ECL,ECOLAB INC,COMMON STOCK,278865100,"99,687",0.1%,"424,942",,
XOM,EXXON MOBIL CORP,COMMON STOCK,30231G102,"90,119",0.1%,"1,472,774",,
AEP,AMERICAN ELEC PWR CO INC,COMMON STOCK,025537101,"81,546",0.1%,"916,556",,
PGR,PROGRESSIVE CORP,COMMON STOCK,743315103,"76,628",0.1%,"746,498",,
FE,FIRSTENERGY CORP,COMMON STOCK,337932107,"66,067",0.1%,"1,588,527",,
COP,CONOCOPHILLIPS,COMMON STOCK,20825C104,"62,024",0.1%,"859,297",,
XEL,XCEL ENERGY INC,COMMON STOCK,98389B100,"61,513",0.1%,"908,609",,
CSX,CSX CORP,COMMON STOCK,126408103,"59,226",0.1%,"1,575,162",,
FTS.TO,FORTIS INC,COMMON STOCK,349553107,"44,059",0.0%,"911,910",,
WEC,WEC ENERGY GROUP INC,COMMON STOCK,92939U106,"36,044",0.0%,"371,313",,
DTE,DTE ENERGY CO,COMMON STOCK,233331107,"35,209",0.0%,"294,536",,
SRE,SEMPRA,COMMON STOCK,816851109,"33,071",0.0%,"250,011",,
CNP,CENTERPOINT ENERGY INC,COMMON STOCK,15189T107,"27,587",0.0%,"988,442",,
PPL,PPL CORP,COMMON STOCK,69351T106,"26,344",0.0%,"876,368",,
NRG,NRG ENERGY INC,COMMON STOCK,629377508,"25,081",0.0%,"582,193",,
IVZ,INVESCO LTD,COMMON STOCK,G491BT108,"23,942",0.0%,"1,040,070",,
AEE,AMEREN CORP,COMMON STOCK,023608102,"23,505",0.0%,"264,072",,
HRL,HORMEL FOODS CORP,COMMON STOCK,440452100,"21,900",0.0%,"448,670",,
AES,AES CORP,COMMON STOCK,00130H105,"15,919",0.0%,"655,133",,
PNM,PNM RES INC,COMMON STOCK,69349H107,"15,532",0.0%,"340,530",,
EQT,EQT CORP,COMMON STOCK,26884L109,"14,761",0.0%,"676,802",,
MNR,MONMOUTH REAL ESTATE INVT CO,COMMON STOCK,609720107,"13,848",0.0%,"659,100",,
KMI,KINDER MORGAN INC DEL,COMMON STOCK,49456B101,"13,807",0.0%,"870,546",,
ARCH,ARCH RESOURCES INC,COMMON STOCK,03940R107,"12,693",0.0%,"139,000",,
PXD,PIONEER NAT RES CO,COMMON STOCK,723787107,"10,775",0.0%,"59,242",,
ATH,ATHENE HOLDING LTD,COMMON STOCK,G0684D107,"10,516",0.0%,"126,200",,
CMS,CMS ENERGY CORP,COMMON STOCK,125896100,"10,303",0.0%,"158,377",,
SLB,SCHLUMBERGER LTD,COMMON STOCK,806857108,"9,389",0.0%,"313,488",,
FANG,DIAMONDBACK ENERGY INC,COMMON STOCK,25278X109,"8,138",0.0%,"75,458",,
OXY,OCCIDENTAL PETE CORP,COMMON STOCK,674599105,"7,985",0.0%,"275,447",,
CEIX,CONSOL ENERGY INC NEW,COMMON STOCK,20854L108,"7,451",0.0%,"328,100",,
CHRD,OASIS PETROLEUM INC,COMMON STOCK,674215207,"6,987",0.0%,"55,460",,
LNG,CHENIERE ENERGY INC,COMMON STOCK,16411R208,"6,531",0.0%,"64,400",,
SM,SM ENERGY CO,COMMON STOCK,78454L100,"6,497",0.0%,"220,402",,
