Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"1,139,753",1.1%,"36,963,702",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"686,763",0.7%,"14,755,330",,
CRC,CALIFORNIA RES CORP,COM STOCK,13057Q305,"545,202",0.5%,"10,506,895",,
CIVI,CIVITAS RESOURCES INC,COM NEW,17888H103,"436,875",0.4%,"9,524,201",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"419,485",0.4%,"1,952,278",,
XOM,EXXON MOBIL CORP,COM,30231G102,"322,544",0.3%,"2,998,459",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"309,498",0.3%,"8,387,525",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"289,044",0.3%,"6,818,919",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"249,241",0.2%,"3,476,650",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"227,664",0.2%,"6,386,235",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"184,553",0.2%,"1,712,955",,
PGR,PROGRESSIVE CORP,COM,743315103,"127,191",0.1%,"530,829",,
CVX,CHEVRON CORP NEW,COM,166764100,"113,582",0.1%,"784,196",,
CSX,CSX CORP,COM,126408103,"112,538",0.1%,"3,487,409",,
FTS.TO,FORTIS INC,COM,349553107,"107,918",0.1%,"2,600,483",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"98,378",0.1%,"6,498,242",,
SO,SOUTHERN CO,COM,842587107,"93,951",0.1%,"1,141,302",,
VST,VISTRA CORP,COM,92840M102,"91,582",0.1%,"664,267",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"89,625",0.1%,"547,061",,
BHF,BRIGHTHOUSE FINL INC,COM,10922N103,"87,584",0.1%,"1,823,162",,
XEL,XCEL ENERGY INC,COM,98389B100,"70,815",0.1%,"1,048,812",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"67,601",0.1%,"901,595",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"67,083",0.1%,"727,351",,
TER,TERADYNE INC,COM,880770102,"64,685",0.1%,"513,700",,
SRE,SEMPRA,COM,816851109,"64,289",0.1%,"732,900",,
NRG,NRG ENERGY INC,COM NEW,629377508,"61,719",0.1%,"684,100",,
AR,ANTERO RESOURCES CORP,COM,03674X106,"58,061",0.1%,"1,656,521",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"54,407",0.1%,"578,559",,
DTE,DTE ENERGY CO,COM,233331107,"45,746",0.0%,"378,850",,
AEE,AMEREN CORP,COM,023608102,"44,322",0.0%,"497,218",,
PPL,PPL CORP,COM,69351T106,"43,822",0.0%,"1,350,056",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"42,321",0.0%,"1,103,837",,
TALO,TALOS ENERGY INC,COM,87484T108,"38,840",0.0%,"4,000,000",,
CMS,CMS ENERGY CORP,COM,125896100,"36,432",0.0%,"546,623",,
HES,HESS CORP,COM,42809H107,"34,995",0.0%,"263,106",,
EQT,EQT CORP,COM,26884L109,"32,748",0.0%,"710,223",,
SQ,BLOCK INC,CL A,852234103,"27,446",0.0%,"322,941",,
ECL,ECOLAB INC,COM,278865100,"24,615",0.0%,"105,051",,
HRL,HORMEL FOODS CORP,COM,440452100,"24,491",0.0%,"780,732",,
MOH,MOLINA HEALTHCARE INC,COM,60855R100,"23,103",0.0%,"79,380",,
EOG,EOG RES INC,COM,26875P101,"18,446",0.0%,"150,487",,
CTRA,COTERRA ENERGY INC,COM,127097103,"12,130",0.0%,"474,975",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"11,848",0.0%,"362,009",,
IVZ,INVESCO LTD,SHS,G491BT108,"11,568",0.0%,"661,800",,
OKE,ONEOK INC NEW,COM,682680103,"10,488",0.0%,"104,471",,
PR,PERMIAN RESOURCES CORP,CLASS A COM,71424F105,"10,274",0.0%,"714,500",,
MUR,MURPHY OIL CORP,COM,626717102,"10,109",0.0%,"334,100",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"6,087",0.0%,"222,159",,
HUN,HUNTSMAN CORP,COM,447011107,"5,645",0.0%,"313,100",,
GPOR,GULFPORT ENERGY CORP,COMMON SHARES,402635502,"4,347",0.0%,"23,600",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"3,741",0.0%,"75,718",,
MTDR,MATADOR RES CO,COM,576485205,"3,516",0.0%,"62,500",,
CNX,CNX RES CORP,COM,12653C108,"3,509",0.0%,"95,700",,
ARCH,ARCH RESOURCES INC,CL A,03940R107,"2,344",0.0%,"16,600",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"2,299",0.0%,"37,360",,
COP,CONOCOPHILLIPS,COM,20825C104,"1,900",0.0%,"19,166",,
PNW,PINNACLE WEST CAP CORP,COM,723484101,"1,881",0.0%,"22,200",,
AMR,ALPHA METALLURGICAL RESOUR I,COM,020764106,"1,761",0.0%,"8,800",,
