Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
PGR,PROGRESSIVE CORP,COM,743315103,"475,956",5.1%,"3,669,390",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"278,060",3.0%,"2,032,903",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"6,589",0.1%,"135,283",,
ESTE,EARTHSTONE ENERGY INC,CL A,27032D304,"5,825",0.1%,"409,400",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"4,881",0.1%,"51,415",,
POR,PORTLAND GEN ELEC CO,COM NEW,736508847,"4,576",0.0%,"93,394",,
XEL,XCEL ENERGY INC,COM,98389B100,"4,458",0.0%,"63,592",,
NRG,NRG ENERGY INC,COM NEW,629377508,"4,350",0.0%,"136,728",,
NFG,NATIONAL FUEL GAS CO,COM,636180101,"4,299",0.0%,"67,915",,
EVRG,EVERGY INC,COM,30034W106,"4,043",0.0%,"64,250",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"4,027",0.0%,"72,530",,
FTS.TO,FORTIS INC,COM,349553107,"3,926",0.0%,"98,117",,
PDCE,PDC ENERGY INC,COM,69327R101,"3,920",0.0%,"61,764",,
FE,FIRSTENERGY CORP,COM,337932107,"3,875",0.0%,"92,404",,
XOM,EXXON MOBIL CORP,COM,30231G102,"3,529",0.0%,"32,001",,
COP,CONOCOPHILLIPS,COM,20825C104,"3,192",0.0%,"27,053",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"3,153",0.0%,"33,637",,
MOH,MOLINA HEALTHCARE INC,COM,60855R100,"3,007",0.0%,"9,108",,
PNM,PNM RES INC,COM,69349H107,"2,965",0.0%,"60,786",,
EQT,EQT CORP,COM,26884L109,"2,942",0.0%,"86,987",,
CSX,CSX CORP,COM,126408103,"2,843",0.0%,"91,777",,
CNX,CNX RES CORP,COM,12653C108,"2,774",0.0%,"164,728",,
BKH,BLACK HILLS CORP,COM,092113109,"2,576",0.0%,"36,625",,
SO,SOUTHERN CO,COM,842587107,"2,513",0.0%,"35,201",,
APA,APA CORPORATION,COM,03743Q108,"2,308",0.0%,"49,448",,
OKE,ONEOK INC NEW,COM,682680103,"1,962",0.0%,"29,873",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"1,932",0.0%,"99,619",,
OGE,OGE ENERGY CORP,COM,670837103,"1,763",0.0%,"44,595",,
BHF,BRIGHTHOUSE FINL INC,COM,10922N103,"1,631",0.0%,"31,826",,
PXD,PIONEER NAT RES CO,COM,723787107,"1,550",0.0%,"6,790",,
SRE,SEMPRA,COM,816851109,"1,403",0.0%,"9,079",,
IDA,IDACORP INC,COM,451107106,"1,336",0.0%,"12,395",,
AR,ANTERO RESOURCES CORP,COM,03674X106,"1,230",0.0%,"39,716",,
MRO,MARATHON OIL CORP,COM,565849106,"1,180",0.0%,"43,606",,
NWE,NORTHWESTERN CORP,COM NEW,668074305,843,0.0%,"14,211",,
CTRA,COTERRA ENERGY INC,COM,127097103,819,0.0%,"33,362",,
SCI,SERVICE CORP INTL,COM,817565104,761,0.0%,"11,020",,
AES,AES CORP,COM,00130H105,617,0.0%,"21,461",,
MTDR,MATADOR RES CO,COM,576485205,497,0.0%,"8,686",,
MUR,MURPHY OIL CORP,COM,626717102,349,0.0%,"8,137",,
