Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,Enbridge Inc,COM,29250N105,"332,889",0.6%,"10,436,167",,
TRP.TO,TransCanada Corp,COM,87807B107,"298,714",0.5%,"7,367,066",,
CNQ.TO,Canadian Natural Resources Ltd,COM,136385101,"145,179",0.3%,"6,057,256",,
PPL.TO,Pembina Pipeline Corp,COM,706327103,"129,056",0.2%,"5,472,212",,
SU.TO,Suncor Energy Inc,COM,867224107,"122,915",0.2%,"7,347,793",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"114,378",0.2%,"2,959,360",,
XOM,Exxon Mobil Corp,COM,30231G102,"109,197",0.2%,"3,241,486",,
CVX,Chevron Corp,COM,166764100,"99,457",0.2%,"1,177,705",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"86,374",0.2%,"1,655,000",,
CNQ.TO,CANADIAN NATURAL RESOURCES,COM,136385101,"67,570",0.1%,"2,165,000",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"39,728",0.1%,"1,300,000",,
CVE.TO,Cenovus Energy Inc,COM,15135U109,"38,095",0.1%,"6,273,984",,
IMO.TO,Imperial Oil Ltd,COM,453038408,"30,985",0.1%,"1,636,808",,
COP,ConocoPhillips,COM,20825C104,"25,820",0.0%,"645,681",,
TRP.TO,TC ENERGY CORPORATION,COM,87807B107,"18,965",0.0%,"467,714",,
SLB,Schlumberger Ltd,COM,806857108,"18,322",0.0%,"839,326",,
PSX,Phillips 66,COM,718546104,"17,102",0.0%,"244,524",,
EOG,EOG Resources Inc,COM,26875P101,"16,281",0.0%,"326,495",,
MPC,Marathon Petroleum Corp,COM,56585A102,"16,073",0.0%,"388,610",,
KMI,Kinder Morgan Inc/DE,COM,49456B101,"15,269",0.0%,"1,116,962",,
