Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"1,038,054",3.0%,"26,562,286",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"626,717",1.8%,"13,466,208",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"496,908",1.4%,"11,761,129",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"385,837",1.1%,"10,040,000",,put
TRP.TO,TC ENERGY CORP,COM,87807B107,"347,910",1.0%,"7,475,500",,put
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"343,758",1.0%,"13,733,842",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"336,963",1.0%,"8,622,400",,put
FTS.TO,FORTIS INC,COM,349553107,"327,317",0.9%,"6,780,967",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"321,219",0.9%,"10,590,811",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"138,381",0.4%,"4,562,500",,put
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"115,786",0.3%,"9,428,844",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"67,339",0.2%,"1,865,344",,
CSX,CSX CORP,COM,126408103,"43,477",0.1%,"1,156,297",,
XOM,EXXON MOBIL CORP,COM,30231G102,"39,233",0.1%,"641,166",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"29,310",0.1%,"750,000",,call
TRP.TO,TC ENERGY CORP,COM,87807B107,"28,622",0.1%,"615,000",,call
FTS.TO,FORTIS INC,COM,349553107,"27,514",0.1%,"570,000",,put
CVX,CHEVRON CORP NEW,COM,166764100,"26,418",0.1%,"225,118",,
VEA,VANGUARD TAX-MANAGED INTL FD,FTSE DEV MKT,921943858,"23,982",0.1%,"469,680",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"20,776",0.1%,"471,654",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"19,012",0.1%,"450,000",,put
NEE,NEXTERA ENERGY INC,COM,65339F101,"17,522",0.1%,"187,683",,
OVV.TO,OVINTIV INC,COM,69047Q102,"11,555",0.0%,"342,877",,
ERF.TO,ENERPLUS CORP,COM,292766102,"10,656",0.0%,"1,007,197",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"9,990",0.0%,"793,515",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"9,005",0.0%,"1,686,377",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"8,813",0.0%,"700,000",,call
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"8,773",0.0%,"350,500",,put
EOG,EOG RES INC,COM,26875P101,"8,281",0.0%,"93,218",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"7,877",0.0%,"262,994",,
SQ,BLOCK INC,CL A,852234103,"7,766",0.0%,"48,082",,
COP,CONOCOPHILLIPS,COM,20825C104,"6,628",0.0%,"91,828",,
HUN,HUNTSMAN CORP,COM,447011107,"6,431",0.0%,"184,372",,
BHP,BHP GROUP LTD,SPONSORED AD,088606108,"6,029",0.0%,"99,903",,
SO,SOUTHERN CO,COM,842587107,"5,009",0.0%,"73,037",,
