Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"637,894",3.3%,"20,524,269",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"440,198",2.3%,"15,738,207",,
TRP,TRANSCANADA CORP,COM,89353D107,"394,198",2.0%,"11,041,953",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"290,374",1.5%,"12,033,719",,
FTS.TO,FORTIS INC,COM,349553107,"289,757",1.5%,"8,685,769",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"219,302",1.1%,"7,391,371",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"68,002",0.3%,"9,673,135",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"53,399",0.3%,"2,108,963",,
OVV,ENCANA CORP,COM,292505104,"48,122",0.2%,"8,325,650",,
CSX,CSX CORP,COM,126408103,"34,418",0.2%,"553,967",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"26,180",0.1%,"1,242,505",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"19,536",0.1%,"809,600",,put
VEA,VANGUARD TAX MANAGED INTL FD,FTSE DEV MKT,921943858,"18,658",0.1%,"502,924",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"17,863",0.1%,"5,914,999",,
CNP,CENTERPOINT ENERGY INC,COM,15189T107,"16,788",0.1%,"594,696",,
CVX,CHEVRON CORP NEW,COM,166764100,"14,582",0.1%,"134,036",,
AES,AES CORP,COM,00130H105,"14,564",0.1%,"1,007,182",,
XOM,EXXON MOBIL CORP,COM,30231G102,"14,522",0.1%,"212,966",,
OXY,OCCIDENTAL PETE CORP DEL,COM,674599105,"13,277",0.1%,"216,316",,
SHV,ISHARES TR,SHORT TREAS,464288679,"9,663",0.0%,"87,609",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"7,266",0.0%,"41,799",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"6,157",0.0%,"71,339",,
PGR,PROGRESSIVE CORP OHIO,COM,743315103,"5,233",0.0%,"86,740",,
FE,FIRSTENERGY CORP,COM,337932107,"5,201",0.0%,"138,511",,
SO,SOUTHERN CO,COM,842587107,"5,084",0.0%,"115,761",,
STX,SEAGATE TECHNOLOGY PLC,SHS,G7945M107,"5,039",0.0%,"130,581",,
SQ,SQUARE INC,CL A,852234103,"4,416",0.0%,"78,722",,
COP,CONOCOPHILLIPS,COM,20825C104,"3,321",0.0%,"53,265",,
ERF.TO,ENERPLUS CORP,COM,292766102,"3,182",0.0%,"410,011",,
TA.TO,TRANSALTA CORP,COM,89346D107,"3,124",0.0%,"758,204",,
XEL,XCEL ENERGY INC,COM,98389B100,"3,081",0.0%,"62,531",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"2,961",0.0%,"42,749",,
HES,HESS CORP,COM,42809H107,"2,857",0.0%,"70,536",,
NI,NISOURCE INC,COM,65473P105,"2,442",0.0%,"96,333",,
KAR,KAR AUCTION SVCS INC,COM,48238T109,"2,155",0.0%,"45,149",,
BHP,BHP GROUP LIMITED,SPONSORED AD,088606108,"1,883",0.0%,"38,999",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"1,733",0.0%,"112,686",,
DTE,DTE ENERGY CO,COM,233331107,"1,647",0.0%,"14,935",,
OVV,ENCANA CORP,COM,292505104,"1,624",0.0%,"281,000",,call
CMS,CMS ENERGY CORP,COM,125896100,"1,490",0.0%,"30,011",,
SLB,SCHLUMBERGER LTD,COM,806857108,"1,432",0.0%,"39,682",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"1,368",0.0%,"60,694",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"1,264",0.0%,"60,000",,put
EOG,EOG RES INC,COM,26875P101,"1,184",0.0%,"13,575",,
AEP,AMERICAN ELEC PWR INC,COM,025537101,"1,086",0.0%,"14,525",,
VST,VISTRA ENERGY CORP,COM,92840M102,"1,052",0.0%,"45,952",,
INDY,ISHARES TR,INDIA 50 ETF,464289529,"1,008",0.0%,"28,546",,
SNP,CHINA PETE & CHEM CORP,SPON ADR H S,16941R108,986,0.0%,"13,971",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,933,0.0%,"37,927",,
DBI,DSW INC,CL A,23334L102,851,0.0%,"34,454",,
HUN,HUNTSMAN CORP,COM,447011107,761,0.0%,"39,470",,
TA.TO,TRANSALTA CORP,COM,89346D107,758,0.0%,"183,900",,call
EL,LAUDER ESTEE COS INC,CL A,518439104,698,0.0%,"5,367",,
OKE,ONEOK INC NEW,COM,682680103,648,0.0%,"12,018",,
GTE,GRAN TIERRA ENERGY INC,COM,38500T101,625,0.0%,"288,231",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,560,0.0%,"9,455",,
PPL,PPL CORP,COM,69351T106,544,0.0%,"19,208",,
ORI,OLD REP INTL CORP,COM,680223104,483,0.0%,"23,495",,
PPC,PILGRIMS PRIDE CORP NEW,COM,72147K108,420,0.0%,"27,103",,
EVRG,EVERGY INC,COM,30034W106,368,0.0%,"6,491",,
WMB,WILLIAMS COS INC DEL,COM,969457100,346,0.0%,"15,681",,
PKI,PERKINELMER INC,COM,714046109,283,0.0%,"3,605",,
RIGS,ALPS ETF TR,RIVRFRNT STR,00162Q783,237,0.0%,"9,853",,
ECL,ECOLAB INC,COM,278865100,235,0.0%,"1,593",,
APA,APACHE CORP,COM,037411105,234,0.0%,"8,901",,
SRG,SERITAGE GROWTH PPTYS,CL A,81752R100,218,0.0%,"6,745",,
TGA,TRANSGLOBE ENERGY CORP,COM,893662106,157,0.0%,"83,771",,
GPRK,GEOPARK LTD,USD SHS,G38327105,156,0.0%,"11,275",,
NOG,NORTHERN OIL & GAS INC NEV,COM,665531109,99,0.0%,"43,831",,
CHK,CHESAPEAKE ENERGY CORP,COM,165167107,83,0.0%,"39,333",,
SWN,SOUTHWESTERN ENERGY CO,COM,845467109,81,0.0%,"23,857",,
