"Manager","Report Date","Value ($000)","Shares","Option Type"
"180 WEALTH ADVISORS, LLC","12/31/2022","662","9,720",""
"COOKSON PEIRCE & CO INC","12/31/2022","622","9,604",""
"WESBANCO BANK INC","12/31/2022","621","9,585",""
"WHITTIER TRUST CO","12/31/2022","618","9,556",""
"CRA Financial Services, LLC","12/31/2022","612","9,452",""
"PEAK6 Investments LLC","12/31/2022","608","9,400","put"
"HMS Capital Management, LLC","12/31/2022","606","9,367",""
"TI-TRUST, INC","12/31/2022","606","9,362",""
"New England Research & Management, Inc.","12/31/2022","606","9,350",""
"MGO ONE SEVEN LLC","12/31/2022","603","9,312",""
"CONDOR CAPITAL MANAGEMENT","12/31/2022","595","9,200",""
"Alhambra Investment Partners LLC","12/31/2022","595","9,196",""
"Ballentine Partners, LLC","12/31/2022","593","9,167",""
"PRUDENTIAL FINANCIAL INC","12/31/2022","592","9,146",""
"NEVILLE RODIE & SHAW INC","12/31/2022","585","9,039",""
"FineMark National Bank & Trust","12/31/2022","582","8,989",""
"Resources Investment Advisors, LLC.","12/31/2022","575","8,887",""
"CULLEN/FROST BANKERS, INC.","12/31/2022","563","8,700",""
"CAPE COD FIVE CENTS SAVINGS BANK","12/31/2022","557","8,610",""
"Clark Capital Management Group, Inc.","12/31/2022","555","8,584",""
"Covenant Asset Management, LLC","12/31/2022","549","8,492",""
"Advisors Asset Management, Inc.","12/31/2022","542","8,376",""
"Greenfield Savings Bank","12/31/2022","539","8,331",""
"Credit Agricole S A","12/31/2022","538","8,315",""
"Hemenway Trust Co LLC","12/31/2022","537","8,301",""
"Aureus Asset Management, LLC","12/31/2022","537","8,300",""
"Ashton Thomas Private Wealth, LLC","12/31/2022","529","8,179",""
"Aries Wealth Management","12/31/2022","529","8,170",""
"TFG Advisers LLC","12/31/2022","524","8,102",""
"SG Americas Securities, LLC","12/31/2022","525","8,100",""
"Old Port Advisors","12/31/2022","519","8,027",""
"Advisory Services Network, LLC","12/31/2022","510","7,875",""
"STATE STREET CORP","12/31/2022","509","7,874",""
"STATE STREET CORP","12/31/2022","509","7,874",""
"Wolff Financial Management LLC","12/31/2022","503","7,771",""
"SeaCrest Wealth Management, LLC","12/31/2022","502","7,754",""
"Sargent Bickham Lagudis LLC","12/31/2022","500","7,736",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2022","494","7,639",""
"Stokes Family Office, LLC","12/31/2022","490","7,568",""
"Carr Financial Group Corp","12/31/2022","485","7,491",""
"Beacon Pointe Advisors, LLC","12/31/2022","485","7,491",""
"TAP Consulting, LLC","12/31/2022","483","7,468",""
"Ranch Capital Advisors Inc.","12/31/2022","477","7,377",""
"CABOT WEALTH MANAGEMENT INC","12/31/2022","476","7,357",""
"Schechter Investment Advisors, LLC","12/31/2022","474","7,330",""
"Checchi Capital Advisers, LLC","12/31/2022","473","7,316",""
"Vise Technologies, Inc.","12/31/2022","468","7,230",""
"Wealth Management Associates, Inc.","12/31/2022","463","7,161",""
"MAI Capital Management","12/31/2022","462","7,147",""
"Highlander Capital Management, LLC","12/31/2022","457","7,052",""
"BROWN ADVISORY INC","12/31/2022","455","7,034",""
"HBK Sorce Advisory LLC","12/31/2022","454","7,014",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2022","443","6,842",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2022","442","6,834",""
"Five Oceans Advisors","12/31/2022","440","6,801",""
"Ethic Inc.","12/31/2022","437","6,757",""
"Community Capital Management, LLC","12/31/2022","433","6,700",""
"Proquility Private Wealth Partners, LLC","12/31/2022","430","6,641",""
"River Wealth Advisors LLC","12/31/2022","429","6,631",""
"Congress Wealth Management LLC / DE /","12/31/2022","427","6,599",""
"Apollon Wealth Management, LLC","12/31/2022","423","6,546",""
"BESSEMER GROUP INC","12/31/2022","424","6,537",""
"MEANS INVESTMENT CO., INC.","12/31/2022","421","6,509",""
"Saturna Capital CORP","12/31/2022","420","6,500",""
"WOLVERINE TRADING, LLC","12/31/2022","412","6,361",""
"Costello Asset Management, INC","12/31/2022","410","6,342",""
"Intercontinental Wealth Advisors, LLC","12/31/2022","405","6,268",""
"NewEdge Advisors, LLC","12/31/2022","319","6,242",""
"Gradient Investments LLC","12/31/2022","399","6,174",""
"PRIVATE ASSET MANAGEMENT INC","12/31/2022","400","6,174",""
"Baird Financial Group, Inc.","12/31/2022","400","6,169",""
"LOWE BROCKENBROUGH & CO INC","12/31/2022","396","6,126",""
"Advisory Alpha, LLC","12/31/2022","396","6,118",""
"Gotham Asset Management, LLC","12/31/2022","396","6,115",""
"Essex Financial Services, Inc.","12/31/2022","394","6,094",""
"SAX WEALTH ADVISORS, LLC","12/31/2022","393","6,073",""
"Cypress Capital Group","12/31/2022","392","6,060",""
"Cooper Financial Group","12/31/2022","389","6,008",""
"Sabal Trust CO","12/31/2022","388","6,000",""
"YHB Investment Advisors, Inc.","12/31/2022","387","5,976",""
"Masso Torrence Wealth Management Inc.","12/31/2022","382","5,905",""
"Petrus Trust Company, LTA","12/31/2022","379","5,855",""
"Western Wealth Management, LLC","12/31/2022","379","5,853",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2022","379","5,851",""
"ALGERT GLOBAL LLC","12/31/2022","377","5,821",""
"GREAT VALLEY ADVISOR GROUP, INC.","12/31/2022","375","5,797",""
"TIAA, FSB","12/31/2022","375","5,791",""
"SlateStone Wealth, LLC","12/31/2022","371","5,744",""
"McIlrath & Eck, LLC","12/31/2022","365","5,644",""
"WASHINGTON TRUST Co","12/31/2022","364","5,635",""
"Enterprise Bank & Trust Co","12/31/2022","364","5,622",""
"Capital Investment Advisors, LLC","12/31/2022","363","5,610",""
"Financial Architects, Inc","12/31/2022","356","5,510",""
"Rossmore Private Capital","12/31/2022","355","5,497",""
"Bleakley Financial Group, LLC","12/31/2022","354","5,480",""
"BNP PARIBAS ARBITRAGE, SNC","12/31/2022","349","5,400",""
"Transamerica Financial Advisors, Inc.","12/31/2022","350","5,392",""
"Hennion & Walsh Asset Management, Inc.","12/31/2022","347","5,365",""
"Wealthcare Advisory Partners LLC","12/31/2022","345","5,335",""
"Summit Global Investments","12/31/2022","345","5,331",""
"Telos Capital Management, Inc.","12/31/2022","338","5,227",""
"Jacobi Capital Management LLC","12/31/2022","337","5,211",""
"KCM INVESTMENT ADVISORS LLC","12/31/2022","335","5,168",""
"Cravens & Co Advisors, LLC","12/31/2022","325","5,027",""
"X-Square Capital, LLC","12/31/2022","325","5,012",""
"JCIC Asset Management Inc.","12/31/2022","324","5,007",""
"HOYLECOHEN, LLC","12/31/2022","323","5,000",""
"KESTRA PRIVATE WEALTH SERVICES, LLC","12/31/2022","322","4,986",""
"Compagnie Lombard Odier SCmA","12/31/2022","318","4,911",""
"Marble Harbor Investment Counsel, LLC","12/31/2022","317","4,910",""
"TOCQUEVILLE ASSET MANAGEMENT L.P.","12/31/2022","317","4,900",""
"Bath Savings Trust Co","12/31/2022","316","4,876",""
"Sterling Financial Planning, Inc.","12/31/2022","310","4,800",""
"QUADRANT CAPITAL GROUP LLC","12/31/2022","308","4,760",""
"WoodTrust Financial Corp","12/31/2022","308","4,750",""
"Thrivent Financial for Lutherans","12/31/2022","307","4,697",""
"FINANCIAL COUNSELORS INC","12/31/2022","300","4,632",""
"LGT Group Foundation","12/31/2022","299","4,629",""
"Sheaff Brock Investment Advisors, LLC","12/31/2022","295","4,559",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2022","295","4,552",""
"Carmel Capital Partners, LLC","12/31/2022","294","4,544",""
"Chicago Partners Investment Group LLC","12/31/2022","314","4,537",""
"BURNS J W & CO INC/NY","12/31/2022","294","4,535",""
"Clarius Group, LLC","12/31/2022","291","4,493",""
"HUNTINGTON NATIONAL BANK","12/31/2022","290","4,482",""
"TCWP LLC","12/31/2022","286","4,427",""
"Blue Chip Partners, LLC","12/31/2022","284","4,400",""
"CreativeOne Wealth, LLC","12/31/2022","283","4,377",""
"Intrua Financial, LLC","12/31/2022","284","4,331",""
"Powers Advisory Group, LLC","12/31/2022","276","4,267",""
"Fundamentun, LLC","12/31/2022","275","4,260",""
"Americana Partners, LLC","12/31/2022","273","4,219",""
"SVB WEALTH LLC","12/31/2022","273","4,218",""
"KARPAS STRATEGIES, LLC","12/31/2022","265","4,100",""
"WESTWOOD HOLDINGS GROUP INC","12/31/2022","265","4,088",""
"Verdence Capital Advisors LLC","12/31/2022","263","4,063",""
"INNOVIS ASSET MANAGEMENT LLC","12/31/2022","263","4,062",""
"Virtu Financial LLC","12/31/2022","263","4,058",""
"Addison Advisors LLC","12/31/2022","262","4,053",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2022","262","4,047",""
"Spire Wealth Management","12/31/2022","262","4,046",""
"Single Point Partners, LLC","12/31/2022","261","4,036",""
"ARROW FINANCIAL CORP","12/31/2022","257","3,974",""
"Hendershot Investments Inc.","12/31/2022","257","3,970",""
"JFS WEALTH ADVISORS, LLC","12/31/2022","256","3,964",""
"Kula Investments, LLC","12/31/2022","255","3,950",""
"COMMERCE BANK","12/31/2022","254","3,927",""
"WEXFORD CAPITAL LP","12/31/2022","254","3,925",""
"Berger Financial Group, Inc","12/31/2022","253","3,918",""
"ADIRONDACK TRUST CO","12/31/2022","253","3,907",""
"PDS Planning, Inc","12/31/2022","252","3,898",""
"Columbia Trust Co 01012016","12/31/2022","251","3,880",""
"Sound View Wealth Advisors Group, LLC","12/31/2022","246","3,820",""
"Chevy Chase Trust Holdings, LLC","12/31/2022","246","3,800",""
"STONNINGTON GROUP, LLC","12/31/2022","239","3,740",""
"Balentine LLC","12/31/2022","241","3,728",""
"Empirical Asset Management, LLC","12/31/2022","240","3,708",""
"TWO SIGMA SECURITIES, LLC","12/31/2022","239","3,703",""
"Parallel Advisors, LLC","12/31/2022","239","3,702",""
"AFT, FORSYTH & COMPANY, INC.","12/31/2022","237","3,665",""
"Atria Wealth Solutions, Inc.","12/31/2022","236","3,649",""
"INVESTMENT PARTNERS, LTD.","12/31/2022","235","3,635",""
"CWM, LLC","12/31/2022","235","3,631",""
"LAKE STREET FINANCIAL LLC","12/31/2022","234","3,628",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2022","234","3,617",""
"CVA Family Office, LLC","12/31/2022","233","3,600",""
"Valeo Financial Advisors, LLC","12/31/2022","232","3,594",""
"First Affirmative Financial Network","12/31/2022","231","3,577",""
"SILVERCREST ASSET MANAGEMENT GROUP LLC","12/31/2022","231","3,569",""
"CALTON & ASSOCIATES, INC.","12/31/2022","230","3,565",""
"LEAVELL INVESTMENT MANAGEMENT, INC.","12/31/2022","230","3,552",""
"Wealthspire Advisors, LLC","12/31/2022","227","3,518",""
"Investors Research Corp","12/31/2022","226","3,505",""
"Prudent Man Advisors, LLC","12/31/2022","226","3,489",""
"PFG Advisors","12/31/2022","219","3,389",""
"BUCKINGHAM STRATEGIC WEALTH, LLC","12/31/2022","218","3,381",""
"Lindbrook Capital, LLC","12/31/2022","218","3,377",""
"DAVENPORT & Co LLC","12/31/2022","218","3,368",""
"Pallas Capital Advisors LLC","12/31/2022","223","3,351",""
"Blueprint Investment Partners LLC","12/31/2022","216","3,349",""
"Geneos Wealth Management Inc.","12/31/2022","214","3,315",""
"GDS Wealth Management","12/31/2022","214","3,305",""
"DRIVE WEALTH MANAGEMENT, LLC","12/31/2022","213","3,302",""
"KELLEHER FINANCIAL ADVISORS","12/31/2022","213","3,298",""
"Goelzer Investment Management, Inc.","12/31/2022","213","3,296",""
"Legacy Financial Advisors, Inc.","12/31/2022","212","3,287",""
"TRANSCEND CAPITAL ADVISORS, LLC","12/31/2022","212","3,277",""
"WEALTH EFFECTS LLC","12/31/2022","210","3,258",""
"Clearstead Advisors, LLC","12/31/2022","210","3,254",""
"Haverford Trust Co","12/31/2022","210","3,243",""
"Trust Co","12/31/2022","209","3,230",""
"Successful Portfolios LLC","12/31/2022","208","3,212",""
"J. L. Bainbridge & Co., Inc.","12/31/2022","207","3,204",""
"HB Wealth Management, LLC","12/31/2022","206","3,193",""
"AE Wealth Management LLC","12/31/2022","206","3,184",""
"Simplicity Solutions, LLC","12/31/2022","206","3,182",""
"NATIONS FINANCIAL GROUP INC, /IA/ /ADV","12/31/2022","204","3,163",""
"AXQ CAPITAL, LP","12/31/2022","202","3,126",""
"First National Bank of South Miami","12/31/2022","201","3,109",""
"Verition Fund Management LLC","12/31/2022","201","3,108",""
"Cutler Group LLC / CA","12/31/2022","1","3,000","put"
"New Hampshire Trust","12/31/2022","192","2,965",""
"JANICZEK WEALTH MANAGEMENT, LLC","12/31/2022","193","2,934",""
"Colonial Trust Co / SC","12/31/2022","188","2,918",""
"PRIVATE TRUST CO NA","12/31/2022","181","2,795",""
"Belpointe Asset Management LLC","12/31/2022","177","2,748",""
"Accurate Wealth Management, LLC","12/31/2022","158","2,468",""
"IFP Advisors, Inc","12/31/2022","140","2,401",""
"Bangor Savings Bank","12/31/2022","153","2,364",""
"CENTAURUS FINANCIAL, INC.","12/31/2022","147","2,273",""
"Bank of New Hampshire","12/31/2022","147","2,271",""
"Grove Bank & Trust","12/31/2022","146","2,261",""
"Rosenberg Matthew Hamilton","12/31/2022","145","2,243",""
"CAMBRIDGE TRUST CO","12/31/2022","145","2,239",""
"Pinnacle Bancorp, Inc.","12/31/2022","142","2,190",""
"Global Retirement Partners, LLC","12/31/2022","137","2,127",""
"Baird Financial Group, Inc.","12/31/2022","133","2,057",""
"CARY STREET PARTNERS INVESTMENT ADVISORY LLC","12/31/2022","128","1,980",""
"US BANCORP \DE\","12/31/2022","125","1,938",""
"Byrne Asset Management LLC","12/31/2022","119","1,841",""
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.","12/31/2022","111","1,731",""
"Norway Savings Bank","12/31/2022","98","1,514",""
"Glassman Wealth Services","12/31/2022","97","1,504",""
"Bartlett & Co. LLC","12/31/2022","95","1,465",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2022","94","1,465",""
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","12/31/2022","90","1,398",""
"Baystate Wealth Management LLC","12/31/2022","88","1,362",""
"FIRST FINANCIAL CORP /IN/","12/31/2022","87","1,345",""
"TimeScale Financial, Inc.","12/31/2022","81","1,336",""
"CLEAR STREET MARKETS LLC","12/31/2022","84","1,294",""
"Lakewood Asset Management LLC","12/31/2022","81","1,250",""
"Financial Perspectives, Inc","12/31/2022","80","1,238",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2022","79","1,220",""
"Capital Analysts, LLC","12/31/2022","79","1,219",""
"FIFTH THIRD BANCORP","12/31/2022","78","1,208",""
"TOMPKINS FINANCIAL CORP","12/31/2022","78","1,200",""
"Ronald Blue Trust, Inc.","12/31/2022","72","1,166",""
"Mascoma Wealth Management LLC","12/31/2022","74","1,144",""
"Piscataqua Savings Bank","12/31/2022","72","1,118",""
"BNP PARIBAS ARBITRAGE, SNC","12/31/2022","6,773","1,046","call"
"TFC Financial Management, Inc.","12/31/2022","66","1,027",""
"SITTNER & NELSON, LLC","12/31/2022","64","1,000",""
"JPMORGAN CHASE & CO","12/31/2022","64","987",""
"FIRST MANHATTAN CO","12/31/2022","61","952",""
"LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA","12/31/2022","59","918",""
"ARMSTRONG ADVISORY GROUP, INC","12/31/2022","58","904",""
"Newbridge Financial Services Group, Inc.","12/31/2022","56","877",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2022","54","829",""
"Citizens National Bank Trust Department","12/31/2022","52","800",""
"Boulder Wealth Advisors, LLC","12/31/2022","50","774",""
"Hexagon Capital Partners LLC","12/31/2022","47","731",""
"EverSource Wealth Advisors, LLC","12/31/2022","43","676",""
"Investment Research & Advisory Group, Inc.","12/31/2022","43","667",""
"BROWN, LISLE/CUMMINGS, INC.","12/31/2022","42","650",""
"Laurus Investment Counsel Inc.","12/31/2022","56","645",""
"MONEY CONCEPTS CAPITAL CORP","12/31/2022","41","640",""
"Core Alternative Capital","12/31/2022","40","632",""
"McElhenny Sheffield Capital Management, LLC","12/31/2022","40","620",""
"U.S. Capital Wealth Advisors, LLC","12/31/2022","39","607",""
"OGOREK ANTHONY JOSEPH /NY/ /ADV","12/31/2022","38","600",""
"MB, LEVIS & ASSOCIATES, LLC","12/31/2022","38","600",""
"MARK SHEPTOFF FINANCIAL PLANNING, LLC","12/31/2022","37","584",""
"Tradition Wealth Management, LLC","12/31/2022","35","547",""
"Harvest Fund Management Co., Ltd","12/31/2022","33","510",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2022","32","496",""
"PNC Financial Services Group, Inc.","12/31/2022","32","495",""
"Baker Avenue Asset Management, LP","12/31/2022","31","481",""
"NORTHWEST INVESTMENT COUNSELORS, LLC","12/31/2022","30","470",""
"Vigilant Capital Management, LLC","12/31/2022","28","432",""
"Park Place Capital Corp","12/31/2022","27","419",""
"Financial Management Professionals, Inc.","12/31/2022","26","408",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2022","26","404",""
"Sugarloaf Wealth Management, LLC","12/31/2022","26","403",""
"Fortis Capital Advisors, LLC","12/31/2022","25","400",""
"Zions Bancorporation, N.A.","12/31/2022","25","387",""
"Smithfield Trust Co","12/31/2022","24","376",""
"Column Capital Advisors, LLC","12/31/2022","24","372",""
"FinTrust Capital Advisors, LLC","12/31/2022","23","362",""
"Compass Wealth Management LLC","12/31/2022","22","350",""
"Prestige Wealth Management Group LLC","12/31/2022","22","344",""
"BOYD WATTERSON ASSET MANAGEMENT LLC/OH","12/31/2022","21","332",""
"CoreCap Advisors, LLC","12/31/2022","21","330",""
"First Horizon Advisors, Inc.","12/31/2022","20","315",""
"AdvisorNet Financial, Inc","12/31/2022","19","305",""
"Sandy Spring Bank","12/31/2022","19","302",""
"Affiance Financial, LLC","12/31/2022","19","300",""
"Beaird Harris Wealth Management, LLC","12/31/2022","19","300",""
"EWG Elevate Inc.","12/31/2022","19","300",""
"Destiny Wealth Partners, LLC","12/31/2022","18","281",""
"SRS Capital Advisors, Inc.","12/31/2022","18","278",""
"Farther Finance Advisors, LLC","12/31/2022","17","264",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2022","16","251",""
"DIVIDEND ASSETS CAPITAL, LLC","12/31/2022","16","250",""
"Oakworth Capital, Inc.","12/31/2022","16","250",""
"Riggs Asset Managment Co. Inc.","12/31/2022","15","245",""
"EARNEST PARTNERS LLC","12/31/2022","21","241",""
"Annapolis Financial Services, LLC","12/31/2022","15","234",""
"JONES FINANCIAL COMPANIES LLLP","12/31/2022","15","233",""
"Key Financial Inc","12/31/2022","13","224",""
"Coston, McIsaac & Partners","12/31/2022","14","217",""
"Laurel Wealth Planning LLC","12/31/2022","14","217",""
"Colonial Trust Advisors","12/31/2022","12","200",""
"PIERSHALE FINANCIAL GROUP, INC.","12/31/2022","12","200",""
"Tyler-Stone Wealth Management","12/31/2022","12","192",""
"Truvestments Capital LLC","12/31/2022","11","175",""
"TD AMERITRADE INVESTMENT MANAGEMENT, LLC","12/31/2022","11","165",""
"NISA INVESTMENT ADVISORS, LLC","12/31/2022","11","163",""
"Kozak & Associates, Inc.","12/31/2022","10","160",""
"Clearstead Trust, LLC","12/31/2022","10","159",""
"City State Bank","12/31/2022","10","153",""
"Bray Capital Advisors","12/31/2022","9","150",""
"Bogart Wealth, LLC","12/31/2022","9","150",""
"ADIRONDACK RETIREMENT SPECIALISTS, INC.","12/31/2022","9","150",""
"Retirement Group, LLC","12/31/2022","9","140",""
"Schubert & Co","12/31/2022","9","139",""
"PFG Private Wealth Management, LLC","12/31/2022","9","137",""
"Rise Advisors, LLC","12/31/2022","8","137",""
"Accel Wealth Management","12/31/2022","7","123",""
"Legacy Bridge, LLC","12/31/2022","7","110",""
"Headlands Technologies LLC","12/31/2022","7","107",""
"Farmers & Merchants Trust Co of Chambersburg PA","12/31/2022","7","102",""
"TUCKER ASSET MANAGEMENT LLC","12/31/2022","6","100",""
"Penserra Capital Management LLC","12/31/2022","6","98",""
"Stonebridge Capital Advisors LLC","12/31/2022","5","91",""
"Pflug Koory, LLC","12/31/2022","6","90",""
"Asset Dedication, LLC","12/31/2022","6","85",""
"Advanced Asset Management Advisors Inc","12/31/2022","5","83",""
"JDM Financial Group LLC","12/31/2022","5","80",""
"WOLFF WIESE MAGANA LLC","12/31/2022","4","75",""
"New England Capital Financial Advisors LLC","12/31/2022","4","72",""
"Financial Gravity Asset Management, Inc.","12/31/2022","6","65",""
"Anchor Investment Management, LLC","12/31/2022","3","61",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2022","3","60",""
"Sound Income Strategies, LLC","12/31/2022","3","58",""
"GRAYHAWK INVESTMENT STRATEGIES INC.","12/31/2022","501","56",""
"Parkside Financial Bank & Trust","12/31/2022","3","55",""
"Clean Yield Group","12/31/2022","3","55",""
"Coppell Advisory Solutions Corp.","12/31/2022","3","52",""
"Coppell Advisory Solutions LLC","12/31/2022","3","52",""
"Copeland Capital Management, LLC","12/31/2022","3","51",""
"Glass Jacobson Investment Advisors llc","12/31/2022","3","50",""
"CAROLINAS WEALTH CONSULTING LLC","12/31/2022","3","49",""
"HARVEST GROUP WEALTH MANAGEMENT, LLC","12/31/2022","3","48",""
"BDO Wealth Advisors, LLC","12/31/2022","2","44",""
"HighMark Wealth Management LLC","12/31/2022","2","41",""
"ICA Group Wealth Management, LLC","12/31/2022","2","40",""
"Tradewinds Capital Management, LLC","12/31/2022","2","33",""
"RFP Financial Group LLC","12/31/2022","1","29",""
"TSFG, LLC","12/31/2022","2","24",""
"SJS Investment Consulting Inc.","12/31/2022","1","16",""
"Johnson Financial Group, Inc.","12/31/2022","0","14",""
"Bell Investment Advisors, Inc","12/31/2022","0","12",""
"Carolina Wealth Advisors, LLC","12/31/2022","1","10",""
"CLEAR INVESTMENT RESEARCH, LLC","12/31/2022","1","10",""
"AUA CAPITAL MANAGEMENT, LLC","12/31/2022","0","4",""
"D.A. DAVIDSON & CO.","12/31/2022","4","4","put"
"ATWOOD & PALMER INC","12/31/2022","0","2",""
