"Manager","Report Date","Value ($000)","Shares","Option Type"
"BREWIN DOLPHIN LTD","12/31/2019","10,140","180,657",""
"Candriam Luxembourg S.C.A.","12/31/2019","9,904","176,351",""
"Alexandria Capital, LLC","12/31/2019","9,789","174,400",""
"Randolph Co Inc","12/31/2019","9,373","166,994",""
"TDAM USA INC.","12/31/2019","9,309","165,849",""
"Marshall Wace North America L.P.","12/31/2019","9,092","161,900",""
"SYCOMORE ASSET MANAGEMENT","12/31/2019","8,728","155,000",""
"FOSTER & MOTLEY INC","12/31/2019","8,233","146,675",""
"AMERIPRISE FINANCIAL INC","12/31/2019","8,207","146,234",""
"Creative Planning","12/31/2019","8,088","144,092",""
"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC","12/31/2019","7,922","141,142",""
"HSBC HOLDINGS PLC","12/31/2019","7,858","140,000","call"
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2019","7,737","137,842",""
"PEAK6 Investments LLC","12/31/2019","7,510","133,800","call"
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2019","7,481","133,380",""
"CWM, LLC","12/31/2019","9,270","132,328",""
"K.J. Harrison & Partners Inc","12/31/2019","7,389","131,547",""
"Crossmark Global Holdings, Inc.","12/31/2019","7,317","130,365",""
"FORSTA AP-FONDEN","12/31/2019","7,305","130,069",""
"Rockefeller Capital Management L.P.","12/31/2019","6,751","120,269",""
"CITADEL ADVISORS LLC","12/31/2019","6,365","113,400","put"
"MEAG MUNICH ERGO KAPITALANLAGEGESELLSCHAFT MBH","12/31/2019","6,313","112,732",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2019","6,173","109,977",""
"ADELL HARRIMAN & CARPENTER INC","12/31/2019","6,095","108,592",""
"Raymond James Financial Services Advisors, Inc.","12/31/2019","6,077","108,491",""
"Van Hulzen Asset Management, LLC","12/31/2019","6,075","108,225",""
"Nuveen Asset Management, LLC","12/31/2019","5,930","105,652",""
"Jefferies Group LLC","12/31/2019","5,900","105,134",""
"FIDUCIARY TRUST CO","12/31/2019","5,881","104,777",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2019","5,723","101,959",""
"Cutler Group LP","12/31/2019","2","100,600","call"
"VAN ECK ASSOCIATES CORP","12/31/2019","5,577","99,468",""
"TRUIST FINANCIAL CORP","12/31/2019","5,554","98,928",""
"BANQUE PICTET & CIE SA","12/31/2019","5,415","96,414",""
"Pictet North America Advisors SA","12/31/2019","5,415","96,414",""
"Beaton Management Co. Inc.","12/31/2019","5,349","95,295",""
"American Assets Investment Management, LLC","12/31/2019","5,276","94,000",""
"COMERICA BANK","12/31/2019","5,128","91,705",""
"STIFEL FINANCIAL CORP","12/31/2019","5,148","91,701",""
"Eagle Ridge Investment Management","12/31/2019","4,998","89,046",""
"MACQUARIE GROUP LTD","12/31/2019","4,964","88,500",""
"BARCLAYS PLC","12/31/2019","4,966","88,473",""
"Coastline Trust Co","12/31/2019","4,793","85,390",""
"HENNESSY ADVISORS INC","12/31/2019","4,698","83,700",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2019","4,681","83,400","put"
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2019","4,674","83,227",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2019","4,613","82,176",""
"TWO SIGMA SECURITIES, LLC","12/31/2019","4,406","78,500","put"
"Erste Asset Management GmbH","12/31/2019","4,308","76,660",""
"NATIXIS","12/31/2019","4,219","74,844",""
"Covington Investment Advisors Inc.","12/31/2019","4,082","72,723",""
"HighTower Advisors, LLC","12/31/2019","3,926","69,945",""
"M&R CAPITAL MANAGEMENT INC","12/31/2019","3,893","69,368",""
"Pennsylvania Trust Co","12/31/2019","3,743","66,688",""
"DT Investment Partners, LLC","12/31/2019","3,729","66,434",""
"Parallax Volatility Advisers, L.P.","12/31/2019","3,682","65,600","call"
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2019","3,625","64,539",""
"Saturna Capital CORP","12/31/2019","3,602","64,171",""
"NATIXIS ADVISORS, L.P.","12/31/2019","3,556","63,346",""
"MCKINLEY CAPITAL MANAGEMENT LLC /DELAWARE","12/31/2019","3,509","62,470",""
"LPL Financial LLC","12/31/2019","3,470","61,823",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2019","3,458","61,604",""
"Rathbone Brothers plc","12/31/2019","3,386","60,284",""
"Insight Folios Inc","12/31/2019","3,356","59,788",""
"Qube Research & Technologies Ltd","12/31/2019","3,313","59,018",""
"TRUST CO OF VERMONT","12/31/2019","3,283","58,482",""
"Manitou Investment Management Ltd.","12/31/2019","3,105","55,381",""
"CLARET ASSET MANAGEMENT Corp","12/31/2019","2,988","53,296",""
"Monte Financial Group, LLC","12/31/2019","2,988","53,231",""
"WOLVERINE TRADING, LLC","12/31/2019","2,883","51,500","put"
"Blue Chip Partners, Inc.","12/31/2019","2,874","51,309",""
"Azimuth Capital Management LLC","12/31/2019","2,795","49,790",""
"Advisors Capital Management, LLC","12/31/2019","2,650","47,207",""
"Pacifica Partners Inc.","12/31/2019","2,568","45,746",""
"WOLVERINE TRADING, LLC","12/31/2019","2,541","45,400","call"
"DSM Capital Partners LLC","12/31/2019","2,501","44,600",""
"American Research & Management Co.","12/31/2019","2,476","44,104",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2019","2,426","43,222",""
"Cambridge Investment Research Advisors, Inc.","12/31/2019","2,318","41,304",""
"TWO SIGMA SECURITIES, LLC","12/31/2019","2,273","40,500","call"
"Cox Capital Mgt LLC","12/31/2019","2,214","39,437",""
"Advisor Group, Inc.","12/31/2019","2,192","39,045",""
"Summit X, LLC","12/31/2019","2,160","38,540",""
"KEMPEN CAPITAL MANAGEMENT N.V.","12/31/2019","3,617","38,299",""
"Cardinal Capital Management","12/31/2019","2,145","38,220",""
"Janney Montgomery Scott LLC","12/31/2019","2,126","37,873",""
"KCM INVESTMENT ADVISORS LLC","12/31/2019","2,074","36,954",""
"PARSONS CAPITAL MANAGEMENT INC/RI","12/31/2019","2,045","36,432",""
"Delta Financial Advisors LLC","12/31/2019","2,033","36,217",""
"US BANCORP \DE\","12/31/2019","2,014","35,864",""
"Quantitative Investment Management, LLC","12/31/2019","2,002","35,674",""
"WealthTrust Axiom LLC","12/31/2019","1,966","35,041",""
"Watchman Group, Inc.","12/31/2019","1,954","34,810",""
"Assenagon Asset Management S.A.","12/31/2019","1,912","34,046",""
"PNC Financial Services Group, Inc.","12/31/2019","1,905","33,950",""
"GRIMES & COMPANY, INC.","12/31/2019","1,891","33,682",""
"PLIMOTH TRUST CO LLC","12/31/2019","1,882","33,544",""
"Mariner, LLC","12/31/2019","1,817","32,369",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2019","1,801","32,099",""
"Moors & Cabot, Inc.","12/31/2019","1,778","31,754",""
"Kavar Capital Partners, LLC","12/31/2019","1,758","31,315",""
"LAKE STREET FINANCIAL LLC","12/31/2019","1,746","31,163",""
"Claro Advisors LLC","12/31/2019","1,732","30,850",""
"Krueger & Catalano Capital Partners, LLC","12/31/2019","1,725","30,738",""
"Steward Partners Investment Advisory, LLC","12/31/2019","1,720","30,713",""
"Gulf International Bank (UK) Ltd","12/31/2019","1,698","30,302",""
"Varma Mutual Pension Insurance Co","12/31/2019","1,684","30,000",""
"Brandywine Oak Private Wealth LLC","12/31/2019","1,683","29,987",""
"ETRADE Capital Management LLC","12/31/2019","1,675","29,849",""
"ALBERT D MASON INC","12/31/2019","1,672","29,791",""
"Magnetar Financial LLC","12/31/2019","1,568","27,944",""
"NewSquare Capital LLC","12/31/2019","1,544","27,508",""
"Buckingham Capital Management, Inc.","12/31/2019","1,533","27,305",""
"LADENBURG THALMANN FINANCIAL SERVICES INC.","12/31/2019","1,440","26,318",""
"HIGHLAND CAPITAL MANAGEMENT, LLC","12/31/2019","1,473","26,250",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2019","1,436","25,591",""
"MML INVESTORS SERVICES, LLC","12/31/2019","1,394","24,839",""
"PRIO WEALTH LIMITED PARTNERSHIP","12/31/2019","1,384","24,659",""
"WRIGHT INVESTORS SERVICE INC","12/31/2019","1,360","24,229",""
"Doyle Wealth Management","12/31/2019","1,349","24,036",""
"Paloma Partners Management Co","12/31/2019","1,343","23,925",""
"Creegan & Nassoura Financial Group, LLC","12/31/2019","1,336","23,800",""
"Zurich Insurance Group Ltd/FI","12/31/2019","1,331","23,700",""
"D.A. DAVIDSON & CO.","12/31/2019","1,320","23,509",""
"Ativo Capital Management LLC","12/31/2019","1,311","23,355",""
"Walleye Trading LLC","12/31/2019","1,308","23,300","put"
"Voya Financial Advisors, Inc.","12/31/2019","1,297","23,175",""
"QUADRANT CAPITAL GROUP LLC","12/31/2019","1,272","22,975",""
"JANE STREET GROUP, LLC","12/31/2019","1,285","22,900",""
"Family Legacy, Inc.","12/31/2019","1,295","22,848",""
"NEVILLE RODIE & SHAW INC","12/31/2019","1,274","22,700",""
"Williams Jones Wealth Management, LLC.","12/31/2019","1,252","22,300",""
"YHB Investment Advisors, Inc.","12/31/2019","1,248","22,236",""
"NorthCoast Asset Management LLC","12/31/2019","1,246","22,154",""
"HM PAYSON & CO","12/31/2019","1,209","21,547",""
"Stratos Wealth Partners, LTD.","12/31/2019","1,209","21,546",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2019","1,207","21,486",""
"SkyOak Wealt, LLC","12/31/2019","1,203","21,430",""
"Penobscot Investment Management Company, Inc.","12/31/2019","1,196","21,316",""
"SECURITY NATIONAL BANK OF SIOUX CITY IOWA /IA/","12/31/2019","1,195","21,277",""
"Private Advisor Group, LLC","12/31/2019","1,184","21,086",""
"A.R.T. Advisors, LLC","12/31/2019","1,179","21,002",""
"1 NORTH WEALTH SERVICES LLC","12/31/2019","1,161","20,680",""
"Blueshift Asset Management, LLC","12/31/2019","1,147","20,440",""
"SECURITY NATIONAL BANK OF SO DAK","12/31/2019","1,109","19,743",""
"Lenox Wealth Management, Inc.","12/31/2019","1,089","19,408",""
"HMS Capital Management, LLC","12/31/2019","1,081","19,251",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2019","1,382","18,971",""
"Quilter Plc","12/31/2019","1,062","18,931",""
"ADVISOR PARTNERS LLC","12/31/2019","1,044","18,584",""
"HORIZON KINETICS ASSET MANAGEMENT LLC","12/31/2019","1,013","18,050",""
"HUDSON VALLEY INVESTMENT ADVISORS INC /ADV","12/31/2019","1,011","18,014",""
"FORA Capital, LLC","12/31/2019","984","17,531",""
"Integrated Wealth Concepts LLC","12/31/2019","982","17,495",""
"AMERICAN CENTURY COMPANIES INC","12/31/2019","974","17,373",""
"WOLVERINE TRADING, LLC","12/31/2019","969","17,309",""
"World Asset Management Inc","12/31/2019","965","17,196",""
"CITADEL ADVISORS LLC","12/31/2019","960","17,100","call"
"BALDWIN BROTHERS INC/MA","12/31/2019","958","17,061",""
"Boston Trust Walden Corp","12/31/2019","951","16,940",""
"PRUDENTIAL PLC","12/31/2019","946","16,845",""
"CENTRAL TRUST Co","12/31/2019","941","16,775",""
"BRIDGES INVESTMENT MANAGEMENT INC","12/31/2019","907","16,155",""
"SIGNET FINANCIAL MANAGEMENT, LLC","12/31/2019","888","15,812",""
"CRA Financial Services, LLC","12/31/2019","874","15,576",""
"TCG Advisors, LP","12/31/2019","867","15,443",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2019","831","14,798",""
"COBBLESTONE CAPITAL ADVISORS LLC /NY/","12/31/2019","821","14,630",""
"UBS Group AG","12/31/2019","820","14,600","put"
"Pacitti Group Inc.","12/31/2019","794","14,147",""
"GLENMEDE TRUST CO NA","12/31/2019","791","14,093",""
"Blue Square Asset Management, LLC","12/31/2019","788","14,043",""
"Ballentine Partners, LLC","12/31/2019","776","13,831",""
"CAPE COD FIVE CENTS SAVINGS BANK","12/31/2019","775","13,801",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2019","770","13,721",""
"Community Bank, N.A.","12/31/2019","765","13,629",""
"Moloney Securities Asset Management, LLC","12/31/2019","761","13,563",""
"Plante Moran Financial Advisors, LLC","12/31/2019","750","13,356",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2019","741","13,197",""
"Hanson & Doremus Investment Management","12/31/2019","739","13,174",""
"Essex Financial Services, Inc.","12/31/2019","736","13,108",""
"Walleye Trading LLC","12/31/2019","718","12,800","call"
"CHARTER TRUST CO","12/31/2019","713","12,705",""
"WESBANCO BANK INC","12/31/2019","710","12,660",""
"Kingsview Wealth Management, LLC","12/31/2019","706","12,581",""
"DAVIS R M INC","12/31/2019","703","12,531",""
"Archer Investment Corp","12/31/2019","702","12,500",""
"Sand Hill Global Advisors, LLC","12/31/2019","692","12,326",""
"Virtu Financial LLC","12/31/2019","689","12,276",""
"Verition Fund Management LLC","12/31/2019","688","12,254",""
"Covenant Asset Management, LLC","12/31/2019","686","12,225",""
"Squarepoint Ops LLC","12/31/2019","686","12,221",""
"Surevest Inc.","12/31/2019","674","11,999",""
"PINNACLE ASSOCIATES LTD","12/31/2019","667","11,877",""
"BURNEY CO/","12/31/2019","666","11,872",""
"Sound View Wealth Advisors Group, LLC","12/31/2019","664","11,823",""
"QS Investors, LLC","12/31/2019","656","11,680",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2019","840","11,531",""
"Bogart Wealth, LLC","12/31/2019","647","11,526",""
"Wealthcare Advisory Partners LLC","12/31/2019","640","11,407",""
"Trexquant Investment LP","12/31/2019","638","11,366",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2019","636","11,335",""
"Laurel Wealth Advisors, Inc.","12/31/2019","633","11,274",""
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","12/31/2019","625","11,146",""
"HMS Capital Management, LLC","12/31/2019","617","11,000","put"
"Aries Wealth Management","12/31/2019","623","10,999",""
"Gideon Capital Advisors, Inc.","12/31/2019","615","10,963",""
"180 WEALTH ADVISORS, LLC","12/31/2019","612","10,891",""
"DAVENPORT & Co LLC","12/31/2019","610","10,862",""
"Truvestments Capital LLC","12/31/2019","606","10,788",""
"Alhambra Investment Partners LLC","12/31/2019","601","10,711",""
"Hartford Financial Management Inc.","12/31/2019","582","10,360",""
"GREENLEAF TRUST","12/31/2019","573","10,212",""
"Old Port Advisors","12/31/2019","576","10,175",""
"Intercontinental Wealth Advisors, LLC","12/31/2019","574","10,139",""
"Independent Solutions Wealth Management, LLC","12/31/2019","567","10,111",""
"WEDBUSH SECURITIES INC","12/31/2019","561","10,003",""
"BLUESTEIN R H & CO","12/31/2019","561","10,000",""
"Raab & Moskowitz Asset Management LLC","12/31/2019","550","9,806",""
"ACORN FINANCIAL ADVISORY SERVICES INC /ADV","12/31/2019","547","9,750",""
"Resources Investment Advisors, LLC.","12/31/2019","545","9,713",""
"FineMark National Bank & Trust","12/31/2019","544","9,699",""
"STATE STREET CORP","12/31/2019","543","9,666",""
"Eqis Capital Management, Inc.","12/31/2019","529","9,428",""
"OSSIAM","12/31/2019","517","9,211",""
"Mirae Asset Global Investments Co., Ltd.","12/31/2019","510","9,083",""
"Ashfield Capital Partners, LLC","12/31/2019","506","9,017",""
"Hemenway Trust Co LLC","12/31/2019","494","8,800",""
"LOWE BROCKENBROUGH & CO INC","12/31/2019","490","8,725",""
"TFG Advisers LLC","12/31/2019","478","8,526",""
"Financial Architects, Inc","12/31/2019","478","8,520",""
"SIGNATUREFD, LLC","12/31/2019","478","8,516",""
"ING GROEP NV","12/31/2019","477","8,500",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2019","476","8,474",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2019","466","8,300",""
"TWO SIGMA INVESTMENTS, LP","12/31/2019","460","8,200","call"
"Cerebellum GP, LLC","12/31/2019","460","8,198",""
"Clark Capital Management Group, Inc.","12/31/2019","459","8,183",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2019","457","8,086",""
"ATRIA INVESTMENTS LLC","12/31/2019","444","7,904",""
