"Manager","Report Date","Value ($000)","Shares","Option Type"
"Russell Investments Group, Ltd.","12/31/2024","416","7,820",""
"KESTRA PRIVATE WEALTH SERVICES, LLC","12/31/2024","413","7,773",""
"Wolff Financial Management LLC","12/31/2024","414","7,771",""
"Essex Financial Services, Inc.","12/31/2024","408","7,668",""
"Bleakley Financial Group, LLC","12/31/2024","406","7,641",""
"CAPE COD FIVE CENTS SAVINGS BANK","12/31/2024","483","7,641",""
"Intrua Financial, LLC","12/31/2024","406","7,629",""
"Enterprise Bank & Trust Co","12/31/2024","405","7,622",""
"Passumpsic Savings Bank","12/31/2024","403","7,581",""
"Hanson & Doremus Investment Management","12/31/2024","395","7,426",""
"Boston Trust Walden Corp","12/31/2024","395","7,425",""
"PARSONS CAPITAL MANAGEMENT INC/RI","12/31/2024","395","7,423",""
"Old Port Advisors","12/31/2024","392","7,363",""
"CWM, LLC","12/31/2024","387","7,278",""
"Capital World Investors","12/31/2024","387","7,277",""
"FineMark National Bank & Trust","12/31/2024","386","7,268",""
"Congress Wealth Management LLC / DE /","12/31/2024","383","7,212",""
"WESBANCO BANK INC","12/31/2024","383","7,195",""
"ICONIQ Capital, LLC","12/31/2024","380","7,142",""
"Greenfield Savings Bank","12/31/2024","379","7,126",""
"MGO ONE SEVEN LLC","12/31/2024","378","7,116",""
"AlphaMark Advisors, LLC","12/31/2024","378","7,100",""
"Walter Public Investments Inc.","12/31/2024","372","7,000",""
"GSB Wealth Management, LLC","12/31/2024","371","6,974",""
"Linden Thomas Advisory Services, LLC","12/31/2024","368","6,914",""
"Brucke Financial, Inc.","12/31/2024","387","6,787",""
"GUGGENHEIM CAPITAL LLC","12/31/2024","360","6,771",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2024","355","6,685",""
"BROWN ADVISORY INC","12/31/2024","353","6,641",""
"FIRST CITIZENS BANK & TRUST CO","12/31/2024","349","6,574",""
"Ashton Thomas Private Wealth, LLC","12/31/2024","346","6,501",""
"TFG Advisers LLC","12/31/2024","344","6,474",""
"Ranch Capital Advisors Inc.","12/31/2024","341","6,405",""
"Covenant Asset Management, LLC","12/31/2024","337","6,342",""
"NewEdge Advisors, LLC","12/31/2024","337","6,334",""
"KEYNOTE FINANCIAL SERVICES LLC","12/31/2024","336","6,312",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2024","334","6,275",""
"WRIGHT INVESTORS SERVICE INC","12/31/2024","329","6,195",""
"Philip James Wealth Mangement, LLC","12/31/2024","328","6,162",""
"HART & PATTERSON FINANCIAL GROUP LLC","12/31/2024","325","6,119",""
"BESSEMER GROUP INC","12/31/2024","321","6,035",""
"CABOT WEALTH MANAGEMENT INC","12/31/2024","321","6,032",""
"Checchi Capital Advisers, LLC","12/31/2024","319","5,993",""
"Wealth Management Associates, Inc.","12/31/2024","315","5,920",""
"Hemenway Trust Co LLC","12/31/2024","314","5,910",""
"Prospera Financial Services Inc","12/31/2024","310","5,830",""
"PDS Planning, Inc","12/31/2024","306","5,756",""
"Baskin Financial Services Inc.","12/31/2024","302","5,681",""
"Centiva Capital, LP","12/31/2024","299","5,621",""
"SlateStone Wealth, LLC","12/31/2024","295","5,544",""
"Cypress Capital Group","12/31/2024","294","5,531",""
"Beacon Pointe Advisors, LLC","12/31/2024","294","5,523",""
"Chicago Partners Investment Group LLC","12/31/2024","298","5,502",""
"KCM INVESTMENT ADVISORS LLC","12/31/2024","291","5,467",""
"Frank, Rimerman Advisors LLC","12/31/2024","289","5,446",""
"Triasima Portfolio Management inc.","12/31/2024","287","5,400",""
"Caprock Group, LLC","12/31/2024","287","5,392",""
"Marcum Wealth, LLC","12/31/2024","285","5,358",""
"BENNETT SELBY INVESTMENTS LP","12/31/2024","282","5,309",""
"Net Worth Advisory Group","12/31/2024","280","5,269",""
"Schechter Investment Advisors, LLC","12/31/2024","276","5,200",""
"GREAT VALLEY ADVISOR GROUP, INC.","12/31/2024","275","5,173",""
"Baird Financial Group, Inc.","12/31/2024","274","5,150",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2024","272","5,110",""
"TOWER BRIDGE ADVISORS","12/31/2024","269","5,065",""
"Pines Wealth Management, LLC","12/31/2024","274","5,063",""
"Arkadios Wealth Advisors","12/31/2024","267","5,028",""
"Bank Julius Baer & Co. Ltd, Zurich","12/31/2024","423","5,020",""
"Alhambra Investment Management LLC","12/31/2024","266","5,001",""
"Colonial Trust Co / SC","12/31/2024","263","4,944",""
"Marble Harbor Investment Counsel, LLC","12/31/2024","261","4,910",""
"Bay Colony Advisory Group, Inc d/b/a Bay Colony Advisors","12/31/2024","260","4,895",""
"Allworth Financial LP","12/31/2024","278","4,892",""
"Litman Gregory Wealth Management LLC","12/31/2024","259","4,875",""
"Powers Advisory Group, LLC","12/31/2024","253","4,753",""
"OPPENHEIMER & CO INC","12/31/2024","250","4,714",""
"QRG CAPITAL MANAGEMENT, INC.","12/31/2024","250","4,707",""
"Verdence Capital Advisors LLC","12/31/2024","249","4,682",""
"Connecticut Wealth Management, LLC","12/31/2024","248","4,664",""
"TOWNSQUARE CAPITAL LLC","12/31/2024","247","4,654",""
"Fiduciary Group, LLC","12/31/2024","247","4,644",""
"CHIRON CAPITAL MANAGEMENT, LLC","12/31/2024","245","4,616",""
"Legacy Capital Group California, Inc.","12/31/2024","243","4,582",""
"Wealthcare Advisory Partners LLC","12/31/2024","241","4,542",""
"Vident Advisory, LLC","12/31/2024","241","4,535",""
"World Investment Advisors","12/31/2024","240","4,526",""
"UNITED CAPITAL FINANCIAL ADVISORS, LLC","12/31/2024","238","4,487",""
"HRT FINANCIAL LP","12/31/2024","238","4,478",""
"Grayhawk Investment Strategies Inc.","12/31/2024","234","4,409",""
"Arrowpoint Investment Partners (Singapore) Pte. Ltd.","12/31/2024","234","4,400","call"
"WHITTIER TRUST CO","12/31/2024","231","4,345",""
"Pine Valley Investments Ltd Liability Co","12/31/2024","230","4,323",""
"Bath Savings Trust Co","12/31/2024","229","4,310",""
"Crestwood Advisors Group, LLC","12/31/2024","227","4,271",""
"Tudor Financial Inc.","12/31/2024","225","4,240",""
"MACQUARIE GROUP LTD","12/31/2024","223","4,211",""
"StoneX Group Inc.","12/31/2024","223","4,198",""
"Atomi Financial Group, Inc.","12/31/2024","222","4,170",""
"DAYMARK WEALTH PARTNERS, LLC","12/31/2024","219","4,114",""
"Savant Capital, LLC","12/31/2024","218","4,109",""
"BENJAMIN EDWARDS INC","12/31/2024","216","4,070",""
"Parallel Advisors, LLC","12/31/2024","216","4,058",""
"Coastline Trust Co","12/31/2024","212","4,000",""
"MFA Wealth Services","12/31/2024","212","4,000",""
"Sanibel Captiva Trust Company, Inc.","12/31/2024","212","3,994",""
"BURNS J W & CO INC/NY","12/31/2024","204","3,835",""
"Sound View Wealth Advisors Group, LLC","12/31/2024","203","3,820",""
"Kingsview Wealth Management, LLC","12/31/2024","203","3,816",""
"Jacobi Capital Management LLC","12/31/2024","201","3,789",""
"Wilmington Savings Fund Society, FSB","12/31/2024","200","3,762",""
"Advisors Asset Management, Inc.","12/31/2024","198","3,736",""
"Gulf International Bank (UK) Ltd","12/31/2024","193","3,643",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2024","192","3,638",""
"CVA Family Office, LLC","12/31/2024","191","3,600",""
"Central Pacific Bank - Trust Division","12/31/2024","189","3,567",""
"ADIRONDACK TRUST CO","12/31/2024","189","3,562",""
"Clearstead Advisors, LLC","12/31/2024","189","3,559",""
"MAI Capital Management","12/31/2024","187","3,529",""
"Kohmann Bosshard Financial Services, LLC","12/31/2024","176","3,310",""
"JFS WEALTH ADVISORS, LLC","12/31/2024","171","3,227",""
"Mitsubishi UFJ Asset Management Co., Ltd.","12/31/2024","168","3,139",""
"Northwest Capital Management Inc","12/31/2024","162","3,050",""
"Avior Wealth Management, LLC","12/31/2024","160","3,007",""
"WASHINGTON TRUST Co","12/31/2024","159","3,005",""
"Bank of New Hampshire","12/31/2024","159","2,996",""
"Addison Advisors LLC","12/31/2024","157","2,952",""
"United Community Bank","12/31/2024","156","2,944",""
"Pinnacle Bancorp, Inc.","12/31/2024","153","2,890",""
"Brown Shipley& Co Ltd","12/31/2024","150","2,850",""
"Cromwell Holdings LLC","12/31/2024","145","2,736",""
"Lindbrook Capital, LLC","12/31/2024","144","2,716",""
"QUADRANT CAPITAL GROUP LLC","12/31/2024","143","2,691",""
"BNP PARIBAS FINANCIAL MARKETS","12/31/2024","134","2,520",""
"Geneos Wealth Management Inc.","12/31/2024","131","2,472",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2024","129","2,440",""
"TOBAM","12/31/2024","183","2,395",""
"McIlrath & Eck, LLC","12/31/2024","127","2,395",""
"Capital Analysts, LLC","12/31/2024","127","2,380",""
"Bangor Savings Bank","12/31/2024","125","2,364",""
"Global Retirement Partners, LLC","12/31/2024","122","2,309",""
"Key Financial Inc","12/31/2024","122","2,304",""
"IFP Advisors, Inc","12/31/2024","121","2,279",""
"HARBOUR INVESTMENTS, INC.","12/31/2024","121","2,278",""
"CENTAURUS FINANCIAL, INC.","12/31/2024","121","2,273",""
"State of Wyoming","12/31/2024","118","2,233",""
"Crews Bank & Trust","12/31/2024","110","2,070",""
"Bayforest Capital Ltd","12/31/2024","107","2,022",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2024","107","2,015",""
"Farther Finance Advisors, LLC","12/31/2024","105","1,977",""
"Asset Planning,Inc","12/31/2024","104","1,957",""
"Trust Co","12/31/2024","103","1,950",""
"VALLEY NATIONAL ADVISERS INC","12/31/2024","98","1,852",""
"Baird Financial Group, Inc.","12/31/2024","97","1,826",""
"HUNTINGTON NATIONAL BANK","12/31/2024","80","1,510",""
"MassMutual Private Wealth & Trust, FSB","12/31/2024","75","1,417",""
"Compagnie Lombard Odier SCmA","12/31/2024","70","1,325",""
"Hexagon Capital Partners LLC","12/31/2024","69","1,310",""
"SUMMIT SECURITIES GROUP LLC","12/31/2024","69","1,300",""
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","12/31/2024","69","1,300",""
"Spire Wealth Management","12/31/2024","68","1,289",""
"Community Bank, N.A.","12/31/2024","66","1,250",""
"Rosenberg Matthew Hamilton","12/31/2024","66","1,243",""
"Financial Perspectives, Inc","12/31/2024","65","1,238",""
"Blue Trust, Inc.","12/31/2024","64","1,206",""
"TOMPKINS FINANCIAL CORP","12/31/2024","63","1,200",""
"Union Bancaire Privee, UBP SA","12/31/2024","57","1,133",""
"Hilltop National Bank","12/31/2024","59","1,121",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2024","59","1,113",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2024","55","1,050",""
"EASTERN BANK","12/31/2024","55","1,043",""
"GeoWealth Management, LLC","12/31/2024","54","1,030",""
"TFC Financial Management, Inc.","12/31/2024","54","1,027",""
"AMUNDI","12/31/2024","78","1,022",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2024","53","1,003",""
"SITTNER & NELSON, LLC","12/31/2024","53","1,000",""
"EverSource Wealth Advisors, LLC","12/31/2024","52","979",""
"SBI Securities Co., Ltd.","12/31/2024","51","965",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2024","51","960",""
"FOSTER DYKEMA CABOT & PARTNERS, LLC","12/31/2024","49","934",""
"Byrne Asset Management LLC","12/31/2024","49","929",""
"Kimelman & Baird, LLC","12/31/2024","47","883",""
"American Capital Advisory, LLC","12/31/2024","42","801",""
"Citizens National Bank Trust Department","12/31/2024","42","800",""
"FIFTH THIRD BANCORP","12/31/2024","41","779",""
"Bruce G. Allen Investments, LLC","12/31/2024","39","741",""
"Murphy & Mullick Capital Management Corp","12/31/2024","38","726",""
"CALDWELL SUTTER CAPITAL, INC.","12/31/2024","38","720",""
"LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA","12/31/2024","41","718",""
"JONES FINANCIAL COMPANIES LLLP","12/31/2024","37","706",""
"Versant Capital Management, Inc","12/31/2024","37","700",""
"Investment Research & Advisory Group, Inc.","12/31/2024","35","667",""
"Mascoma Wealth Management LLC","12/31/2024","34","644",""
"Van Hulzen Asset Management, LLC","12/31/2024","33","631",""
"CoreCap Advisors, LLC","12/31/2024","33","630",""
"Bank of Jackson Hole Trust","12/31/2024","32","605",""
"OGOREK ANTHONY JOSEPH /NY/ /ADV","12/31/2024","31","600",""
"MB, LEVIS & ASSOCIATES, LLC","12/31/2024","31","600",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2024","32","565",""
"PRIVATE TRUST CO NA","12/31/2024","29","562",""
"BFSG, LLC","12/31/2024","26","501",""
"LEE DANNER & BASS INC","12/31/2024","26","500",""
"FIRST FINANCIAL CORP /IN/","12/31/2024","26","500",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2024","26","496",""
"ST GERMAIN D J CO INC","12/31/2024","25","486",""
"Bray Capital Advisors","12/31/2024","24","460",""
"Millstone Evans Group, LLC","12/31/2024","23","450",""
"Park Place Capital Corp","12/31/2024","22","419",""
"Venturi Wealth Management, LLC","12/31/2024","22","418",""
"Sachetta, LLC","12/31/2024","22","415",""
"First PREMIER Bank","12/31/2024","21","400",""
"MATHER GROUP, LLC.","12/31/2024","20","377",""
"Smithfield Trust Co","12/31/2024","20","376",""
"PNC Financial Services Group, Inc.","12/31/2024","19","374",""
"Compass Wealth Management LLC","12/31/2024","18","350",""
"SIERRA OCEAN, LLC","12/31/2024","18","349",""
"BOYD WATTERSON ASSET MANAGEMENT LLC/OH","12/31/2024","17","324",""
"PRINCIPAL SECURITIES, INC.","12/31/2024","16","319",""
"Sugarloaf Wealth Management, LLC","12/31/2024","16","303",""
"Oakworth Capital, Inc.","12/31/2024","15","300",""
"Empowered Funds, LLC","12/31/2024","15","298",""
"NBT BANK N A /NY","12/31/2024","15","284",""
"ASSETMARK, INC","12/31/2024","13","262",""
"Sound Income Strategies, LLC","12/31/2024","13","258",""
"Riggs Asset Managment Co. Inc.","12/31/2024","13","245",""
"Prestige Wealth Management Group LLC","12/31/2024","12","244",""
"Ramirez Asset Management, Inc.","12/31/2024","12","235",""
"Park Square Financial Group, LLC","12/31/2024","11","216",""
"BROWN, LISLE/CUMMINGS, INC.","12/31/2024","11","216",""
"Sunbelt Securities, Inc.","12/31/2024","11","215",""
"Physician Wealth Advisors, Inc.","12/31/2024","11","211",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2024","10","200",""
"WR Wealth Planners, LLC","12/31/2024","10","200",""
"Larson Financial Group LLC","12/31/2024","10","192",""
"Coston, McIsaac & Partners","12/31/2024","9","178",""
"DiNuzzo Private Wealth, Inc.","12/31/2024","9","175",""
"Fourth Dimension Wealth, LLC","12/31/2024","9","174",""
"Newbridge Financial Services Group, Inc.","12/31/2024","8","164",""
"ZynergyRetirementPlanningLLC","12/31/2024","10","164",""
"Continuum Advisory, LLC","12/31/2024","8","159",""
"City State Bank","12/31/2024","8","153",""
"Bell Investment Advisors, Inc","12/31/2024","7","148",""
"Penserra Capital Management LLC","12/31/2024","7","144",""
"Frazier Financial Advisors, LLC","12/31/2024","7","142",""
"KIECKHEFER GROUP LLC","12/31/2024","7","140",""
"Piscataqua Savings Bank","12/31/2024","7","138",""
"Centricity Wealth Management, LLC","12/31/2024","7","136",""
"Transce3nd, LLC","12/31/2024","6","128",""
"Eagle Bay Advisors LLC","12/31/2024","6","121",""
"Financial Management Professionals, Inc.","12/31/2024","6","116",""
"Smartleaf Asset Management LLC","12/31/2024","5","102",""
"Bogart Wealth, LLC","12/31/2024","5","100",""
"Capital A Wealth Management, LLC","12/31/2024","4","82",""
"Fortis Group Advisors, LLC","12/31/2024","4","82",""
"Cornerstone Planning Group LLC","12/31/2024","4","78",""
"WOLFF WIESE MAGANA LLC","12/31/2024","3","75",""
"Zions Bancorporation, N.A.","12/31/2024","3","67",""
"Cullen/Frost Bankers, Inc.","12/31/2024","3","63",""
"Walleye Trading LLC","12/31/2024","2","54",""
"Holos Integrated Wealth LLC","12/31/2024","2","53",""
"Coppell Advisory Solutions LLC","12/31/2024","2","52",""
"Glass Jacobson Investment Advisors llc","12/31/2024","2","50",""
"Golden State Wealth Management, LLC","12/31/2024","2","50",""
"Princeton Global Asset Management LLC","12/31/2024","2","47",""
"HIGHLINE WEALTH PARTNERS LLC","12/31/2024","1","33",""
"Tradewinds Capital Management, LLC","12/31/2024","1","33",""
"Creekmur Asset Management LLC","12/31/2024","1","30",""
"TD Capital Management LLC","12/31/2024","1","26",""
"GAMMA Investing LLC","12/31/2024","1","25",""
"Wood Tarver Financial Group, LLC","12/31/2024","1","25",""
"Wingate Wealth Advisors, Inc.","12/31/2024","0","18",""
"Sandy Spring Bank","12/31/2024","0","15",""
"Main Street Group, LTD","12/31/2024","0","14",""
"Human Investing LLC","12/31/2024","0","13",""
"Johnson Financial Group, Inc.","12/31/2024","0","12",""
"WPG Advisers, LLC","12/31/2024","0","12",""
"CLEAR INVESTMENT RESEARCH, LLC","12/31/2024","0","10",""
"Transamerica Financial Advisors, Inc.","12/31/2024","1","9",""
"High Note Wealth, LLC","12/31/2024","0","6",""
"Whipplewood Advisors, LLC","12/31/2024","0","6",""
"SJS Investment Consulting Inc.","12/31/2024","0","3",""
"NBC SECURITIES, INC.","12/31/2024","0","2",""
"ATWOOD & PALMER INC","12/31/2024","0","2",""
"BURKETT FINANCIAL SERVICES, LLC","12/31/2024","0","2",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2024","0","0",""
