"Manager","Report Date","Value ($000)","Shares","Option Type"
"FRANKLIN RESOURCES INC","12/31/2018","384,848","7,745,745",""
"APG Asset Management N.V.","12/31/2018","322,539","7,420,869",""
"APG Asset Management N.V.","12/31/2018","322,539","7,420,869",""
"DEUTSCHE BANK AG\","12/31/2018","350,786","7,055,325",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2018","344,753","6,930,558",""
"Sumitomo Mitsui Trust Holdings, Inc.","12/31/2018","340,863","6,873,214",""
"LETKO, BROSSEAU & ASSOCIATES INC","12/31/2018","336,704","6,776,750",""
"Invesco Ltd.","12/31/2018","334,127","6,720,175",""
"GUARDIAN CAPITAL LP","12/31/2018","326,725","6,575,916",""
"Legal & General Group Plc","12/31/2018","314,775","6,335,434",""
"Mawer Investment Management Ltd.","12/31/2018","303,980","6,080,105",""
"Capital International Investors","12/31/2018","283,832","5,708,605",""
"JPMORGAN CHASE & CO","12/31/2018","275,940","5,549,910",""
"WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC","12/31/2018","244,956","4,925,833",""
"BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp","12/31/2018","238,452","4,799,258",""
"Federation des caisses Desjardins du Quebec","12/31/2018","220,567","4,438,358",""
"OMERS ADMINISTRATION Corp","12/31/2018","205,166","4,129,325",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2018","273,460","4,029,761",""
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2018","189,753","3,816,434",""
"Allianz Asset Management GmbH","12/31/2018","154,531","3,110,186",""
"Bank of New York Mellon Corp","12/31/2018","152,954","3,076,287",""
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP","12/31/2018","152,850","3,074,117",""
"JANUS HENDERSON GROUP PLC","12/31/2018","147,933","2,977,408",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2018","144,849","2,915,329",""
"AQR CAPITAL MANAGEMENT LLC","12/31/2018","142,550","2,869,057",""
"Burgundy Asset Management Ltd.","12/31/2018","142,127","2,857,197",""
"MORGAN STANLEY","12/31/2018","128,947","2,593,481",""
"CIDEL ASSET MANAGEMENT INC","12/31/2018","125,607","2,528,053",""
"CREDIT SUISSE AG/","12/31/2018","124,986","2,513,795",""
"Russell Investments Group, Ltd.","12/31/2018","119,502","2,403,339",""
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2018","115,346","2,321,532",""
"MONTRUSCO BOLTON INVESTMENTS INC.","12/31/2018","109,027","2,194,355",""
"ALLIANCEBERNSTEIN L.P.","12/31/2018","103,878","2,089,252",""
"Addenda Capital Inc.","12/31/2018","101,058","2,033,992",""
"Highstreet Asset Management Inc.","12/31/2018","100,026","2,012,320",""
"Greystone Managed Investments Inc.","12/31/2018","98,405","1,980,573",""
"PCJ Investment Counsel Ltd.","12/31/2018","91,838","1,848,403",""
"Public Sector Pension Investment Board","12/31/2018","88,874","1,788,750",""
"AVIVA PLC","12/31/2018","88,047","1,768,775",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2018","85,689","1,724,518",""
"LINCLUDEN MANAGEMENT LTD","12/31/2018","85,278","1,715,606",""
"Korea Investment CORP","12/31/2018","80,199","1,614,146",""
"AMF Pensionsforsakring AB","12/31/2018","75,344","1,516,433",""
"DekaBank Deutsche Girozentrale","12/31/2018","74,161","1,494,843",""
"TORONTO DOMINION BANK","12/31/2018","74,347","1,493,621",""
"AMUNDI PIONEER ASSET MANAGEMENT INC","12/31/2018","73,764","1,483,583",""
"DSM Capital Partners LLC","12/31/2018","73,205","1,472,352",""
"GOLDMAN SACHS GROUP INC","12/31/2018","72,133","1,450,775",""
"State of Tennessee, Treasury Department","12/31/2018","71,662","1,441,707",""
"CITADEL ADVISORS LLC","12/31/2018","68,480","1,376,519",""
"AGF INVESTMENTS INC.","12/31/2018","68,031","1,368,645",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2018","67,582","1,359,614",""
"MILLER HOWARD INVESTMENTS INC /NY","12/31/2018","66,166","1,330,772",""
"ROYAL BANK OF CANADA","12/31/2018","65,357","1,314,500","put"
"AXA","12/31/2018","63,742","1,282,013",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2018","83,354","1,229,405",""
"UBS Group AG","12/31/2018","60,204","1,210,887",""
"PRUDENTIAL PLC","12/31/2018","59,312","1,192,919",""
"NORTHERN TRUST CORP","12/31/2018","53,635","1,078,741",""
"QV Investors Inc.","12/31/2018","72,812","1,072,981",""
"Cardinal Capital Management, Inc.","12/31/2018","53,320","1,072,377",""
"NORDEA INVESTMENT MANAGEMENT AB","12/31/2018","70,126","1,033,419",""
"NORDEA INVESTMENT MANAGEMENT AB","12/31/2018","70,126","1,033,419",""
"NORDEA INVESTMENT MANAGEMENT AB","12/31/2018","70,126","1,033,419",""
"Mn Services Vermogensbeheer B.V.","12/31/2018","43,690","1,005,212",""
"NN Investment Partners Holdings N.V.","12/31/2018","49,519","995,968",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2018","49,327","992,093",""
"Northwest & Ethical Investments L.P.","12/31/2018","47,439","954,366",""
"CANADA PENSION PLAN INVESTMENT BOARD","12/31/2018","47,389","953,875",""
"WELLS FARGO & COMPANY/MN","12/31/2018","47,426","953,845",""
"EdgePoint Investment Group Inc.","12/31/2018","46,532","936,140",""
"AMP Capital Investors Ltd","12/31/2018","45,996","928,909",""
"TORONTO DOMINION BANK","12/31/2018","46,129","926,700",""
"CORTLAND ADVISERS LLC","12/31/2018","45,878","922,726",""
"DIMENSIONAL FUND ADVISORS LP","12/31/2018","45,765","920,464",""
"D. E. Shaw & Co., Inc.","12/31/2018","45,577","915,964",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2018","40,383","812,211",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2018","40,011","804,724",""
"TORONTO DOMINION BANK","12/31/2018","39,139","786,100",""
"NORTHERN TRUST CORP","12/31/2018","39,015","784,701",""
"Bridgewater Associates, LP","12/31/2018","37,096","746,631",""
"Nexus Investment Management Inc.","12/31/2018","36,351","731,105",""
"Hillsdale Investment Management Inc.","12/31/2018","36,352","730,495",""
"Man Group plc","12/31/2018","35,740","719,303",""
"PICTET ASSET MANAGEMENT LTD","12/31/2018","35,247","709,406",""
"Cumberland Partners Ltd","12/31/2018","34,533","694,606",""
"Aperio Group, LLC","12/31/2018","32,698","657,633",""
"STRS OHIO","12/31/2018","32,444","653,000",""
"Parametric Portfolio Associates LLC","12/31/2018","32,356","650,771",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2018","43,747","640,267",""
"HSBC HOLDINGS PLC","12/31/2018","29,362","590,506",""
"CITIGROUP INC","12/31/2018","28,060","564,750",""
"Credential Qtrade Securities Inc.","12/31/2018","27,630","556,356",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2018","26,530","533,969",""
"Baird Financial Group, Inc.","12/31/2018","26,172","526,755",""
"M&T Bank Corp","12/31/2018","25,896","520,907",""
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2018","25,816","519,600",""
"MARATHON ASSET MANAGEMENT LLP","12/31/2018","24,756","498,184",""
"Hexavest Inc.","12/31/2018","23,901","481,039",""
"FIRST TRUST ADVISORS LP","12/31/2018","23,667","476,004",""
"CORDA Investment Management, LLC.","12/31/2018","23,232","467,263",""
"Heathbridge Capital Management Ltd.","12/31/2018","22,815","458,650",""
"USS Investment Management Ltd","12/31/2018","22,723","456,900",""
"PAYDEN & RYGEL","12/31/2018","21,136","425,100",""
"BANK OF AMERICA CORP /DE/","12/31/2018","19,888","400,000","call"
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2018","18,669","375,580",""
"SHELL ASSET MANAGEMENT CO","12/31/2018","18,546","373,275",""
"WELCH & FORBES LLC","12/31/2018","18,527","372,628",""
"Unigestion Holding SA","12/31/2018","18,271","367,400",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","16,994","341,800","call"
"BNP PARIBAS ASSET MANAGEMENT Holding S.A.","12/31/2018","16,546","334,130",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2018","21,824","321,600",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2018","15,646","314,537",""
"TWO SIGMA ADVISERS, LP","12/31/2018","15,454","310,805",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2018","15,291","307,579",""
"Capital Bank & Trust Co","12/31/2018","15,055","302,802",""
"BANK OF MONTREAL /CAN/","12/31/2018","14,916","300,000","call"
"ADVISORY RESEARCH INC","12/31/2018","14,509","291,807",""
"Baskin Financial Services Inc.","12/31/2018","14,207","285,733",""
"Parsec Financial Management, Inc.","12/31/2018","13,772","276,987",""
"BLAIR WILLIAM & CO/IL","12/31/2018","13,611","273,749",""
"Clark Capital Management Group, Inc.","12/31/2018","13,458","270,683",""
"PEAK6 Investments LLC","12/31/2018","13,320","267,900","call"
"Commonwealth Bank of Australia","12/31/2018","12,646","254,249",""
"COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS","12/31/2018","12,435","250,275",""
"JCIC Asset Management Inc.","12/31/2018","12,393","249,039",""
"AVALON ADVISORS, LLC","12/31/2018","12,308","247,540",""
"First Long Island Investors, LLC","12/31/2018","12,153","244,438",""
"Eaton Vance Management","12/31/2018","12,038","242,106",""
"TAYLOR ASSET MANAGEMENT INC","12/31/2018","11,635","233,900",""
"RAYMOND JAMES & ASSOCIATES","12/31/2018","11,580","232,886",""
"Polar Capital LLP","12/31/2018","13,909","229,749",""
"GODSEY & GIBB ASSOCIATES","12/31/2018","11,391","229,096",""
"MAVERICK CAPITAL LTD","12/31/2018","11,077","222,780",""
"DAVIS-REA LTD.","12/31/2018","10,975","220,726",""
"MCKINLEY CAPITAL MANAGEMENT LLC /DELAWARE","12/31/2018","10,803","217,430",""
"BARCLAYS PLC","12/31/2018","10,734","215,865",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2018","10,501","213,300",""
"Manitou Investment Management Ltd.","12/31/2018","12,575","206,614",""
"Timbercreek Investment Management Inc.","12/31/2018","9,973","200,310",""
"AMERIPRISE FINANCIAL INC","12/31/2018","9,898","199,012",""
"Candriam Luxembourg S.C.A.","12/31/2018","9,885","198,969",""
"LVM CAPITAL MANAGEMENT LTD/MI","12/31/2018","9,434","189,747",""
"BREWIN DOLPHIN Ltd","12/31/2018","9,279","186,627",""
"FOSTER & MOTLEY INC","12/31/2018","8,727","175,523",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2018","8,563","172,060",""
"Quadrature Capital Ltd","12/31/2018","8,486","170,400",""
"Creative Planning","12/31/2018","8,363","168,201",""
"Elkfork Partners LLC","12/31/2018","8,181","163,880",""
"TDAM USA INC.","12/31/2018","8,024","161,381",""
"FORSTA AP-FONDEN","12/31/2018","7,918","159,369",""
"CITIGROUP INC","12/31/2018","7,692","154,800","call"
"Crossmark Global Holdings, Inc.","12/31/2018","7,600","152,861",""
"Pictet North America Advisors SA","12/31/2018","7,405","149,040",""
"BANQUE PICTET & CIE SA","12/31/2018","7,405","149,040",""
"Evanston Investments, Inc., dba Evanston Advisors","12/31/2018","7,375","148,321",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2018","7,026","141,320",""
"HSBC HOLDINGS PLC","12/31/2018","6,961","140,000","call"
"BB&T SECURITIES, LLC","12/31/2018","6,801","136,798",""
"Glen Harbor Capital Management LLC","12/31/2018","6,737","134,960",""
"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC","12/31/2018","6,366","128,027",""
"Raymond James Financial Services Advisors, Inc.","12/31/2018","6,331","127,327",""
"CITADEL ADVISORS LLC","12/31/2018","6,324","127,200","call"
"Neuberger Berman Group LLC","12/31/2018","6,277","125,985",""
"LSV ASSET MANAGEMENT","12/31/2018","6,130","123,300",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","5,678","114,200","put"
"Azimuth Capital Management LLC","12/31/2018","5,657","113,787",""
"MACQUARIE GROUP LTD","12/31/2018","5,647","113,600",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2018","5,454","109,698",""
"COMERICA BANK","12/31/2018","6,082","109,298",""
"QS Investors, LLC","12/31/2018","5,378","109,251",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2018","5,404","108,686",""
"Meadow Creek Investment Management LLC","12/31/2018","5,293","106,040",""
"WOLVERINE TRADING, LLC","12/31/2018","5,106","103,100","put"
"FIDUCIARY TRUST CO","12/31/2018","5,001","100,586",""
"STEVENS CAPITAL MANAGEMENT LP","12/31/2018","4,855","97,647",""
"Mariner, LLC","12/31/2018","4,798","96,503",""
"Coastline Trust Co","12/31/2018","4,698","94,490",""
"American Assets Investment Management, LLC","12/31/2018","4,674","94,000",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2018","4,622","92,959",""
"HENNESSY ADVISORS INC","12/31/2018","4,599","92,500",""
"Van Hulzen Asset Management, LLC","12/31/2018","4,585","92,223",""
"Jefferies Group LLC","12/31/2018","4,523","90,935",""
"Beaton Management Co. Inc.","12/31/2018","4,380","88,096",""
"Erste Asset Management GmbH","12/31/2018","4,217","85,190",""
"VAN ECK ASSOCIATES CORP","12/31/2018","4,214","84,687",""
"Eagle Ridge Investment Management","12/31/2018","4,196","84,391",""
"ADELL HARRIMAN & CARPENTER INC","12/31/2018","4,171","83,904",""
"CITADEL ADVISORS LLC","12/31/2018","4,162","83,700","put"
"K.J. Harrison & Partners Inc","12/31/2018","4,116","82,783",""
"Marshall Wace North America L.P.","12/31/2018","4,020","80,900",""
"MEAG MUNICH ERGO KAPITALANLAGEGESELLSCHAFT MBH","12/31/2018","4,003","80,630",""
"Flinton Capital Management LLC","12/31/2018","3,850","77,120",""
"M&R CAPITAL MANAGEMENT INC","12/31/2018","3,772","75,802",""
"Twin Tree Management, LP","12/31/2018","3,769","75,800","call"
"Zurich Insurance Group Ltd/FI","12/31/2018","3,704","74,472",""
"Biondo Investment Advisors, LLC","12/31/2018","3,610","72,601",""
"Santa Barbara Asset Management, LLC","12/31/2018","3,561","71,618",""
"Covington Investment Advisors Inc.","12/31/2018","3,559","71,582",""
"HighTower Advisors, LLC","12/31/2018","3,534","70,997",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2018","3,473","69,851",""
"CAPITAL GUARDIAN TRUST CO","12/31/2018","3,443","69,266",""
"COMMERZBANK AKTIENGESELLSCHAFT /FI","12/31/2018","3,433","69,040",""
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2018","3,430","69,037",""
"Saturna Capital CORP","12/31/2018","3,412","68,620",""
"STIFEL FINANCIAL CORP","12/31/2018","3,297","66,554",""
"AMERICAN CENTURY COMPANIES INC","12/31/2018","3,288","66,150",""
"TRUST CO OF VERMONT","12/31/2018","3,151","63,364",""
"Pennsylvania Trust Co","12/31/2018","3,131","62,968",""
"LPL Financial LLC","12/31/2018","3,126","62,870",""
"Parallax Volatility Advisers, L.P.","12/31/2018","3,073","61,800","call"
"Williams Jones & Associates LLC","12/31/2018","2,954","59,419",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2018","2,904","58,398",""
"DT Investment Partners, LLC","12/31/2018","2,889","58,106",""
"Blue Chip Partners, Inc.","12/31/2018","2,881","57,943",""
"WOLVERINE TRADING, LLC","12/31/2018","2,852","57,600","call"
"CLARET ASSET MANAGEMENT Corp","12/31/2018","2,798","56,243",""
"MHI Funds, LLC","12/31/2018","2,662","53,533",""
"WOLVERINE TRADING, LLC","12/31/2018","2,555","51,592",""
"KCM INVESTMENT ADVISORS LLC","12/31/2018","2,534","50,959",""
"Rathbone Brothers plc","12/31/2018","2,483","49,984",""
"OPPENHEIMER ASSET MANAGEMENT INC.","12/31/2018","2,451","49,292",""
"JANE STREET GROUP, LLC","12/31/2018","2,445","49,168",""
"GROUP ONE TRADING, L.P.","12/31/2018","2,439","49,046",""
"WealthTrust Axiom LLC","12/31/2018","2,348","47,236",""
"Smith Asset Management Group LP","12/31/2018","2,332","46,901",""
"American Research & Management Co.","12/31/2018","2,276","45,786",""
"US BANCORP \DE\","12/31/2018","2,276","45,774",""
"NATIXIS ADVISORS, L.P.","12/31/2018","2,228","44,812",""
"Kalos Management, Inc.","12/31/2018","2,216","44,513",""
"PLIMOTH TRUST CO LLC","12/31/2018","2,019","40,627",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2018","2,010","40,434",""
"Alexandria Capital, LLC","12/31/2018","2,009","40,400",""
"SEI INVESTMENTS CO","12/31/2018","2,428","39,928",""
"PARSONS CAPITAL MANAGEMENT INC/RI","12/31/2018","1,911","38,437",""
"Cardinal Capital Management","12/31/2018","1,895","38,129",""
"ROYAL BANK OF CANADA","12/31/2018","1,865","37,500","call"
"NATIXIS","12/31/2018","1,854","37,291",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","1,834","36,883",""
"Ativo Capital Management LLC","12/31/2018","1,820","36,610",""
"HMS Capital Management, LLC","12/31/2018","2,029","36,572",""
"PNC Financial Services Group, Inc.","12/31/2018","1,814","36,476",""
"GRIMES & COMPANY, INC.","12/31/2018","1,764","35,469",""
"Northeast Financial Consultants Inc","12/31/2018","1,755","35,298",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2018","1,748","35,158",""
"Gulf International Bank (UK) Ltd","12/31/2018","1,707","34,317",""
"Stratos Wealth Partners, LTD.","12/31/2018","1,690","33,988",""
"Blueshift Asset Management, LLC","12/31/2018","1,676","33,712",""
"Kavar Capital Partners, LLC","12/31/2018","1,662","33,435",""
"Gideon Capital Advisors, Inc.","12/31/2018","1,662","33,427",""
"Janney Montgomery Scott LLC","12/31/2018","1,639","32,962",""
"A.R.T. Advisors, LLC","12/31/2018","1,592","32,022",""
"Balyasny Asset Management LLC","12/31/2018","1,577","31,729",""
"ALBERT D MASON INC","12/31/2018","1,572","31,626",""
"Cambridge Investment Research Advisors, Inc.","12/31/2018","1,560","31,380",""
"C WorldWide Group Holding A/S","12/31/2018","2,118","31,209",""
"Intercontinental Wealth Advisors, LLC","12/31/2018","1,550","31,174",""
"Eqis Capital Management, Inc.","12/31/2018","1,540","30,964",""
"Brandywine Oak Private Wealth LLC","12/31/2018","1,538","30,949",""
"Buckingham Capital Management, Inc.","12/31/2018","1,538","30,942",""
"Assenagon Asset Management S.A.","12/31/2018","1,532","30,824",""
"Claro Advisors LLC","12/31/2018","1,862","30,621",""
"RNC CAPITAL MANAGEMENT LLC","12/31/2018","1,506","30,296",""
"SWS Partners","12/31/2018","1,501","30,183",""
"Parallax Volatility Advisers, L.P.","12/31/2018","1,492","30,000","put"
"SG3 Management, LLC","12/31/2018","1,492","30,000","put"
"PRIO WEALTH LIMITED PARTNERSHIP","12/31/2018","1,471","29,594",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2018","1,468","29,539",""
"LADENBURG THALMANN FINANCIAL SERVICES INC.","12/31/2018","1,453","29,139",""
"D.A. DAVIDSON & CO.","12/31/2018","1,439","28,945",""
"Banco de Sabadell, S.A","12/31/2018","1,910","28,200",""
"World Asset Management Inc","12/31/2018","1,388","27,924",""
"BRIDGES INVESTMENT MANAGEMENT INC","12/31/2018","1,373","27,600",""
"HUDSON VALLEY INVESTMENT ADVISORS INC /ADV","12/31/2018","1,340","26,954",""
"WELD CAPITAL MANAGEMENT LLC","12/31/2018","1,326","26,663",""
"NorthCoast Asset Management LLC","12/31/2018","1,316","26,459",""
"Private Advisor Group, LLC","12/31/2018","1,293","26,007",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2018","1,282","25,847",""
"NICHOLS & PRATT ADVISERS LLP /MA","12/31/2018","1,297","25,800",""
"GUGGENHEIM CAPITAL LLC","12/31/2018","1,279","25,731",""
"Steward Partners Investment Advisory, LLC","12/31/2018","1,277","25,692",""
"Monte Financial Group, LLC","12/31/2018","1,275","25,641",""
"NewSquare Capital LLC","12/31/2018","1,239","24,919",""
"Doyle Wealth Management","12/31/2018","1,238","24,905",""
"STEPHENS INC /AR/","12/31/2018","1,200","24,143",""
"CWM, LLC","12/31/2018","1,197","24,070",""
"Fieldpoint Private Securities, LLC","12/31/2018","1,186","23,864",""
"Penobscot Investment Management Company, Inc.","12/31/2018","1,185","23,824",""
"Krueger & Catalano Capital Partners, LLC","12/31/2018","1,177","23,670",""
"180 WEALTH ADVISORS, LLC","12/31/2018","1,437","23,630",""
"Voya Financial Advisors, Inc.","12/31/2018","1,169","23,601",""
"BKS ADVISORS, LLC","12/31/2018","1,152","23,164",""
"NEVILLE RODIE & SHAW INC","12/31/2018","1,148","23,082",""
"YHB Investment Advisors, Inc.","12/31/2018","1,145","23,033",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2018","1,138","22,894",""
"SECURITY NATIONAL BANK OF SIOUX CITY IOWA /IA/","12/31/2018","1,126","22,649",""
"Boston Common Asset Management, LLC","12/31/2018","1,115","22,430",""
"1 NORTH WEALTH SERVICES LLC","12/31/2018","1,105","22,230",""
"RIVERHEAD CAPITAL MANAGEMENT LLC","12/31/2018","1,117","21,991",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2018","1,488","21,930",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2018","1,053","21,181",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2018","1,053","21,181",""
"Sound View Wealth Advisors, LLC","12/31/2018","1,047","21,054",""
"HMS Capital Management, LLC","12/31/2018","1,151","20,700","put"
"Rockefeller Capital Management L.P.","12/31/2018","995","20,019",""
"Lenox Wealth Management, Inc.","12/31/2018","980","19,704",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2018","966","19,435",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2018","1,287","18,971",""
"WESBANCO BANK INC","12/31/2018","931","18,721",""
"Horizon Kinetics LLC","12/31/2018","922","18,550",""
"WRIGHT INVESTORS SERVICE INC","12/31/2018","905","18,193",""
"CENTRAL TRUST Co","12/31/2018","866","17,407",""
"DAVENPORT & Co LLC","12/31/2018","859","17,275",""
"Advisor Group, Inc.","12/31/2018","854","17,166",""
"Moors & Cabot, Inc.","12/31/2018","851","17,081",""
"MML INVESTORS SERVICES, LLC","12/31/2018","847","17,033",""
"SECURITY NATIONAL BANK OF SO DAK","12/31/2018","840","16,887",""
"BTIM Corp.","12/31/2018","834","16,780",""
"CAPE COD FIVE CENTS SAVINGS BANK","12/31/2018","831","16,719",""
"UBS Group AG","12/31/2018","830","16,700","put"
"Landsberg, Bennett, & Dubbaneh LLC","12/31/2018","822","16,538",""
"Family Legacy, Inc.","12/31/2018","809","16,266",""
"Covenant Asset Management, LLC","12/31/2018","977","16,076",""
"Walleye Trading LLC","12/31/2018","796","16,000","call"
"First National Bank of Mount Dora, Trust Investment Services","12/31/2018","793","15,961",""
"Teza Capital Management LLC","12/31/2018","793","15,951",""
"ADVISOR PARTNERS LLC","12/31/2018","793","15,944",""
"BALDWIN BROTHERS INC/MA","12/31/2018","788","15,846",""
"SIGNET FINANCIAL MANAGEMENT, LLC","12/31/2018","786","15,812",""
"HAVERFORD TRUST CO","12/31/2018","776","15,599",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2018","766","15,416",""
"HIGHLAND CAPITAL MANAGEMENT, LLC","12/31/2018","761","15,300",""
"PINNACLE ASSOCIATES LTD","12/31/2018","761","15,297",""
"CPWM, LLC","12/31/2018","752","15,128",""
"ING GROEP NV","12/31/2018","746","15,000",""
"BANK OF MONTREAL /CAN/","12/31/2018","736","14,800","put"
"Community Bank, N.A.","12/31/2018","730","14,684",""
"GLENMEDE TRUST CO NA","12/31/2018","728","14,648",""
"Costello Asset Management, INC","12/31/2018","722","14,528",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2018","703","14,136",""
"GREENLEAF TRUST","12/31/2018","684","13,757",""
"Cox Capital Mgt LLC","12/31/2018","748","13,748",""
"Summit X, LLC","12/31/2018","682","13,742",""
"Raab & Moskowitz Asset Management LLC","12/31/2018","681","13,702",""
"Essex Financial Services, Inc.","12/31/2018","672","13,506",""
"BARCLAYS PLC","12/31/2018","671","13,500","put"
"Plante Moran Financial Advisors, LLC","12/31/2018","662","13,316",""
"Ballentine Partners, LLC","12/31/2018","659","13,242",""
"DAVIS R M INC","12/31/2018","657","13,210",""
"BURNEY CO/","12/31/2018","645","12,978",""
"ETRADE Capital Management LLC","12/31/2018","641","12,899",""
"CAPROCK Group, Inc.","12/31/2018","635","12,781",""
"Kingsview Wealth Management, LLC","12/31/2018","623","12,531",""
"BOKF, NA","12/31/2018","596","11,971",""
"Virtu Financial LLC","12/31/2018","592","11,922",""
"Johanson Financial Advisors, Inc.","12/31/2018","591","11,887",""
"FOX RUN MANAGEMENT, L.L.C.","12/31/2018","582","11,700",""
"Kassirer Asset Management Corp","12/31/2018","582","11,700",""
"Archford Capital Strategies, LLC","12/31/2018","578","11,616",""
"Old Port Advisors","12/31/2018","625","11,537",""
"Archer Investment Corp","12/31/2018","572","11,500",""
"Wealthcare Advisory Partners LLC","12/31/2018","567","11,402",""
"Aries Wealth Management","12/31/2018","566","11,392",""
"Lourd Capital, LLC","12/31/2018","560","11,262",""
"People's United Financial, Inc.","12/31/2018","556","11,194",""
"TOCQUEVILLE ASSET MANAGEMENT L.P.","12/31/2018","552","11,100",""
"WEDBUSH SECURITIES INC","12/31/2018","518","10,428",""
"CHARTER TRUST CO","12/31/2018","516","10,374",""
"Hartford Financial Management Inc.","12/31/2018","515","10,360",""
"NEXT Financial Group, Inc","12/31/2018","513","10,321",""
"Mercer Capital Advisers, Inc.","12/31/2018","510","10,274",""
