"Manager","Report Date","Value ($000)","Shares","Option Type"
"CIDEL ASSET MANAGEMENT INC","12/31/2020","129,882","2,300,742",""
"Bank of New York Mellon Corp","12/31/2020","127,208","2,254,656",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2020","124,868","2,210,200",""
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2020","116,873","2,070,301",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2020","142,500","1,986,890",""
"CIBC World Markets Inc.","12/31/2020","112,078","1,986,500","put"
"Korea Investment CORP","12/31/2020","111,031","1,966,812",""
"DekaBank Deutsche Girozentrale","12/31/2020","109,118","1,948,672",""
"Cardinal Capital Management, Inc.","12/31/2020","108,500","1,924,734",""
"Triasima Portfolio Management inc.","12/31/2020","107,649","1,905,710",""
"Addenda Capital Inc.","12/31/2020","104,907","1,858,356",""
"BANK OF AMERICA CORP /DE/","12/31/2020","101,556","1,800,000","call"
"AMF Pensionsforsakring AB","12/31/2020","98,722","1,743,217",""
"TORONTO DOMINION BANK","12/31/2020","96,942","1,720,277",""
"LINCLUDEN MANAGEMENT LTD","12/31/2020","91,039","1,611,279",""
"MORGAN STANLEY","12/31/2020","90,792","1,609,223",""
"Burgundy Asset Management Ltd.","12/31/2020","90,199","1,596,805",""
"Mn Services Vermogensbeheer B.V.","12/31/2020","90,005","1,594,371",""
"EdgePoint Investment Group Inc.","12/31/2020","89,791","1,589,064",""
"MONTRUSCO BOLTON INVESTMENTS INC.","12/31/2020","85,326","1,511,476",""
"DIMENSIONAL FUND ADVISORS LP","12/31/2020","71,468","1,266,714",""
"DIMENSIONAL FUND ADVISORS LP","12/31/2020","71,468","1,266,714",""
"JANUS HENDERSON GROUP PLC","12/31/2020","71,331","1,263,959",""
"Value Partners Investments Inc.","12/31/2020","69,601","1,232,151",""
"Capital International Investors","12/31/2020","68,024","1,205,663",""
"QV Investors Inc.","12/31/2020","67,592","1,197,325",""
"GOLDMAN SACHS GROUP INC","12/31/2020","62,103","1,100,727",""
"M&G INVESTMENT MANAGEMENT LTD","12/31/2020","57,504","1,016,704",""
"Northwest & Ethical Investments L.P.","12/31/2020","56,613","1,001,997",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2020","56,013","992,787",""
"Mawer Investment Management Ltd.","12/31/2020","54,603","967,800",""
"MUFG SECURITIES (CANADA), LTD.","12/31/2020","54,581","966,780",""
"FIRST TRUST ADVISORS LP","12/31/2020","54,439","964,887",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2020","53,697","952,572",""
"UBS Group AG","12/31/2020","53,420","946,823",""
"Credential Qtrade Securities Inc.","12/31/2020","52,868","935,940",""
"NORTHERN TRUST CORP","12/31/2020","51,025","904,390",""
"AXA S.A.","12/31/2020","49,942","885,181",""
"AMUNDI PIONEER ASSET MANAGEMENT INC","12/31/2020","46,031","815,870",""
"STRS OHIO","12/31/2020","44,568","789,500",""
"TWO SIGMA INVESTMENTS, LP","12/31/2020","44,478","788,339",""
"Nexus Investment Management ULC","12/31/2020","43,735","776,495",""
"SCOTIA CAPITAL INC.","12/31/2020","43,405","770,000","call"
"PICTET ASSET MANAGEMENT LTD","12/31/2020","43,045","762,506",""
"Aperio Group, LLC","12/31/2020","42,185","747,689",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","41,892","742,500","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","41,892","742,500","call"
"ROYAL BANK OF CANADA","12/31/2020","41,729","739,600","call"
"GUARDIAN CAPITAL ADVISORS LP","12/31/2020","41,890","737,975",""
"Neuberger Berman Group LLC","12/31/2020","40,891","720,516",""
"Parametric Portfolio Associates LLC","12/31/2020","39,312","696,783",""
"AMP Capital Investors Ltd","12/31/2020","37,890","670,239",""
"CITIGROUP INC","12/31/2020","37,591","665,859",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2020","36,997","655,736",""
"NORTHERN TRUST CORP","12/31/2020","36,968","655,233",""
"BANK OF MONTREAL /CAN/","12/31/2020","37,775","649,500","call"
"BANK OF MONTREAL /CAN/","12/31/2020","36,059","620,000","put"
"Ilmarinen Mutual Pension Insurance Co","12/31/2020","34,675","614,236",""
"AVIVA PLC","12/31/2020","34,126","604,664",""
"Cumberland Partners Ltd","12/31/2020","31,022","550,195",""
"Investment Management Corp of Ontario","12/31/2020","29,764","527,551",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2020","29,602","524,680",""
"TORONTO DOMINION BANK","12/31/2020","29,501","523,500",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2020","29,440","521,500",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2020","28,690","508,198",""
"HSBC HOLDINGS PLC","12/31/2020","28,530","505,133",""
"Heathbridge Capital Management Ltd.","12/31/2020","28,514","504,780",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2020","28,091","497,600",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2020","27,722","491,074",""
"CITADEL ADVISORS LLC","12/31/2020","26,907","476,900","call"
"NN Investment Partners Holdings N.V.","12/31/2020","26,755","474,198",""
"Man Group plc","12/31/2020","24,703","437,600",""
"M&T Bank Corp","12/31/2020","23,389","414,569",""
"CIBC World Markets Inc.","12/31/2020","23,132","410,000","call"
"FORSTA AP-FONDEN","12/31/2020","22,722","402,500",""
"Polar Asset Management Partners Inc.","12/31/2020","22,568","400,000","put"
"AMERICAN CENTURY COMPANIES INC","12/31/2020","21,805","385,919",""
"WELCH & FORBES LLC","12/31/2020","20,426","362,016",""
"D. E. Shaw & Co., Inc.","12/31/2020","20,340","360,100",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2020","18,498","327,868",""
"Crossmark Global Holdings, Inc.","12/31/2020","17,240","305,565",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2020","17,159","303,773",""
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2020","17,094","302,800",""
"Baskin Financial Services Inc.","12/31/2020","17,034","301,752",""
"CITADEL ADVISORS LLC","12/31/2020","16,883","299,240",""
"SHELL ASSET MANAGEMENT CO","12/31/2020","16,720","296,183",""
"ALLIANCEBERNSTEIN L.P.","12/31/2020","16,380","290,319",""
"Allianz Asset Management GmbH","12/31/2020","16,372","290,018",""
"First Long Island Investors, LLC","12/31/2020","16,089","285,173",""
"K.J. Harrison & Partners Inc","12/31/2020","15,930","282,598",""
"Polar Asset Management Partners Inc.","12/31/2020","15,798","280,000","call"
"GODSEY & GIBB ASSOCIATES","12/31/2020","14,846","263,137",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2020","13,983","248,055",""
"RAYMOND JAMES & ASSOCIATES","12/31/2020","13,858","245,460",""
"Westpac Banking Corp","12/31/2020","17,048","237,053",""
"EAGLE ASSET MANAGEMENT INC","12/31/2020","12,932","228,880",""
"COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS","12/31/2020","12,835","227,364",""
"BLAIR WILLIAM & CO/IL","12/31/2020","12,673","224,618",""
"CITADEL ADVISORS LLC","12/31/2020","12,576","222,900","put"
"TWO SIGMA ADVISERS, LP","12/31/2020","11,904","210,988",""
"USS Investment Management Ltd","12/31/2020","11,055","195,900",""
"DAVIS-REA LTD.","12/31/2020","10,525","186,717",""
"CITIGROUP INC","12/31/2020","10,234","181,300","call"
"PCJ Investment Counsel Ltd.","12/31/2020","10,056","177,992",""
"Parsec Financial Management, Inc.","12/31/2020","9,869","174,923",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","9,845","174,500","put"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","9,845","174,500","put"
"Alexandria Capital, LLC","12/31/2020","9,840","174,400",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2020","9,804","173,906",""
"MARSHALL WACE, LLP","12/31/2020","9,775","173,167",""
"Twin Tree Management, LP","12/31/2020","9,433","167,200","put"
"BREWIN DOLPHIN LTD","12/31/2020","9,139","161,987",""
"Capula Management Ltd","12/31/2020","9,022","159,900","call"
"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC","12/31/2020","8,937","158,408",""
"Russell Investments Group, Ltd.","12/31/2020","8,668","153,590",""
"Capula Management Ltd","12/31/2020","8,463","150,000","put"
"American Assets Investment Management, LLC","12/31/2020","8,463","150,000",""
"Rockefeller Capital Management L.P.","12/31/2020","8,227","145,831",""
"Candriam Luxembourg S.C.A.","12/31/2020","8,068","142,913",""
"Marshall Wace North America L.P.","12/31/2020","7,768","137,600",""
"Creative Planning","12/31/2020","7,637","135,359",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2020","7,598","134,598",""
"CWM, LLC","12/31/2020","9,270","132,328",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2020","7,399","131,149",""
"CenterStar Asset Management, LLC","12/31/2020","6,738","123,000","call"
"ACADIAN ASSET MANAGEMENT LLC","12/31/2020","6,888","122,009",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2020","6,861","121,607",""
"CenterStar Asset Management, LLC","12/31/2020","6,608","119,200","put"
"AMERIPRISE FINANCIAL INC","12/31/2020","6,648","117,845",""
"EATON VANCE MANAGEMENT","12/31/2020","6,625","117,415",""
"EATON VANCE MANAGEMENT","12/31/2020","6,625","117,415",""
"LVM CAPITAL MANAGEMENT LTD/MI","12/31/2020","6,414","113,679",""
"TDAM USA INC.","12/31/2020","6,282","111,343",""
"Quadrature Capital Ltd","12/31/2020","6,213","110,400",""
"Polar Capital Holdings Plc","12/31/2020","6,975","108,715",""
"Hillsdale Investment Management Inc.","12/31/2020","5,890","104,331",""
"FIDUCIARY TRUST CO","12/31/2020","5,719","101,360",""
"COMERICA BANK","12/31/2020","5,845","101,117",""
"BANK OF AMERICA CORP /DE/","12/31/2020","5,642","100,000","put"
"Waratah Capital Advisors Ltd.","12/31/2020","5,548","98,220",""
"Eagle Ridge Investment Management","12/31/2020","5,532","98,056",""
"Pendal Group Limited","12/31/2020","5,473","96,882",""
"JCIC Asset Management Inc.","12/31/2020","5,332","94,346",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2020","6,685","93,950",""
"Cubist Systematic Strategies, LLC","12/31/2020","5,299","93,911",""
"Beaton Management Co. Inc.","12/31/2020","5,178","91,775",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2020","4,899","86,831",""
"TORONTO DOMINION BANK","12/31/2020","4,768","84,600",""
"HENNESSY ADVISORS INC","12/31/2020","4,519","80,100",""
"Ensign Peak Advisors, Inc","12/31/2020","4,491","79,553",""
"STIFEL FINANCIAL CORP","12/31/2020","4,355","77,183",""
"UBS Group AG","12/31/2020","4,322","76,600","put"
"Lorne Steinberg Wealth Management Inc.","12/31/2020","4,247","74,925",""
"JANE STREET GROUP, LLC","12/31/2020","4,218","74,768",""
"HighTower Advisors, LLC","12/31/2020","4,201","74,397",""
"Te Ahumairangi Investment Management Ltd","12/31/2020","4,197","74,352",""
"Insight Folios Inc","12/31/2020","4,166","73,840",""
"Nuveen Asset Management, LLC","12/31/2020","3,986","70,646",""
"Raymond James Financial Services Advisors, Inc.","12/31/2020","3,987","70,612",""
"Walleye Trading LLC","12/31/2020","3,910","69,300","call"
"Azimuth Capital Management LLC","12/31/2020","3,904","69,196",""
"Coastline Trust Co","12/31/2020","3,882","68,800",""
"Eastover Investment Advisors LLC","12/31/2020","3,876","68,695",""
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2020","3,868","68,512",""
"PEAK6 Investments LLC","12/31/2020","3,803","67,400","call"
"ENVESTNET ASSET MANAGEMENT INC","12/31/2020","3,776","66,929",""
"VAN ECK ASSOCIATES CORP","12/31/2020","3,609","63,845",""
"M. Kulyk & Associates, LLC","12/31/2020","3,532","62,594",""
"ADELL HARRIMAN & CARPENTER INC","12/31/2020","3,485","61,783",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2020","3,446","61,049",""
"HSBC HOLDINGS PLC","12/31/2020","4,346","60,000","call"
"MILLENNIUM MANAGEMENT LLC","12/31/2020","3,379","59,895",""
"M&R CAPITAL MANAGEMENT INC","12/31/2020","3,250","57,604",""
"CLARET ASSET MANAGEMENT Corp","12/31/2020","3,131","55,412",""
"Rathbone Brothers plc","12/31/2020","3,064","54,279",""
"Quantbot Technologies LP","12/31/2020","3,055","54,151",""
"NATIXIS ADVISORS, L.P.","12/31/2020","2,976","52,744",""
"Tacita Capital Inc","12/31/2020","2,954","52,404",""
"NewSquare Capital LLC","12/31/2020","2,952","52,330",""
"TRUST CO OF VERMONT","12/31/2020","2,908","51,546",""
"LPL Financial LLC","12/31/2020","2,883","51,102",""
"Covington Investment Advisors Inc.","12/31/2020","2,823","50,043",""
"PRELUDE CAPITAL MANAGEMENT, LLC","12/31/2020","3,596","50,000","call"
"PRELUDE CAPITAL MANAGEMENT, LLC","12/31/2020","3,596","50,000","put"
"Advisors Capital Management, LLC","12/31/2020","2,765","49,009",""
"Twin Tree Management, LP","12/31/2020","2,674","47,400","call"
"NATIXIS","12/31/2020","2,559","45,303",""
"BARCLAYS PLC","12/31/2020","2,528","44,804",""
"American Research & Management Co.","12/31/2020","2,460","43,604",""
"FOSTER & MOTLEY INC","12/31/2020","2,407","42,668",""
"Pacifica Partners Inc.","12/31/2020","2,349","41,986",""
"Mirae Asset Global Investments Co., Ltd.","12/31/2020","2,308","40,900",""
"Watchman Group, Inc.","12/31/2020","2,182","38,675",""
"Erste Asset Management GmbH","12/31/2020","2,181","38,600",""
"WOLVERINE TRADING, LLC","12/31/2020","2,144","38,000","put"
"AlphaCrest Capital Management LLC","12/31/2020","2,052","36,375",""
"Cardinal Capital Management","12/31/2020","2,048","36,298",""
"Quantitative Investment Management, LLC","12/31/2020","2,045","36,253",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2020","1,989","35,200",""
"Janney Montgomery Scott LLC","12/31/2020","1,969","34,905",""
"TRUIST FINANCIAL CORP","12/31/2020","1,925","34,130",""
"PARSONS CAPITAL MANAGEMENT INC/RI","12/31/2020","1,904","33,748",""
"GRIMES & COMPANY, INC.","12/31/2020","1,897","33,618",""
"Cox Capital Mgt LLC","12/31/2020","1,873","33,201",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2020","1,852","32,835",""
"WOLVERINE TRADING, LLC","12/31/2020","1,851","32,796",""
"JANE STREET GROUP, LLC","12/31/2020","1,822","32,300","call"
"Claro Advisors LLC","12/31/2020","1,802","31,935",""
"WealthTrust Axiom LLC","12/31/2020","1,797","31,865",""
"Mariner, LLC","12/31/2020","1,777","31,495",""
"CABOT WEALTH MANAGEMENT INC","12/31/2020","1,766","31,295",""
"PLIMOTH TRUST CO LLC","12/31/2020","1,765","31,281",""
"Delta Financial Advisors LLC","12/31/2020","1,740","30,847",""
"WRIGHT INVESTORS SERVICE INC","12/31/2020","1,738","30,809",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2020","1,730","30,671",""
"ALBERT D MASON INC","12/31/2020","1,728","30,627",""
"D.A. DAVIDSON & CO.","12/31/2020","1,728","30,618",""
"PARK CIRCLE Co","12/31/2020","1,693","30,000",""
"Moors & Cabot, Inc.","12/31/2020","1,669","29,611",""
"Qube Research & Technologies Ltd","12/31/2020","1,659","29,396",""
"PNC Financial Services Group, Inc.","12/31/2020","1,654","29,313",""
"HIGHLAND CAPITAL MANAGEMENT, LLC","12/31/2020","1,654","29,308",""
"Hanson & Doremus Investment Management","12/31/2020","1,575","27,918",""
"Manitou Investment Management Ltd.","12/31/2020","1,553","27,490",""
"SECURITY NATIONAL BANK OF SIOUX CITY IOWA /IA/","12/31/2020","1,529","27,089",""
"Squarepoint Ops LLC","12/31/2020","1,444","25,586",""
"Kestra Advisory Services, LLC","12/31/2020","1,437","25,467",""
"AIGEN INVESTMENT MANAGEMENT, LP","12/31/2020","1,431","25,368",""
"Gulf International Bank (UK) Ltd","12/31/2020","1,402","24,809",""
"Integrated Wealth Concepts LLC","12/31/2020","1,382","24,503",""
"ADVISOR PARTNERS LLC","12/31/2020","1,368","24,247",""
"Doyle Wealth Management","12/31/2020","1,343","23,808",""
"Creegan & Nassoura Financial Group, LLC","12/31/2020","1,343","23,800",""
"PRIO WEALTH LIMITED PARTNERSHIP","12/31/2020","1,297","22,996",""
"Paloma Partners Management Co","12/31/2020","1,293","22,913",""
"KAVAR CAPITAL PARTNERS GROUP, LLC","12/31/2020","1,275","22,605",""
"DSM Capital Partners LLC","12/31/2020","1,269","22,460",""
"Voya Financial Advisors, Inc.","12/31/2020","1,256","22,250",""
"Bristol Gate Capital Partners Inc.","12/31/2020","1,254","22,205",""
"SECURITY NATIONAL BANK OF SO DAK","12/31/2020","1,240","21,968",""
"Bard Financial Services, Inc.","12/31/2020","1,239","21,965",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2020","1,210","21,443",""
"BI Asset Management Fondsmaeglerselskab A/S","12/31/2020","1,186","21,012",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2020","1,179","20,903",""
"SkyOak Wealth, LLC","12/31/2020","1,178","20,874",""
"Family Legacy, Inc.","12/31/2020","1,146","20,311",""
"Stratos Wealth Partners, LTD.","12/31/2020","1,140","20,202",""
"HORIZON KINETICS ASSET MANAGEMENT LLC","12/31/2020","1,140","20,200",""
"Private Advisor Group, LLC","12/31/2020","1,137","20,161",""
"US BANCORP \DE\","12/31/2020","1,136","20,142",""
"Cambridge Investment Research Advisors, Inc.","12/31/2020","1,075","19,045",""
"ARS Wealth Advisors, LLC","12/31/2020","1,059","18,779",""
"HM PAYSON & CO","12/31/2020","1,035","18,351",""
"Twin Tree Management, LP","12/31/2020","1,023","18,137",""
"Summit Global Investments","12/31/2020","1,022","18,116",""
"Blue Chip Partners, Inc.","12/31/2020","976","17,293",""
"Athanor Capital, LP","12/31/2020","965","17,111",""
"JANE STREET GROUP, LLC","12/31/2020","953","16,900","put"
"Walleye Trading LLC","12/31/2020","948","16,800","put"
"Lombard Odier Asset Management (Europe) Ltd","12/31/2020","923","16,305",""
"Sky Investment Group LLC","12/31/2020","914","16,204",""
"Edgestream Partners, L.P.","12/31/2020","887","15,716",""
"CENTRAL TRUST Co","12/31/2020","878","15,575",""
"Schonfeld Strategic Advisors LLC","12/31/2020","867","15,350",""
"Boston Trust Walden Corp","12/31/2020","857","15,190",""
"CRA Financial Services, LLC","12/31/2020","847","15,013",""
"AMERICAN ASSETS INC","12/31/2020","846","15,000",""
"Pacer Advisors, Inc.","12/31/2020","843","14,936",""
"Steward Partners Investment Advisory, LLC","12/31/2020","831","14,713",""
"Plante Moran Financial Advisors, LLC","12/31/2020","826","14,632",""
"COBBLESTONE CAPITAL ADVISORS LLC /NY/","12/31/2020","825","14,630",""
"Quilter Plc","12/31/2020","825","14,595",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2020","820","14,540",""
"Blue Square Asset Management, LLC","12/31/2020","803","14,227",""
"Dynamic Technology Lab Private Ltd","12/31/2020","783","13,884",""
"BALDWIN BROTHERS INC/MA","12/31/2020","783","13,876",""
"Community Bank, N.A.","12/31/2020","782","13,844",""
"Essex Financial Services, Inc.","12/31/2020","768","13,606",""
"Intercontinental Wealth Advisors, LLC","12/31/2020","761","13,492",""
"Penobscot Investment Management Company, Inc.","12/31/2020","747","13,246",""
"WOLVERINE TRADING, LLC","12/31/2020","717","12,700","call"
"JustInvest LLC","12/31/2020","716","12,690",""
"Archer Investment Corp","12/31/2020","705","12,500",""
"Kingsview Wealth Management, LLC","12/31/2020","685","12,133",""
"BESSEMER GROUP INC","12/31/2020","662","11,725",""
"PINNACLE ASSOCIATES LTD","12/31/2020","661","11,720",""
"CHARTER TRUST CO","12/31/2020","656","11,636",""
"Regal Investment Advisors LLC","12/31/2020","638","11,304",""
"DAVIS R M INC","12/31/2020","636","11,267",""
"Laurel Wealth Advisors, Inc.","12/31/2020","613","10,859",""
"GLENMEDE TRUST CO NA","12/31/2020","604","10,735",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2020","601","10,665",""
"Hemenway Trust Co LLC","12/31/2020","594","10,520",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2020","584","10,340",""
"Hartford Financial Management Inc.","12/31/2020","575","10,198",""
"Alhambra Investment Partners LLC","12/31/2020","569","10,091",""
"GOLDMAN SACHS GROUP INC","12/31/2020","564","10,000","call"
"Old Port Advisors","12/31/2020","559","9,940",""
"Costello Asset Management, INC","12/31/2020","560","9,929",""
"BURNEY CO/","12/31/2020","554","9,825",""
"NEVILLE RODIE & SHAW INC","12/31/2020","554","9,815",""
"Qtron Investments LLC","12/31/2020","553","9,800",""
"ACORN FINANCIAL ADVISORY SERVICES INC /ADV","12/31/2020","550","9,750",""
"CAPE COD FIVE CENTS SAVINGS BANK","12/31/2020","545","9,665",""
"MML INVESTORS SERVICES, LLC","12/31/2020","544","9,644",""
"FineMark National Bank & Trust","12/31/2020","537","9,520",""
"Ballentine Partners, LLC","12/31/2020","532","9,430",""
"Johanson Financial Advisors, Inc.","12/31/2020","531","9,409",""
"MITCHELL CAPITAL MANAGEMENT CO","12/31/2020","528","9,366",""
"CONDOR CAPITAL MANAGEMENT","12/31/2020","519","9,200",""
"SIGNATUREFD, LLC","12/31/2020","511","9,059",""
"Cullen/Frost Bankers, Inc.","12/31/2020","491","8,700",""
"FORA Capital, LLC","12/31/2020","487","8,628",""
"TFG Advisers LLC","12/31/2020","483","8,562",""
"Covenant Asset Management, LLC","12/31/2020","479","8,492",""
"TOWER BRIDGE ADVISORS","12/31/2020","471","8,350",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2020","469","8,300",""
"STATE STREET CORP","12/31/2020","463","8,211",""
"Clark Capital Management Group, Inc.","12/31/2020","463","8,202",""
"RAYMOND JAMES TRUST N.A.","12/31/2020","460","8,148",""
"Aries Wealth Management","12/31/2020","472","8,087",""
"TOCQUEVILLE ASSET MANAGEMENT L.P.","12/31/2020","446","7,900",""
"Financial Advisors, LLC","12/31/2020","444","7,866",""
"ALGERT GLOBAL LLC","12/31/2020","439","7,781",""
"Wolff Financial Management LLC","12/31/2020","438","7,771",""
"LINCOLN NATIONAL CORP","12/31/2020","436","7,724",""
"TAP Consulting, LLC","12/31/2020","421","7,468",""
"Resources Investment Advisors, LLC.","12/31/2020","421","7,456",""
"Cypress Capital Group","12/31/2020","404","7,160",""
"Weather Gauge Advisory, LLC","12/31/2020","401","7,106",""
"Mosaic Advisors LLC","12/31/2020","400","7,098",""
"Highlander Capital Management, LLC","12/31/2020","398","7,052",""
"Jacobi Capital Management LLC","12/31/2020","397","7,034",""
"Pacitti Group Inc.","12/31/2020","395","7,010",""
"Y-Intercept (Hong Kong) Ltd","12/31/2020","394","6,975",""
"First Pacific Financial","12/31/2020","393","6,963",""
"SeaCrest Wealth Management, LLC","12/31/2020","391","6,930",""
"Sowell Financial Services LLC","12/31/2020","391","6,929",""
"Tower Research Capital LLC (TRC)","12/31/2020","389","6,892",""
"KCM INVESTMENT ADVISORS LLC","12/31/2020","388","6,884",""
"MEANS INVESTMENT CO., INC.","12/31/2020","406","6,863",""
"Advisors Asset Management, Inc.","12/31/2020","386","6,835",""
"BOSTON PRIVATE WEALTH LLC","12/31/2020","385","6,832",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2020","382","6,771",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2020","378","6,693",""
"Resource Management, LLC","12/31/2020","375","6,655",""
"Veriti Management LLC","12/31/2020","372","6,595",""
"Ashfield Capital Partners, LLC","12/31/2020","370","6,550",""
"HUDSON VALLEY INVESTMENT ADVISORS INC /ADV","12/31/2020","368","6,514",""
"Saturna Capital CORP","12/31/2020","367","6,500",""
"Checchi Capital Advisers, LLC","12/31/2020","362","6,409",""
"PRIVATE ASSET MANAGEMENT INC","12/31/2020","353","6,257",""
"Balyasny Asset Management LLC","12/31/2020","351","6,214",""
