"Manager","Report Date","Value ($000)","Shares","Option Type"
"SIMPLEX TRADING, LLC","12/31/2022","702","39,400","put"
"JANE STREET GROUP, LLC","12/31/2022","206","11,600","put"
"GROUP ONE TRADING, L.P.","12/31/2022","178","10,000","put"
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2022","0","0","put"
