Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"4,953,860",1.4%,"154,856,490",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"3,463,997",1.0%,"85,068,693",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"1,336,487",0.4%,"55,571,149",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"1,160,003",0.3%,"69,130,032",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"857,244",0.2%,"36,231,781",,
CVX,CHEVRON CORP NEW,COM,166764100,"676,075",0.2%,"8,005,613",,
XOM,EXXON MOBIL CORP,COM,30231G102,"490,438",0.1%,"11,898,088",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"229,149",0.1%,"12,041,462",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"162,905",0.0%,"4,000,600",,put
COP,CONOCOPHILLIPS,COM,20825C104,"158,993",0.0%,"3,975,827",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"125,321",0.0%,"20,748,701",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"112,010",0.0%,"3,501,400",,call
BIPC,BROOKFIELD INFRASTRUCTURE CO,COM SB VTG SHS A,11275Q107,"108,811",0.0%,"1,505,012",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"105,254",0.0%,"3,290,200",,put
MPC,MARATHON PETE CORP,COM,56585A102,"67,031",0.0%,"1,620,674",,
EOG,EOG RES INC,COM,26875P101,"66,811",0.0%,"1,339,710",,
XOM,EXXON MOBIL CORP,COM,30231G102,"66,739",0.0%,"1,619,100",,call
KMI,KINDER MORGAN INC DEL,COM,49456B101,"64,030",0.0%,"4,684,056",,
PSX,PHILLIPS 66,COM,718546104,"55,738",0.0%,"796,928",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"51,303",0.0%,"2,618,863",,
