Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"5,045,547",1.2%,"140,076,226",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"3,782,890",0.9%,"57,736,424",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"3,684,435",0.9%,"94,255,202",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"1,995,567",0.5%,"62,283,606",,
XOM,EXXON MOBIL CORP,COM,30231G102,"1,830,328",0.4%,"18,306,939",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"1,641,715",0.4%,"25,056,700",,put
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"1,634,491",0.4%,"47,486,695",,
CVX,CHEVRON CORP NEW,COM,166764100,"1,615,422",0.4%,"10,830,126",,
EOG,EOG RES INC,COM,26875P101,"1,033,136",0.2%,"8,541,832",,
WMB,WILLIAMS COS INC,COM,969457100,"665,667",0.2%,"19,111,878",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"590,669",0.1%,"35,475,641",,
COP,CONOCOPHILLIPS,COM,20825C104,"549,699",0.1%,"4,735,930",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"539,981",0.1%,"9,441,892",,
MPC,MARATHON PETE CORP,COM,56585A102,"350,982",0.1%,"2,365,740",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"298,786",0.1%,"8,295,000",,put
SLB,SCHLUMBERGER LTD,COM STK,806857108,"268,400",0.1%,"5,157,568",,
SHEL,SHELL PLC,SPON ADS,780259305,"243,984",0.1%,"3,707,968",,
HES,HESS CORP,COM,42809H107,"229,499",0.1%,"1,591,975",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"218,120",0.1%,"6,337,000",,put
PSX,PHILLIPS 66,COM,718546104,"184,855",0.0%,"1,388,423",,
